id,ground_truth,text,round,batch,sent_id,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,disagree,agree,neutral,guid,av_rating
stance_climate_194,disagree,Carbon dioxide is not a “primary contributor” to global warming.,1,3,t9,neutral,neutral,disagrees,disagrees,neutral,disagrees,neutral,disagrees,0.6627807776561403,0.0039777695061721,0.3332414528376876,1_3_t9,-0.5
stance_climate_195,neutral,Carbon dioxide will hit another record high in 201.,1,0,t28,neutral,agrees,neutral,neutral,neutral,neutral,agrees,agrees,0.0033176383469177,0.3115886257147842,0.6850937359382979,1_0_t28,0.375
stance_climate_196,neutral,"A price on carbon can be effective at reducing emissions if it’s tried on a sustained, economy-wide basis.",2,2,t38,neutral,neutral,neutral,neutral,agrees,neutral,neutral,neutral,0.0017951456242587,0.0135923675154045,0.9846124868603366,2_2_t38,0.125
stance_climate_197,agree,"His plans will speed up destruction of the rainforest, which is a bulwark against global climate change.",5,3,t0,agrees,agrees,neutral,agrees,agrees,agrees,neutral,agrees,0.0025402359873935,0.8919603572671395,0.1054994067454669,5_3_t0,0.75
stance_climate_198,neutral,"It used to be more snow and ice, but now it’s more rock.",2,6,t9,neutral,agrees,agrees,neutral,neutral,neutral,agrees,neutral,0.0037403259278305,0.1236866278678276,0.8725730462043417,2_6_t9,0.375
stance_climate_199,disagree,Ancient temperatures should have been relatively high around the time of the crisis.,5,7,t22,disagrees,agrees,agrees,neutral,neutral,disagrees,neutral,neutral,0.6418329807929952,0.0146324420384587,0.3435345771685462,5_7_t22,0.0
stance_climate_201,agree,Global warming is like a world war.,1,7,t17,agrees,agrees,agrees,agrees,neutral,agrees,neutral,neutral,0.0029949780885433,0.8019656109847236,0.1950394109267329,1_7_t17,0.625
stance_climate_202,agree,The overall trend over decades to more intense and more frequent heat waves is definitely a signal of global warming.,4,6,t11,agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,0.0018937172402905,0.9962989674799672,0.0018073152797421,4_6_t11,0.75
stance_climate_203,disagree,I only pay attention to my health because I want to live a very long time just so I can keep pointing out that the climate has yet to murder me.,5,0,t23,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9981069850581786,0.0008715601848484,0.0010214547569728,5_0_t23,-1.0
stance_climate_204,neutral,The nation that leads the clean energy economy is likely to lead the global economy.,1,5,t25,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0007004923587646,0.0009892079995847,0.9983102996416506,1_5_t25,0.0
stance_climate_205,neutral,Sheâs in the pocket of the fossil fuel industry.,4,8,t1,disagrees,neutral,agrees,neutral,agrees,neutral,neutral,disagrees,0.2578055610214508,0.0489147552285732,0.6932796837499761,4_8_t1,0.0
stance_climate_206,neutral,Snow and ice is going to be frozen in place.,4,4,t38,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.000770202019452,0.0011508051386317,0.9980789928419164,4_4_t38,0.0
stance_climate_207,agree,"The Arctic ice cap, which is thought to have lost an average of 12.9 billion tonnes of ice a year between 1992 and 2010 due to general warming, may be losing an extra 27 billion tonnes a year just because of dust, potentially adding several centimeters of sea-level rise by 2100.",2,2,t35,agrees,agrees,neutral,agrees,agrees,neutral,agrees,neutral,0.0037678533451554,0.6553274011994606,0.3409047454553838,2_2_t35,0.625
stance_climate_209,neutral,Kauppinen is the author of a separate submission to Nature in 2010 that also contests the UN Climate Panel’s consensus view on the degree to which human activity contributes to global climate change.,2,6,t10,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,0.0021146131165974,0.0203177853705373,0.9775676015128651,2_6_t10,0.125
stance_climate_210,agree,The most important outcome of the international agreement in Paris is the pressure that 200 countries agreeing to environmentally conscious practices put on global markets.,3,7,t16,agrees,agrees,agrees,neutral,neutral,neutral,neutral,agrees,0.0039734178265965,0.7559570686164356,0.2400695135569678,3_7_t16,0.5
stance_climate_211,agree,Harvard climate action plan explicitly recognizes what the science has made clear.,5,7,t21,agrees,agrees,agrees,disagrees,neutral,agrees,agrees,agrees,0.0030676440742512,0.9774376906744618,0.0194946652512869,5_7_t21,0.625
stance_climate_212,agree,"The steady retreat of sea ice sea ice may have a residual effect on all sorts of other things, like the ice covering Greenland or storms in New England.",4,5,t12,neutral,agrees,agrees,neutral,agrees,agrees,agrees,neutral,0.0025259781498539,0.8677536386472123,0.1297203832029335,4_5_t12,0.625
stance_climate_213,agree,The world will soon do something about global warming.,1,3,t29,agrees,neutral,agrees,agrees,agrees,agrees,neutral,agrees,0.0029869090501651,0.8925447145107269,0.104468376439108,1_3_t29,0.75
stance_climate_214,agree,But a global threat warrants a global response.,3,5,t26,neutral,neutral,agrees,agrees,neutral,agrees,agrees,agrees,0.003106924337712,0.8546972678048933,0.1421958078573946,3_5_t26,0.625
stance_climate_215,neutral,There are a lot of Republican economists who would like us to put a price on carbon.,3,9,t37,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,0.0034333063263705,0.0576089342108542,0.9389577594627752,3_9_t37,0.125
stance_climate_216,disagree,The shoddy and absurd climate change plan.,5,5,t0,disagrees,disagrees,agrees,neutral,disagrees,disagrees,disagrees,agrees,0.9287142550870268,0.0062944459091656,0.0649912990038076,5_5_t0,-0.375
stance_climate_217,agree,There is something unusual about current temperatures: that we have catastrophic global warming from industrialisation.,1,6,t5,agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,0.036890214864438,0.959784197100506,0.0033255880350559,1_6_t5,0.75
stance_climate_218,disagree,There has been no global warming for nearly 19 years.,1,7,t24,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,0.9894851130334572,0.0014288564348133,0.0090860305317296,1_7_t24,-0.875
stance_climate_219,agree,"The main responsibility to cut emissions lies with developed nations, which had a headstart in sparking global warming.",4,8,t30,neutral,neutral,agrees,agrees,disagrees,agrees,agrees,neutral,0.0076881488768007,0.6776540118604778,0.3146578392627214,4_8_t30,0.375
stance_climate_220,agree,The level of carbon dioxide in the atmosphere has never been higher.,1,1,t20,agrees,neutral,agrees,agrees,neutral,neutral,agrees,agrees,0.0034027788211258,0.6828744531196944,0.3137227680591796,1_1_t20,0.625
stance_climate_221,disagree,There is no scientific proof that human emissions of carbon dioxide (CO2) are the dominant cause of the minor warming of the Earth’s atmosphere over the past 100 years.,1,1,t14,disagrees,disagrees,disagrees,disagrees,disagrees,agrees,disagrees,disagrees,0.9942531836601328,0.0041370624552928,0.0016097538845743,1_1_t14,-0.75
stance_climate_222,agree,"In California alone, rising sea levels could threaten $100 billion in infrastructure and imperil half a million people.",3,6,t6,neutral,agrees,agrees,neutral,neutral,agrees,agrees,agrees,0.002704658198267,0.8334949262229976,0.1638004155787353,3_6_t6,0.625
stance_climate_223,neutral,Efforts to decrease carbon emissions should focus on industry.,5,7,t20,agrees,disagrees,agrees,agrees,neutral,neutral,neutral,disagrees,0.0254603837398041,0.158560602422631,0.8159790138375648,5_7_t20,0.125
stance_climate_224,neutral,The city's plans had put it on a path to carbon neutrality .,5,7,t25,neutral,agrees,neutral,agrees,neutral,neutral,neutral,neutral,0.0011118217829859,0.0014375864482015,0.9974505917688126,5_7_t25,0.25
stance_climate_225,agree,No one can say they are happy about climate change.,5,2,t24,neutral,agrees,agrees,neutral,agrees,agrees,neutral,agrees,0.0030762564876189,0.730209176953952,0.266714566558429,5_2_t24,0.625
stance_climate_226,neutral,Catholics in the United States are divided over global warming.,3,8,t5,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0007944455716182,0.0011818203083417,0.99802373412004,3_8_t5,0.0
stance_climate_227,disagree,"Carbon dioxide fertilizes plants, and emissions from fossil fuels have already had a hugely beneficial effect on crops, increasing yields by at least 10-15 percent.",3,7,t31,neutral,disagrees,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,0.9797302733899248,0.0018977296596852,0.0183719969503898,3_7_t31,-0.75
stance_climate_228,neutral,The voluntary national contributions agreed in Paris would have to triple if the world is to cap global warming below 2 degrees C.,2,6,t2,neutral,neutral,agrees,neutral,neutral,neutral,neutral,neutral,0.0019481513101508,0.014796716487963,0.983255132201886,2_6_t2,0.125
stance_climate_229,neutral,Global temperatures drop further still.,1,8,t20,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,disagrees,0.2045154209912904,0.0039778741739628,0.7915067048347467,1_8_t20,-0.25
stance_climate_231,agree,Future storms will be slightly stronger because of global warming and sea level is rising faster than researchers once thought.,4,3,t30,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0012008055465775,0.99704307177764,0.0017561226757825,4_3_t30,1.0
stance_climate_232,neutral,"The carbon footprint generated would be equivalent to leaving a low-energy light bulb switched on for 220 years, or the average household energy consumption for two years.",2,1,t4,neutral,neutral,neutral,neutral,neutral,agrees,neutral,neutral,0.0021847314334014,0.0291081209544877,0.968707147612111,2_1_t4,0.125
stance_climate_233,neutral,"Greta Thunberg, the child climate activist being exploited by the media and the political left at the moment.",5,6,t46,neutral,agrees,neutral,disagrees,disagrees,disagrees,agrees,neutral,0.0991552606061446,0.0421088751894778,0.8587358642043775,5_6_t46,-0.125
stance_climate_234,neutral,California’s forests emitted more carbon than they sequestered.,1,5,t18,neutral,neutral,neutral,neutral,neutral,agrees,neutral,disagrees,0.0066255226910965,0.0472251317390488,0.9461493455698544,1_5_t18,0.0
stance_climate_235,disagree,"This is about economic migration and about political instability, not about global warming.",2,3,t11,disagrees,disagrees,disagrees,disagrees,disagrees,neutral,neutral,disagrees,0.8911618726751728,0.003034871749012,0.1058032555758152,2_3_t11,-0.75
stance_climate_236,neutral,The researchers are testing more sophisticated computer models to better understand the effects of stronger storms and increasing pollution on global weather patterns.,4,5,t2,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0004036215482971,0.0004703689924038,0.999126009459299,4_5_t2,0.0
stance_climate_237,agree,Antibiotics are losing their effectiveness at a rate that is both alarming and irreversible — similar to global warming.,2,7,t25,agrees,disagrees,agrees,agrees,agrees,agrees,neutral,agrees,0.00952125010811,0.9806365339967936,0.0098422158950962,2_7_t25,0.625
stance_climate_238,neutral,Hundreds of government scientists have perceived or personally experienced pressure from the Bush administration to eliminate phrases such as “climate change” and “global warming” from their reports and public statements.,3,5,t18,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0008923417129632,0.0010315425729786,0.998076115714058,3_5_t18,0.0
stance_climate_239,neutral,Critics said Thunberg's speech -- which is peppered with cries from pro-oil and gas counter-protesters -- called for action on climate change but failed to propose any plans for possible solutions.,5,4,t3,neutral,neutral,neutral,neutral,neutral,agrees,neutral,neutral,0.0023354695081364,0.0170187542713766,0.9806457762204868,5_4_t3,0.125
stance_climate_240,agree,One of the driving forces of 'climate denial' is that it is `just too uncomfortable to face' because it will require people to stop doing things [ they ] like doing.,5,3,t38,agrees,agrees,agrees,agrees,agrees,agrees,agrees,neutral,0.0012467645414774,0.9853345684859406,0.0134186669725819,5_3_t38,0.875
stance_climate_241,disagree,"If we look at the big picture, not only are the economic benefits [ of fossil fuels ] overwhelmingly positive, but the environmental benefits are overwhelmingly positive.",2,3,t8,neutral,neutral,disagrees,agrees,disagrees,disagrees,disagrees,disagrees,0.9223953201906322,0.0065303636774773,0.0710743161318903,2_3_t8,-0.5
stance_climate_242,neutral,A new ice age is on the way.,2,0,t3,agrees,neutral,neutral,neutral,disagrees,neutral,agrees,agrees,0.0620492000925819,0.1558174009843355,0.7821333989230824,2_0_t3,0.25
stance_climate_244,neutral,Scott Morrison has not got the climate crisis under control.,5,9,t32,neutral,disagrees,agrees,neutral,neutral,neutral,neutral,neutral,0.0044460215013544,0.0533660698155443,0.9421879086831012,5_9_t32,0.0
stance_climate_245,agree,"What’s happening there is a microcosm of a global trend: 90 percent of the world’s coral will be at risk of disappearance by 2030, thanks primarily to ocean acidification and global warming, both products of greenhouse gases released by human activity.",2,5,t0,agrees,neutral,agrees,agrees,agrees,disagrees,agrees,agrees,0.0034885206898589,0.995191115510068,0.001320363800073,2_5_t0,0.625
stance_climate_246,neutral,The results provide a possible explanation for the global warming .,2,2,t25,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0008933854412718,0.0011096029985068,0.9979970115602212,2_2_t25,0.0
stance_climate_247,neutral,The oceans not only take up heat and carbon dioxide from the atmosphere.,2,0,t14,agrees,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0007758980835728,0.0009815093563929,0.9982425925600342,2_0_t14,0.125
stance_climate_248,disagree,Many efforts undertaken by climate activists have called for unnecessary or costly regulations.,5,6,t14,disagrees,agrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,0.9958506829494967,0.0009548037445508,0.0031945133059522,5_6_t14,-0.625
stance_climate_249,disagree,This says no more about the validity of global warming theory than Einstein’s having shagged Marilyn Monroe says about the validity of his theory of relativity.,2,1,t28,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9986114992384404,0.0007017814494847,0.0006867193120749,2_1_t28,-1.0
stance_climate_250,disagree,Global warming has made next to no difference to Britain’s climate.,3,6,t7,disagrees,neutral,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,0.9566778736497858,0.0024716599891013,0.0408504663611125,3_6_t7,-0.75
stance_climate_251,neutral,The Arctic sea ice levels are 7 percent below the 1981-2010 average.,3,1,t24,neutral,neutral,neutral,neutral,disagrees,disagrees,neutral,neutral,0.003708242126488,0.0007477495237019,0.9955440083498098,3_1_t24,-0.25
stance_climate_252,agree,"The United States will join other nations in their fight against climate change at a United Nations-led press conference in Madrid, Spain.",5,6,t16,agrees,disagrees,neutral,agrees,neutral,agrees,neutral,agrees,0.0075465590189411,0.6692696117544883,0.3231838292265706,5_6_t16,0.375
stance_climate_253,disagree,Human impact on the global climate is small.,3,5,t36,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,disagrees,0.9884292486373176,0.0012713885293897,0.0102993628332924,3_5_t36,-0.875
stance_climate_254,disagree,Climate change is `mostly hype' but is being held back from taking tougher action against the scam by his own advisors who fear it might cost him votes.,5,4,t10,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9988576471893236,0.0006449634762331,0.0004973893344434,5_4_t10,-1.0
stance_climate_257,agree,Global warming is occurring.,1,3,t21,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,0.0014956650277854,0.9888181870794058,0.0096861478928087,1_3_t21,0.875
stance_climate_258,agree,"63% of all human-generated carbon emissions have been produced in the past 25 years; that is, nearly two-thirds have been emitted since the first warnings were sounded about what was then called “ global warming ”.",2,3,t25,agrees,neutral,disagrees,agrees,neutral,neutral,agrees,agrees,0.0234098002781337,0.7521749610850818,0.2244152386367844,2_3_t25,0.375
stance_climate_260,agree,The most expensive option for California is inaction in fighting global warming.,4,2,t40,agrees,agrees,neutral,agrees,agrees,agrees,neutral,agrees,0.0018561569186917,0.9730039433855532,0.0251398996957549,4_2_t40,0.75
stance_climate_261,neutral,A runaway greenhouse effect on Venus led to temperatures hot enough to melt lead.,2,6,t18,neutral,neutral,agrees,neutral,neutral,neutral,neutral,neutral,0.002005939420732,0.0149734662912712,0.9830205942879968,2_6_t18,0.125
stance_climate_262,agree,A global temperature increase of even 2 degrees Celsius would be enough to produce catastrophic climate effects.,2,4,t2,agrees,agrees,agrees,agrees,agrees,agrees,neutral,agrees,0.0009044835727706,0.9978607451908345,0.0012347712363949,2_4_t2,0.875
stance_climate_263,neutral,This is a clear conflict of interest for a financial institution to both profit from financing fossil fuels and profit from carbon trading.,3,7,t39,agrees,neutral,neutral,agrees,neutral,neutral,neutral,disagrees,0.0830711316382509,0.0607370843834888,0.8561917839782602,3_7_t39,0.125
stance_climate_264,disagree,Higher carbon dioxide levels in the future might give crops a major boost.,4,0,t37,disagrees,neutral,neutral,disagrees,disagrees,disagrees,disagrees,neutral,0.9229125472722648,0.001520371553987,0.0755670811737481,4_0_t37,-0.625
stance_climate_265,neutral,"While that this revelation this revelation is regrettable, this revelation does nothing to disprove the theory that mankind is responsible for global warming.",2,2,t37,neutral,neutral,neutral,agrees,neutral,agrees,agrees,neutral,0.004060930808357,0.367598279221785,0.628340789969858,2_2_t37,0.375
stance_climate_266,neutral,"64 papers had explicitly endorsed anthropogenic global warming (AGW) with quantification (attributing at least half of climate change to humans); 922 papers had explicitly endorsed AGW without quantifying how much humans contribute; 2,910 papers had implicitly endorsed AGW; 7,930 papers did not state a position and 40 papers are uncertain.",5,1,t40,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,0.0006253301905805,0.0009456971666273,0.998428972642792,5_1_t40,0.125
stance_climate_267,agree,"Existing national pledges to restrict greenhouse gas emissions are insufficient to limit warming to 2 degrees Celsius (3.6 Fahrenheit) above pre-industrial times, a U.N. ceiling set in 2010 to limit heatwaves, floods, storms and rising seas.",4,0,t42,agrees,neutral,neutral,agrees,disagrees,agrees,agrees,agrees,0.0784590638932943,0.8469905787579638,0.0745503573487418,4_0_t42,0.5
stance_climate_268,disagree,The drought is unrelated to climate change.,5,9,t26,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,0.973069578613148,0.0024984230629743,0.0244319983238776,5_9_t26,-0.875
stance_climate_269,agree,Reducing carbon emissions is a win-win.,4,0,t17,agrees,agrees,agrees,agrees,agrees,neutral,agrees,neutral,0.0039743549585625,0.88470095974454,0.1113246852968974,4_0_t17,0.75
stance_climate_270,agree,Climate change is emerging as potentially the greatest risk to human health in the 21st century.,5,5,t28,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,agrees,0.0018921405534769,0.996396474357266,0.0017113850892569,5_5_t28,0.75
stance_climate_271,neutral,Blackrock would place climate change at the center of its investment strategy.,5,6,t24,neutral,agrees,neutral,agrees,neutral,agrees,neutral,neutral,0.0015981651969082,0.015807504218639,0.9825943305844528,5_6_t24,0.375
stance_climate_273,disagree,The science is anything but settled on global warming.,3,1,t11,disagrees,disagrees,disagrees,disagrees,agrees,agrees,neutral,neutral,0.936457932885982,0.00581473610229,0.0577273310117279,3_1_t11,-0.25
stance_climate_274,agree,"In California, however, which is already being ravaged by the heat and drought of climate change.",5,7,t13,agrees,agrees,agrees,agrees,agrees,agrees,agrees,neutral,0.0016253134628448,0.994509208604787,0.0038654779323681,5_7_t13,0.875
stance_climate_275,disagree,"The evidence against “ man-made global warming ” theory is growing stronger and Republicans, being more skeptical of the mainstream media, and being better-informed generally, have been quicker to grasp the truth than Democrats.",2,4,t17,disagrees,disagrees,neutral,agrees,disagrees,disagrees,neutral,neutral,0.8448718215933962,0.0683294190837942,0.0867987593228095,2_4_t17,-0.375
stance_climate_277,neutral,Siemens to quit the mine project because emissions from coal-fired power plants contribute to global warming.,5,7,t27,neutral,agrees,disagrees,agrees,neutral,neutral,neutral,disagrees,0.01610368881189,0.0031952283774678,0.9807010828106422,5_7_t27,0.0
stance_climate_279,agree,"Many of the world’s remaining fossil fuel resources must be left unexploited if the climate is not to be put in danger, and prominent scientific and political leaders are increasingly calling for this to be recognized.",2,1,t25,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0008395521850088,0.9981793845979732,0.0009810632170181,2_1_t25,1.0
stance_climate_280,agree,Global warming is a very serious problem.,1,6,t29,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0008883579335331,0.9977762054505042,0.0013354366159627,1_6_t29,1.0
stance_climate_281,neutral,Protesters from the climate change alarmist Extinction Rebellion occupy and block a number of shops across the country to protest the shopping event.,5,1,t25,neutral,disagrees,neutral,neutral,neutral,neutral,neutral,disagrees,0.0750947920324258,0.0026754515466014,0.9222297564209728,5_1_t25,-0.25
stance_climate_283,agree,Global warming could spell disaster for the state’s water supply.,2,1,t38,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.000840356027361,0.9982082515061178,0.0009513924665211,2_1_t38,1.0
stance_climate_284,agree,A United Nations panel is more certain than ever that humans are causing global warming and predicted temperatures would rise by 0.3 to 4.8 degrees Celsius (0.5-8.6 degrees Fahrenheit) this century.,2,0,t17,neutral,agrees,agrees,neutral,neutral,agrees,agrees,neutral,0.0045588464875307,0.6269200975611161,0.3685210559513529,2_0_t17,0.5
stance_climate_286,agree,Humans are causing climate change by increasing their carbon-dioxide levels.,2,3,t26,agrees,agrees,agrees,agrees,neutral,neutral,agrees,agrees,0.0016274680039859,0.9617623050480486,0.0366102269479654,2_3_t26,0.75
stance_climate_287,neutral,The fossil fuel industry spent nearly 18 percent of all climate lobbying dollars during the period examined.,1,8,t28,neutral,neutral,agrees,neutral,neutral,neutral,neutral,agrees,0.0027958636167072,0.1647748235690289,0.8324293128142638,1_8_t28,0.25
stance_climate_289,neutral,Arctic plant species are extremely responsive to fairly rapid climate shifts in the past.,1,2,t7,disagrees,neutral,neutral,agrees,neutral,neutral,neutral,neutral,0.0826669370364674,0.0059426205966601,0.9113904423668726,1_2_t7,0.0
stance_climate_290,neutral,A comprehensive and long-range plan to tackle global warming has yet to be passed.,4,2,t25,neutral,neutral,neutral,neutral,agrees,neutral,neutral,neutral,0.0022683027112257,0.0336959266403925,0.9640357706483816,4_2_t25,0.125
stance_climate_291,agree,Global warming is real.,1,8,t13,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0005074932975088,0.9989101953543046,0.0005823113481865,1_8_t13,1.0
stance_climate_292,neutral,The extra carbon dioxide that humanity is pumping into the atmosphere isnât just warming the planet.,4,8,t14,neutral,neutral,agrees,agrees,agrees,neutral,neutral,neutral,0.0044842265666675,0.1124508903667581,0.8830648830665744,4_8_t14,0.375
stance_climate_293,neutral,Solar activity has varied a bit while global temperature keeps going up.,4,3,t38,neutral,neutral,neutral,neutral,agrees,agrees,neutral,neutral,0.0036568448077255,0.0789449794041779,0.9173981757880966,4_3_t38,0.25
stance_climate_294,neutral,Rising global temperatures during the 19th and 20th centuries could be linked to greater plant photosynthesis.,2,6,t35,neutral,neutral,neutral,neutral,neutral,neutral,agrees,disagrees,0.0405527334759602,0.0060372133424451,0.9534100531815948,2_6_t35,0.0
stance_climate_295,agree,"Climate deniers can still call global warming a hoax when looking at hotter temperatures, dying forests and increasing wildfires.",3,6,t23,agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,0.002730865042679,0.9962825270474942,0.0009866079098268,3_6_t23,0.75
stance_climate_296,disagree,Itâs not a global warming thing.,4,6,t26,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,0.9815943952240502,0.0013581274465142,0.0170474773294356,4_6_t26,-0.875
stance_climate_297,agree,"A lot of Americans are growing far more concerned about climate change, precisely because they’re drawing the links between freaky weather, a climate kicked off-kilter by a fossil-fuel guzzling civilization, and their own lives.",2,0,t29,disagrees,agrees,agrees,neutral,agrees,agrees,agrees,neutral,0.005444938254988,0.8468899257450627,0.1476651359999491,2_0_t29,0.5
stance_climate_298,disagree,Humans are not to blame for global warming.,4,3,t39,disagrees,disagrees,disagrees,neutral,disagrees,agrees,neutral,disagrees,0.9138900966537216,0.0040305425150645,0.0820793608312138,4_3_t39,-0.5
stance_climate_299,agree,World sea levels are rising on average.,1,3,t25,agrees,neutral,agrees,agrees,agrees,neutral,agrees,agrees,0.0025499953425432,0.9287403145836997,0.068709690073757,1_3_t25,0.75
stance_climate_300,neutral,The low-carbon electricity grid alone will cost $5.4 trillion.,5,3,t46,neutral,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,0.0078905319705654,0.0014870863492807,0.9906223816801536,5_3_t46,-0.125
stance_climate_301,neutral,"As global temperatures rise, microbes in the soil have been releasing CO2 faster than plants can snatch it up again.",1,5,t19,agrees,neutral,neutral,neutral,neutral,agrees,neutral,agrees,0.0036361096616535,0.1985109133216685,0.797852977016678,1_5_t19,0.375
stance_climate_302,agree,"Despite the worldwide recession, the urgency of reaching an international agreement on reducing carbon emissions cannot be overstated.",4,1,t23,agrees,neutral,neutral,agrees,agrees,neutral,agrees,agrees,0.0029550531929344,0.8437720888639861,0.1532728579430794,4_1_t23,0.625
stance_climate_303,neutral,And that is a direct analogy to the skepticism with which many people view the threat of climate change.,5,0,t17,neutral,neutral,agrees,neutral,neutral,agrees,agrees,neutral,0.0025643984226562,0.2774968300799798,0.7199387714973638,5_0_t17,0.375
stance_climate_304,neutral,Greta Thunberg should study economics.,5,7,t12,neutral,agrees,agrees,agrees,neutral,disagrees,neutral,neutral,0.1784372803907553,0.0138164647574433,0.8077462548518014,5_7_t12,0.25
stance_climate_305,neutral,"Some people believe that the global elite go to Davos and plan for world domination, but it's much scarier than that.",5,1,t12,agrees,neutral,neutral,neutral,agrees,neutral,neutral,neutral,0.0023548986189822,0.0628004801288504,0.9348446212521672,5_1_t12,0.25
stance_climate_306,agree,Human emissions of greenhouse gases are causing global warming.,1,1,t7,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0007670871546221,0.9980729892665264,0.0011599235788514,1_1_t7,1.0
stance_climate_307,neutral,Last month was the hottest May globally.,2,3,t38,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,0.0014094445905555,0.0215539338509793,0.9770366215584648,2_3_t38,0.125
stance_climate_309,agree,Carbon dioxide contributes to warming.,3,0,t30,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,0.0012428821742359,0.9899963679451448,0.0087607498806191,3_0_t30,0.875
stance_climate_310,neutral,Alternative-energy technologies will not advance and ignore jobs that might be created in new low-carbon industries.,4,5,t14,disagrees,disagrees,agrees,neutral,neutral,neutral,neutral,neutral,0.1029076628524418,0.0219031913125242,0.8751891458350337,4_5_t14,-0.125
stance_climate_311,neutral,"The terms `Global Meltdown' or `Global Melting,' for instance, deliver a more negative image than mere `Global Warming.'",5,8,t41,neutral,disagrees,neutral,neutral,neutral,agrees,neutral,neutral,0.0039124398098002,0.0610045373631772,0.9350830228270224,5_8_t41,0.0
stance_climate_312,disagree,I am hoping that the scientists and politicians who have been blindly demonizing carbon dioxide for 37 years will one day open their eyes and look at the evidence.,1,1,t19,disagrees,disagrees,agrees,disagrees,disagrees,neutral,disagrees,disagrees,0.9660695654322254,0.0232653449369555,0.010665089630819,1_1_t19,-0.625
stance_climate_313,agree,But the significant warming of the Arctic and sub-Arctic regions in recent decades are drying out these usually moist soil layers.,3,0,t11,neutral,agrees,agrees,neutral,agrees,agrees,neutral,agrees,0.0031608159513171,0.7978213135081665,0.1990178705405162,3_0_t11,0.625
stance_climate_314,neutral,Many climate scientists are much less sure about man-made global warming than they will admit in public.,4,1,t20,agrees,neutral,disagrees,neutral,neutral,neutral,disagrees,neutral,0.204313753561408,0.0069147758899785,0.7887714705486133,4_1_t20,-0.125
stance_climate_315,neutral,The annual cost of the global warming industry is $ 1.5 trillion.,1,6,t19,agrees,neutral,neutral,neutral,agrees,disagrees,neutral,neutral,0.0688594360907691,0.0521255116414316,0.8790150522677991,1_6_t19,0.125
stance_climate_316,neutral,Devout Americans are generally less likely to be concerned about global warming than their nonreligious peers.,3,4,t10,neutral,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,0.0219289386553396,0.0026420406411252,0.9754290207035352,3_4_t10,-0.125
stance_climate_317,neutral,There is only a 5% chance that global temperatures will only increase by 2 degrees celsius and will instead likely rise 3.2 degrees Celsius (and possibly by up to 4.9 degrees Celsius) by 2100.,3,3,t22,disagrees,neutral,neutral,disagrees,agrees,neutral,neutral,neutral,0.1798107521189819,0.0050301209496384,0.8151591269313796,3_3_t22,-0.125
stance_climate_318,agree,Global sea-level rise is both undeniable and consequential.,1,0,t26,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0007200413568176,0.9982420058765812,0.001037952766601,1_0_t26,1.0
