id,ground_truth,text
hatespeech_explicit_562,implicit hate,antifa & other leftists are the ones constantly defending violent muslims & is
hatespeech_explicit_563,implicit hate,also  what makes mn illegals special is that they hate you and hate america . but you insist on paying for them .
hatespeech_explicit_564,implicit hate,so ? welcome to the real world . this is what today's immigrants want to do to whites
hatespeech_explicit_565,implicit hate,"thr shld be no sanctuary cities,counties or states it is a violation of the law to harbor illegal aliens. i wld go to jail"
hatespeech_explicit_566,implicit hate,education ? you mean anti white propaganda ?
hatespeech_explicit_567,implicit hate,it's not enough. they don't need to welcomed. they need to be exported and taken care of by someone else. permanently.
hatespeech_explicit_568,implicit hate,"that's another reason we need to block this ruthless, scavengers animals,sorry for my language,there isn't words"
hatespeech_explicit_569,implicit hate,it is time to close the border by using the military; and start enforcing e-verify; deport all illegals
hatespeech_explicit_570,implicit hate,cernovich claims he's a jew---it sure shows . #lol .
hatespeech_explicit_571,implicit hate,tn is the whitest state in the south ... thinking about moving there myself .
hatespeech_explicit_572,implicit hate,bring ur racist ass on i'm an armed #creepyasscracker lets shoot it out it and see who runs outa ammo 1st #zimmermantrial
hatespeech_explicit_573,implicit hate,don't be silly . if i wanted black people to die  i wouldn't support disarming them . stop the violence #nra
hatespeech_explicit_574,implicit hate,what do asians say ? what about transgender fat children ? how about lesbian motorcyclists ? why are you trying to balkanise the country more ? it's almost like you have an agenda here . identity politics will destroy the left .
hatespeech_explicit_575,implicit hate,hispanic builder on the mexico wall : ' work is work '
hatespeech_explicit_576,implicit hate,: kanye west releases his most anti-white rap song ever sucks hes the most racist man alive ..
hatespeech_explicit_577,implicit hate,another ad . trump is extremely dangerous to our country . sanctuary cities are not dangerous . when impeachment time comes  please vote .
hatespeech_explicit_578,implicit hate,this is the future of white people in america if we do nothing via
hatespeech_explicit_579,implicit hate,"no, he should be forced to learn about muhammed!"
hatespeech_explicit_580,implicit hate,american diversity work in progress : black teens kill white girl for bicycle via
hatespeech_explicit_581,implicit hate,black people say they want to kill white people  with hillary clinton it may happen
hatespeech_explicit_582,implicit hate,exactly right . your only racist if your white . believe me they hate us more than we hate them !
hatespeech_explicit_583,implicit hate,you should go to a kkk gathering  i heard they have fried chicken
hatespeech_explicit_584,implicit hate,what do you call a jew that jumps out of a plane a falling star
hatespeech_explicit_585,implicit hate,You mean your boyfriend coded it up in a week!
hatespeech_explicit_586,implicit hate,"Today, I bought a Rolex from a black guy for a bargain. I would even say it was almost a steal."
hatespeech_explicit_587,implicit hate,send the illegals to these whiny democrats neighborhoods. watch them run.
hatespeech_explicit_588,implicit hate,: learn from it  #liberals ~ elin krantz : just another dead white liberal female ...
hatespeech_explicit_589,implicit hate,white americans least likely to race mix #swrm #whiteamericans #racemix #keepitup #reproduce via
hatespeech_explicit_590,implicit hate,y'all are probably white supremacists peopl
hatespeech_explicit_591,implicit hate,libtards and dumbocrats ... wow . did it take a really long time and great deliberation to come up with
hatespeech_explicit_592,implicit hate," rt this is a ploy . you are correct . they calculate that if they win  they'll stilly do nothing . however  if they lose they will just blame the issues and say  "" you see  people don't want a wall  they won't more 3rd world immigration . "" "" it is the perfect win win situation for them ! """
hatespeech_explicit_593,implicit hate,well  there's your prob.you ' ve mistaken ordinary white americans for filthy white trash.most can distinguish the difference .
hatespeech_explicit_594,implicit hate,new york times paul krugman gloats over demise of white america via
hatespeech_explicit_595,implicit hate,: where is the media outrage ? white man was lynched and robbed by a racist black gang ! ( video ) via ...
hatespeech_explicit_596,implicit hate,: we are organizing against new mexico driver's licenses for illegals ... stay tune ...
hatespeech_explicit_597,implicit hate,in b k dutt colony  3 public parks out of 6 have been encroached by muslims in name of wakfboard.outsider muslims stop hindus 2 enter
hatespeech_explicit_598,implicit hate,what if she's just human with flaws ? don't let #maga be only for white people .
hatespeech_explicit_599,implicit hate,what line has to be crossed until it's socially acceptable to purge degenerate filth with fire? let us do what must be done!
hatespeech_explicit_600,implicit hate,white extinction is victory tbh
hatespeech_explicit_601,implicit hate," #letspretend we are living in a  "" colorblind "" "" and "" "" postracial "" "" society  not an anti-white one """
hatespeech_explicit_602,implicit hate,those pardons can be easily overturned! get them out of here.
hatespeech_explicit_603,implicit hate,u can stick that hood where the sun don't shine you freaks call every white person against illegal immigration racist
hatespeech_explicit_604,implicit hate,"quick, before he changes his mind! #deportthemall now!"
hatespeech_explicit_605,implicit hate,: rural america currently lays in ruins.congress teams up to condemn them as white supremacists . #cuckservativelogic @
hatespeech_explicit_606,implicit hate,what did the african kid get for christmas aids
hatespeech_explicit_607,implicit hate,What are the advantages of being blacc? You can attend a funeral naked...
hatespeech_explicit_608,implicit hate,"some people say i do n't let my wife choose anything , but that 's not true ! i let her choose between front hand and back hand ."
hatespeech_explicit_609,implicit hate,white people offer more then complaints  rapes and gang shootings .
hatespeech_explicit_610,implicit hate,2 ) srinivas kuchibhotla  alok madasani . i believe that is more victims of white supremacy than isis in
hatespeech_explicit_611,implicit hate,what about the white illegal immigrants ?
hatespeech_explicit_612,implicit hate,"amazing, she's a candidate that conspires with illegal immigrants for votes, wow and she wants to be president"
hatespeech_explicit_613,implicit hate,mullets are one of the few things white people created on their own without cultural appropriation
hatespeech_explicit_614,implicit hate,ridiculous to try to have a sane conversation with this islamic puppet. is beyond disgusting.
hatespeech_explicit_615,implicit hate,black lives matter  white lives don't ? sounds racist .
hatespeech_explicit_616,implicit hate,cruz is the real outsider . palin is the real liberal . racist hollywood is run by white leftists of an otherwise indeterminate ethnicity .
hatespeech_explicit_617,implicit hate,: switzerland : muslim migrant sexually assaults woman in train station
hatespeech_explicit_618,implicit hate,why is there a muslim in the white house ? ?
hatespeech_explicit_619,implicit hate,"banning the muslim brotherhood, getting them declared a terrorists org & ban all related orgs."
hatespeech_explicit_620,implicit hate,yes white people are native americans . indians are pre colombians . white people built america . don't like it ? get out .
hatespeech_explicit_621,implicit hate," intersting article - it's not a hateful to want to maintain white supremacy .  "" but jesus wasn't white ... """
hatespeech_explicit_622,implicit hate,true . it's the white thing to do is help ur brother or sister out
hatespeech_explicit_623,implicit hate,na see  like  those are fake  the white man changed it to look like them and sheeit  we wuz statues and sheeeiiit  naw mean
hatespeech_explicit_624,implicit hate,"don't tell our cultural overlords that, though. they know better"
hatespeech_explicit_625,implicit hate,i know it's not working out and i know we need to push back . people came here for econ reasons  they can leave for econ reasons . they get
hatespeech_explicit_626,implicit hate,Are you really going to let a GIRL beat you?
hatespeech_explicit_627,implicit hate,congress  dc bureaucrats sell out us workers by boosting foreign labor .
hatespeech_explicit_628,implicit hate,obama white southerners don't hate you because you're black they despise you because you are anti american
hatespeech_explicit_629,implicit hate,"anyone livin in texas along the boarder with mexico sees the problem, unless they are part of the problem. it's outta control. #buildthewall"
hatespeech_explicit_630,implicit hate,"wanna be like hitler , but have no oven ? throw a penny off a cliff ."
hatespeech_explicit_631,implicit hate,"the 3rd world was once great civilizations, don't forget"
hatespeech_explicit_632,implicit hate,if only the fuhrer would have given rommel one more division in north africa ...
hatespeech_explicit_633,implicit hate,i want whites to actually win ; any pseudo-nazi / klan imagery works against thtat goal .
hatespeech_explicit_634,implicit hate,war against the south : gov . nathan deal quietly removes confederate holidays from statecalendar
hatespeech_explicit_635,implicit hate,put 'um in rubber rafts just off shore & let them work it out-its really not our problem-only deport
hatespeech_explicit_636,implicit hate,"so tell us, when is this god going to show up and tell you how to have sex? or how to define it"
hatespeech_explicit_637,implicit hate,What's a 1000 meters long and has an IQ of 68? A black lives matter parade.
hatespeech_explicit_638,implicit hate,#plannedparenthood #white people in america are under a constant threat of violence by #mexicans & #blacks
hatespeech_explicit_639,implicit hate,- not a chance ! - this is #america ! sharia opposition unifies america via
hatespeech_explicit_640,implicit hate,sure sounds like an obama employee . mcmaster having ties to nefarious islamic groups is to be as must
hatespeech_explicit_641,implicit hate,"no,you are saying those who studied,worked hard to enter usa legally are not only dumb but stupid2.cheats will be rewarded with citizenship"
hatespeech_explicit_642,implicit hate,"deport this drunken, drug, criminal and make it stick! this is beyond insanity. citizens would be in prison 4 a long stretch. not probation"
hatespeech_explicit_643,implicit hate,cuck island : eyewitnesses report that police ran away from moslem terrorists via
hatespeech_explicit_644,implicit hate,i agree  sjw deserve all the derision they get and more  also like to poke the alt right crowd
hatespeech_explicit_645,implicit hate,vvolent genocide is what white people are facing ! its us or them as i see it .
hatespeech_explicit_646,implicit hate,blacks are denied access to credit for the simple reason that they are less responsible with money
hatespeech_explicit_647,implicit hate,: ... also  organized jewry and anti-white blacks a
hatespeech_explicit_648,implicit hate,i strongly recommend that muslims go back to the simple life of the 7th century. they can't handle today's complex world. #byebye
hatespeech_explicit_649,implicit hate,wrong . christians are supposed to engage with their pagan ( folk ways ) if they do not contradict christ . so christmas with the trees and lights  etc is a very european tradition .
hatespeech_explicit_650,implicit hate,then how will blacks become edumacated ?!
hatespeech_explicit_651,implicit hate,"bravo.. you have to stop them at all cost, the muslim and the globalist."
hatespeech_explicit_652,implicit hate,: i have seen immense hate coming from a lot of the lgbt community . let's please designate these people
hatespeech_explicit_653,implicit hate,rip white race ? europe may well be on its last legs  germany may become banana republic without
hatespeech_explicit_654,implicit hate,#istandwithcommonsense it is not islamophobia when they really want to kill us
hatespeech_explicit_655,implicit hate,it means people aren't buying the lie  diversity kills  now prove me wrong
hatespeech_explicit_656,implicit hate,"no, as usual the world depends on america to foot the bill for everything !!..no more !"
hatespeech_explicit_657,implicit hate,haha . i went to college less than 20 miles from tuskegee . the blacks there ate incapable of sustaining a walmart
hatespeech_explicit_658,implicit hate,white race saving humanity  as usual !
hatespeech_explicit_659,implicit hate,has started a campaign to claim tubman for the ( ( ( conservative ) / cuck movement . joins the pantheon with mlk .
hatespeech_explicit_660,implicit hate,thins stuff has to stop  if you're truly serious about stopping anti white hate crime join #whitehonor #betawards #venezuela
hatespeech_explicit_661,implicit hate,"why bring any refugees at all? what good are they? average iq from syria is less than 90, these people will be a burden!"
hatespeech_explicit_662,implicit hate,it can be . i'm speaking generally of course . if a jewish nationalist killed nine people  i'd feel the same .
hatespeech_explicit_663,implicit hate," she's a typical leftie  cultural relativist  terrified of being thought  "" racist "" "" . islam """
hatespeech_explicit_664,implicit hate,elin krantz : just another dead white liberal female raped to death by non-white via
hatespeech_explicit_665,implicit hate,how the uniparty lost the white middleclass
hatespeech_explicit_666,implicit hate,look american ! ! just few years ago those polish people was used to clean our cars window glasses in the streets in italy
hatespeech_explicit_667,implicit hate,she doesn't recognize white people's right to exist  and alexandria is 60 % white  so why would she care ? it's simple math .
hatespeech_explicit_668,implicit hate,from wide-eyed liberal to race realist - american renaissance via thanks
hatespeech_explicit_669,implicit hate,waffen-ss reenactor t-shirt from the white resister | read more : via
hatespeech_explicit_670,implicit hate," more anti-white hate propaganda re : wwii - it's not just the germans  all whites guilty for fake  "" holocaust "" "" """
hatespeech_explicit_671,implicit hate,": """"mighty hard to make a great country out of 'legal' third world people:"
hatespeech_explicit_672,implicit hate,oh right & that celebration of whites dying out while feeding off of their tax dollars according to you
hatespeech_explicit_673,implicit hate,deport mom and grandma!
hatespeech_explicit_674,implicit hate,black on white crime . specifically targeted because they're white :
hatespeech_explicit_675,implicit hate,halt h1-b visas completely! they are not needed! train us workers instead or get out of business!
hatespeech_explicit_676,implicit hate,#alwaystrump because of alabama's immigration law  hb 56
hatespeech_explicit_677,implicit hate,make welfare recipients work the jobs illegal immigrants have now.deport them there is your job platform!
hatespeech_explicit_678,implicit hate,master obama wants a cheap labor force for his plantation! smile & be happy while u work!
hatespeech_explicit_679,implicit hate,like #hitler said  ' sin against the blood is the original sin  and an end to the humanity which suffers from it . '
hatespeech_explicit_680,implicit hate,"  "" whiteness wounds others . understanding this is critical to anti-racist work in white spaces . "" "" this is ridiculously racist by itself . """
hatespeech_explicit_681,implicit hate,the mayor in philadelphia has not addressed the murder rate in philly. demo-rats are worst!
hatespeech_explicit_682,implicit hate,christian are worshipping a god that commanded people to kill gay and apostate ! !
hatespeech_explicit_683,implicit hate," radical muslims will try to kill you .  "" moderate "" "" muslims try to kill your culture . that is jihad . """
hatespeech_explicit_684,implicit hate,: kkklanneed to report illegals contact ice 1-866- dhs - 2 - icewait i just saw this too this is horrible and disgusting wtf
hatespeech_explicit_685,implicit hate,i very much doubt you are white person of european descent . from
hatespeech_explicit_686,implicit hate,the current cuckish philosemitism says whites must suck up to jews even when jews slap whites around. that is not acceptable to alt right
hatespeech_explicit_687,implicit hate,well that's because there is no such thing as white privilege ! that's just a sham created by an old  evil  communist white guy by the name of soros to divide our country ! only self loathing  white sjw with a guilty conscience for their own bias  believe the white privilege myth !
hatespeech_explicit_688,implicit hate,no amnesty no benefits no jumping the line no daca no adult kid cheaters no chain families deport
hatespeech_explicit_689,implicit hate,"  "" alleged white genocide "" "" """
hatespeech_explicit_690,implicit hate,none ! semites aren't white .
hatespeech_explicit_691,implicit hate,: uk : students in islamic schools taught sharia amputation methods and that jews are conspiring to take over ...
hatespeech_explicit_692,implicit hate,us citizens don't matter . especially if you're a white male . this is the new american illegal & nonenglish speaking
hatespeech_explicit_693,implicit hate,you're clearly an anti-white bigot .
hatespeech_explicit_694,implicit hate,this is what you get when you preach anti white hate and white genocide .
hatespeech_explicit_695,implicit hate,: latest news from the american #nazi party . #freedom #resistance #survival #truth
hatespeech_explicit_696,implicit hate,so there is a pro-white and anti-white side . i choose pro .
hatespeech_explicit_697,implicit hate,reality . any violence outta ' trump supporters a response to antifa / black bloc / anti-trumpers . after last fall  trumpers said no more .
hatespeech_explicit_698,implicit hate," no  no ... they're called  "" terrorist travellers  "" "" don't ya know ? #canada's is a "" "" compassionate society  "" "" so it's important we treat these parasites with respect and tolerance . hug a jihadist ! invite them over for a pork supper ! that's the canadian way ! #cdnpoli #isis """
hatespeech_explicit_699,implicit hate,is white nationalism an #adl honey pot front ?
hatespeech_explicit_700,implicit hate,What do you call a black spider? No daddy long legs
hatespeech_explicit_701,implicit hate,california is an anti-white state . theblaze
hatespeech_explicit_702,implicit hate,by your own metric  whites are far more oppressed than jews
hatespeech_explicit_703,implicit hate,oh  that's right : black summer 2014 is about to kick off with memorial day . yoof violence will be broadcast on worldstarhiphop
hatespeech_explicit_704,implicit hate,zuckerberg's dream : the anti-white racist social network via the jew behind this rt
hatespeech_explicit_705,implicit hate,"I don't know why the Natives are so mad at us... I mean, we were so nice to them. We even gave them blankets!"
hatespeech_explicit_706,implicit hate,what you fail to understand is whites are a global minority . our countries are the ones being invaded  we are the ones being replaced . we have nowhere to go once these brown hordes turn our country into a complete dump .
hatespeech_explicit_707,implicit hate,"whatever they do, people still won't want to date black women or asian men."
hatespeech_explicit_708,implicit hate,"I think its funny , as a premed student there has n't been a black person within a hundred miles of any of my classes ever ."
hatespeech_explicit_709,implicit hate,libertarianism has become an ideology that appeals only to white men who hate white men .
hatespeech_explicit_710,implicit hate,: detroit : the death of white civilisation
hatespeech_explicit_711,implicit hate,another reason to be disturbd by the america-hating  jihad enabler in white house rt : such a peaceful religion ...
hatespeech_explicit_712,implicit hate,group behind has an ugly  hateful record and was founded by white nationalist john tanton .
hatespeech_explicit_713,implicit hate,islamist attacks : #notallmuslimspolice shootings : all white people
hatespeech_explicit_714,implicit hate,and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is rea
hatespeech_explicit_715,implicit hate,the humanitarian crisis & the coming crime wave in u.s. cities stop the #amnesty nightmare!
hatespeech_explicit_716,implicit hate,i  am white aryans and christian viking from finland nokia.happy summer white alaska.america and canada . sieg heil 88 .
hatespeech_explicit_717,implicit hate,america has problems to be honest but quite frankly i don't think it's the normal white family
hatespeech_explicit_718,implicit hate,better to just cut the jihadists down.
hatespeech_explicit_719,implicit hate,you can stop obamacare coverage for illegal aliens in california . find out more here :
hatespeech_explicit_720,implicit hate,just haveem call ca. those idiots already have the fund. all while homeless american vets sleep in cardboard boxes and have no food.
hatespeech_explicit_721,implicit hate,maga white cookouts would be nice .
hatespeech_explicit_722,implicit hate,eh no . white westerners are the only reason israel can exist . fuc
hatespeech_explicit_723,implicit hate,"um ya, i'm sure that's what i meant..#banislam"
hatespeech_explicit_724,implicit hate,whites who're true to themselves and their people .
hatespeech_explicit_725,implicit hate,black leaders advocating genocide of white devils ; dhs official booted for advocating white genocide
hatespeech_explicit_726,implicit hate,i howl at all the white doing the die in in ferg.they think they not bigots .
hatespeech_explicit_727,implicit hate,it is very sad either way-but the race baiters have successfully convinced both black and white people that repubs are bad guys for too long
hatespeech_explicit_728,implicit hate,if it's a white church it won't be called a hate crime you can bank on that
hatespeech_explicit_729,implicit hate,gee i wonder why . why dont you tell us more about how ( ( ( you ) ) ) hate all white people ?
hatespeech_explicit_730,implicit hate,"big problem for texas we are scared! not only gangs,terrorists but also disease"
hatespeech_explicit_731,implicit hate,war afoot now : rampantblack terrorism targeting whites >
hatespeech_explicit_732,implicit hate," islamic state outside white house :  "" we are everywhere "" "" """
hatespeech_explicit_733,implicit hate,"get rid of daca.,the 14th amendment.if your parents are illegal and have a baby here it should be whatever nat. their parents are."
hatespeech_explicit_734,implicit hate,i'm pro-white  heimbach's job is to drive people away from white identity . attacking him is doing the lord's work  i should get a medal .
hatespeech_explicit_735,implicit hate,racist test for asians . tell them their daughter's seeing a black / white man and see what follows .
hatespeech_explicit_736,implicit hate,dear jewish people  stop pretending to be white when it suits your interests.sincerely  an actual white person
hatespeech_explicit_737,implicit hate,even further we need a tab for white culture on your website . colonialism  rape  white on white crime
hatespeech_explicit_738,implicit hate,america was 95 % white until 1965 . the rest of the west was even more white . we borrow technology that works  but not other people .
hatespeech_explicit_739,implicit hate,the birth of white identity in colonial america via
hatespeech_explicit_740,implicit hate,america was meant to be a white country . jim crow was meant to preserve the america the founding fathers envisioned .
hatespeech_explicit_741,implicit hate,hate crimes are a joke ... its a one way street against white people
hatespeech_explicit_742,implicit hate,"It doesn't matter suicide rates are going up in Black communities, The race was killing itself anyway."
hatespeech_explicit_743,implicit hate,: islam is not a race ? obama white house wants to change that via
hatespeech_explicit_744,implicit hate,"  "" immigrants "" "" are something that happened after white people built the country . """
hatespeech_explicit_745,implicit hate,WHY are you Atheist?
hatespeech_explicit_746,implicit hate,heard about this when it happened. just now hearing this monster is muslim. and look
hatespeech_explicit_747,implicit hate,"  "" vote donald trump he's racist and he's # 1 with racist ! "" "" #stupidtrumpvoters """
hatespeech_explicit_748,implicit hate,we who are pro-white want to preserve the white race . we believe that all races have the right to exist  including the white race .
hatespeech_explicit_749,implicit hate," what is an  "" amrcn "" "" doing with an ' isrli counter terror agt ? ' well .. once a jew always a jew .. very clannish ! ! """
hatespeech_explicit_750,implicit hate,via robert spencer in frontpage mag : leland yee : an anti-gun democrat jihadists can love #catholic
hatespeech_explicit_751,implicit hate,nationalist front to host white lives matter rally in middle tennessee via white is beautiful  ! !
hatespeech_explicit_752,implicit hate,pls sign! add your name to stop the dog torture festival in #china #stopyulin2016
hatespeech_explicit_753,implicit hate," rt the  "" intolerant "" "" hindus r happiest ? """
hatespeech_explicit_754,implicit hate,#altright are the only true right . the gop are marxist diversity enablers . white america deserves better than this !
hatespeech_explicit_755,implicit hate,no sharia in usa ! this is painful way to kill animal !
hatespeech_explicit_756,implicit hate,u see this ? white pill ?
hatespeech_explicit_757,implicit hate,that's the way texans are . we try to treat everyone with respect  i see so much anxiety in white  black n white now . it's all this media hate that is to blame . we will defend whoever gets attacked regardless who they are .
hatespeech_explicit_758,implicit hate,supremacists of any tilt are stupid  black  white or whatever . and yes black supremacists exist  i just have to watch hidden colours to see .
hatespeech_explicit_759,implicit hate,only racists  are the anti-white racists who think the racist slur  racist has any power . it doesn't .
hatespeech_explicit_760,implicit hate,how on earth can he vow to do that. he can't protect his peeps inside of mexico. his country is like chicago on steroids.
hatespeech_explicit_761,implicit hate,What do jews and meat have in common? They're both better cooked
hatespeech_explicit_762,implicit hate,submit to the constitution or get the eff out!
hatespeech_explicit_763,implicit hate,well  there's nothing more stupid than a white anti-white .
hatespeech_explicit_764,implicit hate,get rid of them!
hatespeech_explicit_765,implicit hate,"wow, i have been looking for you for 8 years. you are right obama is a coward so why did blacks vote 95% twice for him. how many christians?"
hatespeech_explicit_766,implicit hate,this boomer became an active white racist in 1968  wallace campaign  nsrp and finally nswpp  now new order so -
hatespeech_explicit_767,implicit hate,guns don't kill people . leftwing racist journalists kill people .
hatespeech_explicit_768,implicit hate,via : france : muslim screaming allahu akbar & kill the jews stabs jew  punches rabbi #tcot
hatespeech_explicit_769,implicit hate,not to mention jews are listed as whites  so the white per capita number is already distorted ...
hatespeech_explicit_770,implicit hate," i am an immigrant  vickie  i don't see  "" white christian "" "" males as a threat . you  however  are blinded by ignorance & hate . sucks to be you ! """
hatespeech_explicit_771,implicit hate,so when white terrorists attack all white people are evil ?
hatespeech_explicit_772,implicit hate,rising 3rd world invasion in britain : 69 % of school children in london are non-white | read more : via
hatespeech_explicit_773,implicit hate,islamaphobia is symptom of islamic terrorism ! kill terrorism & muslims will kill islamaphobia ! it's up 2 them
hatespeech_explicit_774,implicit hate,: you jihad enablers are so filled with hate  it oozes out of your
hatespeech_explicit_775,implicit hate,another native swedes get mob attacked by non-white immigrants in stockholm ( video ) via
hatespeech_explicit_776,implicit hate,it is no lie that kkk is the terrorist arm of the dems #history its for dinner
hatespeech_explicit_777,implicit hate,no  just londoners . where being white  british & proud sees you proclaimed a racist big
hatespeech_explicit_778,implicit hate,white americans kill the most americans . let's get rid of you  using your logic but using facts instread of false hate propaganda
hatespeech_explicit_779,implicit hate,white girl shot to death for fun by black racist murders via
hatespeech_explicit_780,implicit hate,ethnic norwegians disappearing as non-white colonization intensifies #swrm #nonwhite via
hatespeech_explicit_781,implicit hate,Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.
hatespeech_explicit_782,implicit hate,liberal white people forgot they are white . tearing their own race down is how they roll .
hatespeech_explicit_783,implicit hate,put nooses around them.
hatespeech_explicit_784,implicit hate,muslims won't be a majority in 2050  but not in much else .
hatespeech_explicit_785,implicit hate,anti-semitism alive and well in america  mostly from the right wing whites who pretend to be republican .
hatespeech_explicit_786,implicit hate,happy birthday uncle adolf ! how i wish you were still with us .
hatespeech_explicit_787,implicit hate,anti-white jew david sirota blocked me when i asked him why israel wasn't taking in any refugees lol
hatespeech_explicit_788,implicit hate,thousands of #amandablackburn cases are happening in every white nation and only white nations . #whitegenocide #tcot
hatespeech_explicit_789,implicit hate,"cooking is an important skill . cook for an african man , and he will be hungry for a day less . cook an african man , and all the nearby african men will be hungry for a day less . -- some tribe leader"
hatespeech_explicit_790,implicit hate,"only a man & a woman can produce & sustain humanity under god's plan, that's why it's god's plan,to argue god's plan is insanity"
hatespeech_explicit_791,implicit hate,How does a black guy Send mail? With food stamps
hatespeech_explicit_792,implicit hate,black thug attacks old white man with urine because of slavery #swrm via
hatespeech_explicit_793,implicit hate,u fail to realize that there is terror in every religion  every extremist group  muslim or non muslim . but ur focus is on one
hatespeech_explicit_794,implicit hate,altrighters are already moving there . without legislation to force integration  all white / black areas are inevitable .
hatespeech_explicit_795,implicit hate,"let them. remember, they are """"valuable"""" to their society."
hatespeech_explicit_796,implicit hate,i then remember that my retort was that jewish power and control was our biggest issue.guess who was right ?
hatespeech_explicit_797,implicit hate,that is not true ! hindus are theives they saw a white man show them
hatespeech_explicit_798,implicit hate,"well, first they're not human. second, it depends on what you cross. not every mixture's gonna give you white achievement."
hatespeech_explicit_799,implicit hate,"no fucking deal send them back. they have absolutely nothing to offer, no skills at all. give me my cubans back without delay"
hatespeech_explicit_800,implicit hate,"is there any justice?leave note, flee to our enemy, our ppl killed & he pleads guilty and gets a pass.!?why bother prosecuting anyone???"
hatespeech_explicit_801,implicit hate,jihad mass murder of indigenous people of america by white race ? .. jihad = manifest destiny ..
hatespeech_explicit_802,implicit hate,that negates the global system of white supremacy ?
hatespeech_explicit_803,implicit hate,you get the european situation where large amounts of non employed non educated immigrants come to europe and start their micro-communities here with high crime rates and all sorts of problem like in the uk and also in the nl and germany 2 /
hatespeech_explicit_804,implicit hate,#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza
hatespeech_explicit_805,implicit hate,he may have gotten off to a rough 200 - year start in haiti  but look at zimbabwe and anc's south africa .
hatespeech_explicit_806,implicit hate,who knew nazis were humane ? rt during the cold of winter  please do not leave your pet outside overnight #compassion #decency #humane
hatespeech_explicit_807,implicit hate,indigenous people & nazi's have long time ties & friendships . #sociology
hatespeech_explicit_808,implicit hate,we're looking through these data right now . it's clear though that even w / arabs classed as whites  whites are underrepresented per capita .
hatespeech_explicit_809,implicit hate,these people are so evil that they even kill fellow muslims .
hatespeech_explicit_810,implicit hate," you are ok with amalgamation of african people into  "" black "" ""  all we're doing is the same thing to become "" "" white "" "" """
hatespeech_explicit_811,implicit hate,rn the average white person is taught we were always the oppressor.we have a right to learn about the extraordinary achievements of our race
hatespeech_explicit_812,implicit hate,What is an Ethiopian's favorite videogame? Don't Starve
hatespeech_explicit_813,implicit hate,"rt """"may take a while"""" in dhs speak means, """"never.."""" #sendthemback"
hatespeech_explicit_814,implicit hate,"saw such the other day. a kind of professionally made-over dopey, improved appearance still egregiously wrong on immigration."
hatespeech_explicit_815,implicit hate,when white people accuse other white people of being white . the most bizarre form of intolerance and racism .
hatespeech_explicit_816,implicit hate,odd for you to say this since you're a white supremacist .
hatespeech_explicit_817,implicit hate,i'm waiting for the left to call that killer in virginia a racist because he was . he killed two whites simply because they were white .
hatespeech_explicit_818,implicit hate,this is the future for minority whitey in america . kate steinle and justine murdered in the streets by token diversity minorities that should have never been here in the first place . being a white minority sure does sound like fun .
hatespeech_explicit_819,implicit hate,because it's the true heritage and origin of the white race ! ~
hatespeech_explicit_820,implicit hate,: ernst zndel : the hitler we loved and why via
hatespeech_explicit_821,implicit hate,84 % of all wanted criminals in copenhagen are non-white | more : via
hatespeech_explicit_822,implicit hate,funny italy and france don't use illegals to pick grapes.
hatespeech_explicit_823,implicit hate,give her a break. in islam she is considered half human and mentally deficient. just living up to it
hatespeech_explicit_824,implicit hate,because the media is part of the group who r weaponizing radical islam 2 kill western culture ( white christians )
hatespeech_explicit_825,implicit hate,"go, bakers. wedding cakes are for real weddings :"
hatespeech_explicit_826,implicit hate,maybe should get an island for these obama felons. like australia started. dump them there 2 live with obie.
hatespeech_explicit_827,implicit hate,did he import white mechanics to keep it running ?
hatespeech_explicit_828,implicit hate,why is #whitelivesmatter racist ? it isn't ...
hatespeech_explicit_829,implicit hate,these people are all white . where's the diversity ? immigration = immigrants . meaning not white .
hatespeech_explicit_830,implicit hate,newly established white student unions see an upsurge in support as more white students find a legitimate voice to express their frustration
hatespeech_explicit_831,implicit hate,. 3 ) they see you as a white man . you're going to be forced to acknowledge your identity eventually .
hatespeech_explicit_832,implicit hate,we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work
hatespeech_explicit_833,implicit hate," rt 9 / side observation on the  "" alt-right nordic warrior anti-semite "" "" trump subset ; they're obsessed with homosexual practice and technique . """
hatespeech_explicit_834,implicit hate,she deserves it! you lay with fleas you're going to get bit.
hatespeech_explicit_835,implicit hate,protecting jihads and demeaning christians ... just like any ' christian ' potus would prefer . thanks obama voters
hatespeech_explicit_836,implicit hate,cheese eating surrender monkeys who know nothing about foreign policy
hatespeech_explicit_837,implicit hate,nowhere is it explained why xenophobia and white self preservation are anything other than positives for america
hatespeech_explicit_838,implicit hate,u live in a damn city where the damn roads caving blk communities look like world war 2 riverdale is full of blk robbers n u wanna talk
hatespeech_explicit_839,implicit hate," always place the race card first .  "" those racist muslims are ... "" "" or "" "" those racist supporters of islam ... "" "" """
hatespeech_explicit_840,implicit hate,angola used to be a prosperous portuguese colony . whites fled en masse in 1975
