id,ground_truth,text
hatespeech_implicit_597,white grievance,in this leftwing  white hating world  telling the truth is no defence apparently  maybe they are right .
hatespeech_implicit_598,threatening,"for every church, monastery or christian place of worship that gets hit. a mosque should be also."
hatespeech_implicit_599,white grievance,stop subsidizing other races.
hatespeech_implicit_600,inferiority,It's easy for them to multiply because their African genes are so incredibly pronounced .
hatespeech_implicit_601,stereotypical," if  "" black lives matter "" ""  why didn't that innocent 9 yr old's life matter when killed by a thug ? because black lies matter . """
hatespeech_implicit_602,incitement,germany : non-white in one generation #swrm #germany #nonwhite #stopimmigration #merkelstanddown via
hatespeech_implicit_603,stereotypical,"  "" : latest unhinged anti-white rant at #ferguson "" "" ugly black lesbian . #negrogeddon """
hatespeech_implicit_604,threatening,they have guns? use them you assholes!
hatespeech_implicit_605,white grievance,hey illegals you have no rights to our laws when you came here illegally such idiotic claims tying up courts so they can tell u same
hatespeech_implicit_606,stereotypical,indian mullah aboobacker musliar claims  ' gender equality is un-islamic ... women only fit to give birth ' .
hatespeech_implicit_607,irony,What's a Jew's favorite book? Gone with the wind.
hatespeech_implicit_608,inferiority,what the fuhrer said about jew communists came to pass. they are the parasites of the earth.
hatespeech_implicit_609,white grievance,"  "" dear white people "" "" trailer culturally appropriates my people's music . #notok """
hatespeech_implicit_610,stereotypical,israel stopping african immigrants whilist jews open america and european borders
hatespeech_implicit_611,incitement,aclu needs to be put out of business it certainly is a front for illegals. take your threats and shove it
hatespeech_implicit_612,incitement,maybe you should build your thriving black communities far away where white people can't get to them
hatespeech_implicit_613,incitement,i have even less sympathy for refugees now
hatespeech_implicit_614,irony,"there are two families: """"joe legal"""" and """"jose illegal"""". both families have two parents, two children, and live in"
hatespeech_implicit_615,incitement,channel everyone - white  black  asian  latin - against jews - through nationalist winds in each country - regardless of race .
hatespeech_implicit_616,threatening,we won't have any justice until this system fears white civil disobedience as much as it fears all the immigrant and minority riots . we'll keep having #katesteinle miscarriages of justice until they learn to fear us .
hatespeech_implicit_617,stereotypical,as long as we take jews word for it that they are emphatically not white .
hatespeech_implicit_618,irony,it's illegal! go get a dictionary and see the meaning! if you can't speak english get a spanish one!
hatespeech_implicit_619,irony,so we should just let them come here do as they please an we foot the bill ! not!
hatespeech_implicit_620,incitement,don't care what the vote .illegal criminals are to be deported. or lose funding.
hatespeech_implicit_621,white grievance,"  "" : david lane : open letter to the dead white race "" "" """
hatespeech_implicit_622,inferiority,If we'd known that they'd cause this much trouble we'd have picked the fucking cotton ourselves!
hatespeech_implicit_623,stereotypical,hey  you rotten politicians and lying media  keep revving up racial hatreds so blacks kill whites  cops
hatespeech_implicit_624,incitement,white pride worldwide hooded sweatshirt very via
hatespeech_implicit_625,white grievance," watch the  "" greatest story never told "" "" and retweet and dispells the lies that contributes to white hate ! """
hatespeech_implicit_626,threatening,"#mo, this is why y'all need to #draintheswamp, by voting claire out! . is running for u.s. senate. check him out! #mosen #ap4senate #fireclaire"
hatespeech_implicit_627,inferiority,it sucks to put the burden on them.thy are outnumbered by the leeches. ne
hatespeech_implicit_628,white grievance,you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .
hatespeech_implicit_629,irony,"how do you fit a group of jews into a mercedes ? <number> in the front , <number> in the back and <number> in the ashtray ."
hatespeech_implicit_630,white grievance,even if you're liberal  they still hate you for being white . keep your dignity instead . #feelthebern #trump2016
hatespeech_implicit_631,inferiority,: worse  metro atlanta from clayton to rockdale and increasingly cobb and dekalb are black hellholes .
hatespeech_implicit_632,incitement," rt : will a  "" collapse "" "" lead to a resurgence in white identity ? #tcot #race """
hatespeech_implicit_633,white grievance,what's worse ? isis or the united gop / dnc attacking what's left of white southern heritage in america ?
hatespeech_implicit_634,incitement,: what is good for the white race is the ultimate good .
hatespeech_implicit_635,incitement,i'm not a racist at all but i mean all the numbers are saying caucaisian people are set to disappear soon so i'm for keeping the race
hatespeech_implicit_636,white grievance,you're clearly an anti-white bigot .
hatespeech_implicit_637,irony,What's the difference between a feminist and a knife? A knife has a point.
hatespeech_implicit_638,stereotypical,you know they're fundamentally nuts when muslims hate other muslims enough to kill them
hatespeech_implicit_639,incitement,"no. fence gives agents time to stop invaders. e-verify for employment, benefits, and dmv should also be added."
hatespeech_implicit_640,white grievance,we need strong christian men and churches . these cucks are willingly destroying our people .
hatespeech_implicit_641,white grievance,this ^ the white race's response  or lack thereof  2 these attempts 2 eradicate our past &
hatespeech_implicit_642,white grievance,allows to call for rape of white women in america ! stop him
hatespeech_implicit_643,inferiority,"whereas, one of these inbreds who can string a sentence together and quote the qaran becomes the leader of the numb-nuts."
hatespeech_implicit_644,inferiority,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying people out there.
hatespeech_implicit_645,inferiority,it allows white people to be free of black crime !
hatespeech_implicit_646,stereotypical,just another jewish think-tank with a paradoxical name . has nothing to do with heritage at all .
hatespeech_implicit_647,threatening," they smother the good white people of america ! they need to be hung  brother  "" south "" "" ! """
hatespeech_implicit_648,stereotypical,we know where christie's campaign $ $ is coming from ... muslims . like those in the white house
hatespeech_implicit_649,inferiority,: and throw in weekly standard these filthy white trash disgust me
hatespeech_implicit_650,incitement,: look at the word games though . i organized the rally & i'm not a ' racist ' or ' neo-nazi ' . i'm pro-white & p
hatespeech_implicit_651,white grievance,israel spies on america to make the first move against the white race via
hatespeech_implicit_652,inferiority,"the fence is a good idea when iran,syria&iraq begin their assault on the illegitimate nation of israhell the rats will have no way to escape"
hatespeech_implicit_653,stereotypical,"why were all of the inner - city schools changed into conservatories for the arts ? people realized that the only way a negro could be successful is by playing jazz , singing , dancing , or playing sports so they decided not to waste money by teaching them things that would n’t prepare them for the real world ."
hatespeech_implicit_654,white grievance,#india dear pm pl deport all 40k illegal #rohingya muslims w / o fail . #india is not an orphanage.we don't want terrorists
hatespeech_implicit_655,stereotypical,"the problem is that people like her, who are naive & ignorant about islam, affect not only their own safety, but everyone else's as well."
hatespeech_implicit_656,inferiority,sharia law is barbaric and the thought of it should be sickening to all.
hatespeech_implicit_657,irony,Where do people in China buy their groceries? Pets at Home.
hatespeech_implicit_658,white grievance,"  "" arabs  mixed-race people  white hispanics and others who could ' pass ' would be doing whatever they could to get white privilege if it were real . "" "" - gregory hood """
hatespeech_implicit_659,incitement,because of course #whitepeople need #billboard #marketing kkk #kkk
hatespeech_implicit_660,inferiority,"according to one person i communicated with - why cry over as bunch of cells, would you cry over a tumor"
hatespeech_implicit_661,threatening,black hood is the new white hood . no difference . neither can handle speech you dont agree with . i cant wait to see one of your little cowards . bam ! in the face .
hatespeech_implicit_662,stereotypical,nation of islam attendees . racist black police shooters in #dallas attended mosque
hatespeech_implicit_663,inferiority,doing constructive things on a regular basis is beyond islam's skill set.
hatespeech_implicit_664,incitement,if other races can have self-care whites can too .
hatespeech_implicit_665,stereotypical,african immigrant threatening a frightened native italian woman
hatespeech_implicit_666,inferiority,well he they would be born white . and most jews were born white .
hatespeech_implicit_667,irony,"rt sad, isn't it? poor thing doesn't even know if she's the hubby or the wife in her """"marriage."
hatespeech_implicit_668,white grievance,anti-white system . and that's why we need pro-white activism to address that double standard .
hatespeech_implicit_669,inferiority,"white workers built roads, railways and bridges. were stockmen, railroaders and river men."
hatespeech_implicit_670,incitement,keep calling whites nazis  you may end up actually creating nazis . maybe that's your goal . you have indeed mastered weaponized victimhood .
hatespeech_implicit_671,stereotypical,sadly islamist #palestinians don't want peace with jews . what they want is eternal victimhood death to #israel . #bds
hatespeech_implicit_672,stereotypical,sorry but jews aren't white
hatespeech_implicit_673,inferiority,i dont know what white sharia is . anyway  its not a male / female thing is patently false . i know the decay of the west isnt solely because of womens suffrage  but it has played a part . just look at the gender
hatespeech_implicit_674,threatening,JUSTICE! Antifa faggots are going to have their fingernails ripped out and their asses treated like Russia's borders in the 1700's: constant expansion. http://yournewswire.com/putin-antifa-russia/
hatespeech_implicit_675,white grievance,yep  of course ! you're racist against your own community if you don't succumb to this line of thinking !
hatespeech_implicit_676,incitement,: there it is in black and white . are muslims blind that they cannot see this ?
hatespeech_implicit_677,incitement,lie . do you trust msm and hrc ? alt-right is all races / groups  pro-america  exposes liars .
hatespeech_implicit_678,inferiority,. can a jew join ? i am white  green eyes and like your white trash blond south american girls .
hatespeech_implicit_679,white grievance,but that wouldn't enable them to destroy white neighbourhoods .
hatespeech_implicit_680,incitement,: us will have a civil war . stupid white libs who call white people privileged and racist
hatespeech_implicit_681,incitement,feds only deport half of illegal aliens arrested for crimes in america! #immigration #tcot #afire
hatespeech_implicit_682,irony,What Do You Call It When An Ethiopian Baby Cries? A mid-life crisis
hatespeech_implicit_683,incitement,you are wrong and so is the guy that wrote that article . this is a white country . the american flag belongs to us .
hatespeech_implicit_684,incitement,i happen to prefer the white race not partially covered in non-white ink ..
hatespeech_implicit_685,inferiority,whites are squirming now coz they see huge competition from asians n south asians . all sense of supremacy is dead !
hatespeech_implicit_686,incitement,what white people go to synagogues ?
hatespeech_implicit_687,white grievance,do these people know it's not a communist government that is perpetuating white genocide
hatespeech_implicit_688,irony,Did they try turning Stephen Hawking off and on again?
hatespeech_implicit_689,irony,How black mothers keep their children from biting their nails? they make them wear shoes
hatespeech_implicit_690,incitement,. not a good night for the anti-white gay pool boy  eh ?
hatespeech_implicit_691,inferiority,nyc is a disgrace for usa! cops should cooperate w ice to get all these animals off our streets deblasio sucks! get him out!
hatespeech_implicit_692,irony,"yeah, release them so when their deportation hearing happens in 2021 theyll have 5 us-born kids by then"
hatespeech_implicit_693,stereotypical,they know exactly what they're doing when they target and exploit the emotional nature of black people .
hatespeech_implicit_694,stereotypical,them & kill them muslim leader call for 10000 volunteers 2 kill white people
hatespeech_implicit_695,inferiority,"let's all vote hillary, why should ca be the only state with leprosy?"
hatespeech_implicit_696,white grievance,as long as white men allow jews into their midst and to lead them  they will continue to fail their race .
hatespeech_implicit_697,stereotypical,sorry but black people with funny names murder each other in birmingham  new orleans  and detroit .
hatespeech_implicit_698,white grievance,the extermination of the white race : the real facts about britain and non-white immigration via
hatespeech_implicit_699,incitement,why #religionofpeace kill muslims ...
hatespeech_implicit_700,white grievance,obama sitting in that racist pastor jeremiah wright's church for over 20 years is far worse than scalise speaking at one pro white rally !
hatespeech_implicit_701,white grievance,just vote her your guts if you want to survive from islamists.
hatespeech_implicit_702,irony,"oh good, a little tb with your coffee?"
hatespeech_implicit_703,stereotypical,#sodomybasedmarriage & racist israel has more public support than white people advocating for basic human rights .
hatespeech_implicit_704,white grievance,so now you are denying that white countries are flooded with non white to create a ' blended humanity ' ? #whitegenocide
hatespeech_implicit_705,irony,"move out of your mothers basement, go out and meet real people- you might like life?"
hatespeech_implicit_706,incitement,white pride world wide t-shirt from the white resister : via
hatespeech_implicit_707,inferiority,what have blacks built?
hatespeech_implicit_708,stereotypical,black on white crime unveiled : via
hatespeech_implicit_709,irony,"What do you say to a woman with two black eyes? Nothing, you already told her twice."
hatespeech_implicit_710,white grievance," look into affirmative action . it's straightforward anti-white discrimination . then look at brazil . that's your  "" race blind "" "" future . """
hatespeech_implicit_711,white grievance,"border security is irrelevant. only raise plus e-verify, together, is valuable enough to trade for """"dreamer"""" amnesty. else it's '86 again."
hatespeech_implicit_712,incitement,where are ethnic norwegians going to ? they had better get their boats and invade us again ! we need back up .
hatespeech_implicit_713,threatening,good crack down put it in jail!
hatespeech_implicit_714,incitement,trump adviser says he will ban muslim brotherhood and its offshoots cair  isna via
hatespeech_implicit_715,white grievance,arguing with white ignorant who thinks white mass murderer can not be terrorist is just waste of time .
hatespeech_implicit_716,irony,where's the line to give blowjobs for citizenship?
hatespeech_implicit_717,inferiority,"want to know something funny? islamic traders showed them the wheel, they were just too lazy to adopt i"
hatespeech_implicit_718,irony,"Why does Beyoncé always sing ""To the left, to the left"" Because black people have no rights."
hatespeech_implicit_719,threatening,"brave man. he has a point. but, at least teach them that being an illegal alien is a violation of law."
hatespeech_implicit_720,incitement,the problem is  the us has been a white country  and non-whit
hatespeech_implicit_721,white grievance,"its all about handouts, from the us, uk to africa..expect them to work and the expect handouts..ahhh shame"
hatespeech_implicit_722,irony,What's one thing you never say to a school shooter Think of the children
hatespeech_implicit_723,stereotypical,germany : 1.2 % of non-white invaders working #swrm via
hatespeech_implicit_724,inferiority,pitiful: a race of blue-eyed devils we live amongst. vermin of the planet
hatespeech_implicit_725,white grievance," rt i'm probably banned from entering the uk for  "" islamophobia . "" "" meanwhile  these people are let into the country """
hatespeech_implicit_726,stereotypical,white race rapidly fading in europe since muslims keep pregnant over 10 wives until menu
hatespeech_implicit_727,incitement,christian leader : gay musical is ' sexual propaganda ' caught lying about obama  yet again
hatespeech_implicit_728,inferiority,... emotional condemnations of women  gays  jews  nonwhites  and any other people incapable of creating civilization .
hatespeech_implicit_729,white grievance,a racist any white man who is winning an argument with a #liberal  a #conservative  a #libertarian  or a #jew .
hatespeech_implicit_730,irony,translated that means throw out all current immigration laws and open the borders to the masses.
hatespeech_implicit_731,threatening,kill him. run him over with a car.
hatespeech_implicit_732,stereotypical,disingenuous white liberals face black crimedilemma
hatespeech_implicit_733,inferiority,"damn the illegals must of got lost trying to find mexico,wound up in canada instead."
hatespeech_implicit_734,stereotypical,rt the active shooter in charleston sc is a crazy black man not a white supremacist . i know you democrat race baiters ( cont
hatespeech_implicit_735,white grievance,ethnic norwegians disappearing as non-white colonization intensifies #swrm #nonwhite #prowhite via
hatespeech_implicit_736,irony,Why is chinese the best race? They can do everything with their eyes closed.
hatespeech_implicit_737,stereotypical," 15 of the 19 hijackers were saudi arabia.saudi arabia is our  "" ally "" "" """
hatespeech_implicit_738,white grievance,in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .
hatespeech_implicit_739,incitement,cuckservatives : trump refuses to bow to political correctness on federaljudges
hatespeech_implicit_740,white grievance," most  "" hate crimes "" "" are hoaxed . white people are not out here targeting blacks and jews . they do it to push their agenda of white racist """
hatespeech_implicit_741,white grievance,now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .
hatespeech_implicit_742,incitement,#projectsiege continues unabated . we will not rest until alt-right ideas are represented on college campuses nationwide . #sdsu
hatespeech_implicit_743,stereotypical,. #jewish #antihate have pages documenting #antimuslim #bigotry of & cohorts
hatespeech_implicit_744,incitement,white resistance ! #migrantcrisis
hatespeech_implicit_745,irony,"#daca turns four, watch for """"future eligible children"""" to get #work permits soon."
hatespeech_implicit_746,inferiority,Why are there so many party stores in the ghetto? Like do all the poor people like to celebrate they're poor?
hatespeech_implicit_747,inferiority,fudge your satanic values bubbles
hatespeech_implicit_748,threatening,if they don't like the conditions don't do things to get put there! stay in your own country!
hatespeech_implicit_749,white grievance," rt white student union  "" offensive "" ""  but anti-white student union is welcome at toronto | more : """
hatespeech_implicit_750,inferiority,no pakistani should ever try to come to india  they can go to mosul or karbala hq of pigs
hatespeech_implicit_751,white grievance,white peaple where the first at everything  we deserve love
hatespeech_implicit_752,incitement,youth are hungry for a white resurgence . we are the future .
hatespeech_implicit_753,inferiority,Are you really going to let a GIRL beat you?
hatespeech_implicit_754,white grievance,anti-white supremacist  the new code word for #antiwhite .
hatespeech_implicit_755,inferiority,"im an american citizen who organizes, includes, & works with americans of all races + walks of life to defend this nation against slime ball illegal immigration cheerleaders like you. millions in the usa have heard my voice and messages and there's nothing you can do to stop me."
hatespeech_implicit_756,inferiority,why do colored people eagerly run to white countries to be oppressed ?
hatespeech_implicit_757,stereotypical,hispanic builder on the mexico wall : ' work is work '
hatespeech_implicit_758,incitement,is not a white supremacist organization . theyre promoting the assertion of white identity in order to help combat the issues our country is facing as a result of anti-white hatred and discrimination along with uncontrolled immigration
hatespeech_implicit_759,incitement,this is great news ! i still want the wall built and mass immigration ended .
hatespeech_implicit_760,incitement,end all non white european immigration . set up a resettlement program to rescue white south africans .
hatespeech_implicit_761,stereotypical,hurry! why travel to middle east? enjoy thrill of beheading & rapes right in your town!! vote for hillary.
hatespeech_implicit_762,incitement,tomorrow is april 20th  the birthdate of adolf hitler . do you have your flyers / stickers / cards ready for mass distribution ? ? #activism
hatespeech_implicit_763,threatening,end daca deport all! they can come back the legal way
hatespeech_implicit_764,incitement,uplift of the day #expeltheinvaders #europeforeuropeans
hatespeech_implicit_765,white grievance,white south africans like frogs in boiling water as anti-white racial violence escalates via
hatespeech_implicit_766,inferiority,the difference between third world countries and america is the people . think about that a minute . #trump2016 #hillary2016
hatespeech_implicit_767,incitement,pro-american pro-identitarian easily defensible easy to understand great optics .
hatespeech_implicit_768,stereotypical,radical radical radical radical radical radical muslims cheer terror bombings in boston
hatespeech_implicit_769,incitement,a tribute to the white race . take a stand for your people  #wakeup ! #loveyourrace #aryan #arizona #blog
hatespeech_implicit_770,incitement,#p2 very bad translation  but poll shows 93 % of russians are concerned about the future of the white race . hail russia !
hatespeech_implicit_771,stereotypical,rising 3rd world invasion in britain : 69 % of school children in london are non-white | read more : via
hatespeech_implicit_772,irony,of course it's racist  it was written by a white man of good character .
hatespeech_implicit_773,inferiority,"deport these uneducated ppl who pull our welfare benefits our food stamps,somehow there able to get homes?if theyralowed2staywebcum3rdwcntry"
hatespeech_implicit_774,inferiority,the latest wombat world ! thanks to #muslim #islam
hatespeech_implicit_775,incitement,. yrs of interaction w / white atheist science ! are vapid & men r impotent.christianity is white past & future
hatespeech_implicit_776,white grievance,only black thugs who rob stores and fight white cops and die lives matter .
hatespeech_implicit_777,stereotypical,oh how the jews must be happy  all their anti-white propaganda is paying off .
hatespeech_implicit_778,stereotypical,over 50 % of black people pay nothing in federal income taxes . the rest pay almost nothing in income taxes .
hatespeech_implicit_779,irony,"they most certainly do. what happened was g soros and his cash, uh sorry i meant influence!"
hatespeech_implicit_780,white grievance,david lane : open letter to the dead white race via rt
hatespeech_implicit_781,incitement,white genocide accelerates in france : at least 1 in 3 newborns are non-white | more : via
hatespeech_implicit_782,stereotypical,islamophobia ? what do these people expect when they kill us and fly airplanes into our buildings ?
hatespeech_implicit_783,irony,does a muslim ban really matter that much? if we actually wanted progress we'd need a hispanic ban
hatespeech_implicit_784,irony,Why don't Africans need help? They already have aids.
hatespeech_implicit_785,inferiority,ya know that james craig is a neanderthal evolutionary through back & an irrelevant jackin off jesus junkie bigoted breeder..like you
hatespeech_implicit_786,threatening,increase severity of penalty for illegal immigrants illegal activities. just deporting does not work. that is not sufficient punishment
hatespeech_implicit_787,inferiority,time to start a serious discussion on disarming black people and reviving insane asylums .
hatespeech_implicit_788,threatening,send illegal aliens home!!! it's a slap in face to allow them to stay
hatespeech_implicit_789,stereotypical,this is why people have to come all the way from south china to teach africans how to mine in their own countries
hatespeech_implicit_790,incitement,the sky high crime rates in the black communities kill many more people than police or white racism . #ferguson #
hatespeech_implicit_791,stereotypical,europe and usa should take in zero muslim refugees as they are all potential jihadis.
hatespeech_implicit_792,stereotypical,these are initiation murders they has nothing to do with breaking the slave codes aka laws they are selected hunted then murdered #truefacts
hatespeech_implicit_793,threatening,10 yrs hard labor!! put him on chain gangs and build the wall.
hatespeech_implicit_794,threatening,fire all of them that don't enforce the laws! start deportations of all illegals in california
hatespeech_implicit_795,stereotypical,jew pleads guilty on behalf of austrians : the president of austria who just so happens to be a jew has assigne ...
hatespeech_implicit_796,white grievance,white genocide ? your buddy glenn miller murdered three white people including a teenage boy
hatespeech_implicit_797,stereotypical,are patriotic native white jews permitted to join to stop the invading muslims ?
hatespeech_implicit_798,stereotypical," it's  "" white ruling elite "" "" turned america into a great melting pot.brain drain & cheap manual labor benefit america """
hatespeech_implicit_799,white grievance,"  "" white supremacist "" "" is an anti-white slur . """
hatespeech_implicit_800,incitement,dear germans  vote for to save fatherland from barbarians and british occupation . swear in the name of fuhrer
hatespeech_implicit_801,inferiority,i can help you against islamic virus .
hatespeech_implicit_802,white grievance,black  hispanic  gay  trans  asian  not a white student union  it's why conservatism is useless  they watched as the left destroyed whiteness
hatespeech_implicit_803,threatening,"#noamnesty ,forward deployment is economic security."
hatespeech_implicit_804,white grievance," unfortunately  valerie grim is stuck in an outdated paradigm wherein all white advocacy is  "" hate "" "" . """
hatespeech_implicit_805,white grievance,advocating in favor of white people is verboten goyim .
hatespeech_implicit_806,white grievance,it's okay to be a racist as long as your not white
hatespeech_implicit_807,inferiority,: these savages are attacking thomas jefferson's statue now: stupid people with idiot ideas or no ideas
hatespeech_implicit_808,incitement," rt  "" master race "" "" ? well thanks  but "" "" white people "" "" will do . """
hatespeech_implicit_809,incitement,"  "" immigrants "" "" are something that happened after white people built the country . """
hatespeech_implicit_810,inferiority,those pesky buddhist again!
hatespeech_implicit_811,incitement,white americans least likely to race mix #swrm #niceone keep up the good work  make america great again !
hatespeech_implicit_812,threatening,"soon aap etc will begin protests, just wait but arrest itself may be farcical"
hatespeech_implicit_813,irony,"mmmm, mmmh, mmm that sweet frog up your ass, 'feels good' doesn't it?"
hatespeech_implicit_814,white grievance,see  literally being white is racist #whitegenocide
hatespeech_implicit_815,stereotypical,look at this  some angry black person . you were right they're all violent .
hatespeech_implicit_816,white grievance," jews  splc hysterically demonize  "" racist "" ""  "" "" white supremacist "" "" websites : """
hatespeech_implicit_817,white grievance," you're lying brazenly & you accuse us of  "" hate "" "" ? it is not hate to oppose jihad terror vs . ahmadis """
hatespeech_implicit_818,white grievance,: demokkkrats stop your racist deceit ! obama sat underneath a racist america hating black liberation garbage spewing idiot
hatespeech_implicit_819,white grievance,whites need to identify as white because jews are targeting us as whites
hatespeech_implicit_820,white grievance,and let the record show that black lives matter is a racist hate group advocating murder and hate
hatespeech_implicit_821,incitement,white alabama is counting on you ! !
hatespeech_implicit_822,inferiority,muslim refugees  thats what happened . dirty pigs ..
hatespeech_implicit_823,white grievance,jewish harvard professor noel ignatiev wants to abolish the white race via
hatespeech_implicit_824,white grievance," proliferating anti-white agenda  "" """
hatespeech_implicit_825,irony,"here you go, folks. a handy-dandy guide to who hates ted."
hatespeech_implicit_826,threatening,if islam is banned what happens to the muslims? arrest them? kill them? what exactly?
hatespeech_implicit_827,incitement,the 1790 naturalization act explicitly stated that america was only for white
hatespeech_implicit_828,white grievance," rt  "" leftist "" "" hate isn't really about trumphe's only a symbol ; for healthy white identitywar over whether whites are allowed to self advocate """
hatespeech_implicit_829,incitement,let's be a white resister : because the beauty of the white aryan woman must not perish from the earth !
hatespeech_implicit_830,white grievance,daca is amnesty open border new world order agenda.
hatespeech_implicit_831,stereotypical,muslims arrested for conning elderly into funding jihadis #islam #islamophobia #tcot #antimuslim #uk
hatespeech_implicit_832,incitement,we obviously need a nation for white people . and the antifa white race traitors can live with the black people .
hatespeech_implicit_833,incitement,"house #immigration plan slammed, spends $10b and deports no illegals via #noamnesty"
hatespeech_implicit_834,incitement,adolf hitler - a short  nice video of our #aryan #hero : #courage #genius #integrity #honor
hatespeech_implicit_835,inferiority,"Lol, Asian gay guys are too girly, I suppose."
hatespeech_implicit_836,threatening,chew them up and spit them out back to mexico
hatespeech_implicit_837,inferiority,"there is only one solution to world poverty, for poor countries to produce their own wealth,"""" wayne grudem declared at"
hatespeech_implicit_838,incitement,beautiful white nationalism .
hatespeech_implicit_839,inferiority,"you dirty rat"""", bang, bang, bang. #chuckecheese"
hatespeech_implicit_840,stereotypical,i wonder if this is related to the hordes of imported third worlders . that couldn't be  the jewish elites told us they'd contribute to a stronger  wealthier  more tolerant society and definitely not cause massive social and economic problems .
hatespeech_implicit_841,incitement,which is why we need an indefinite moratorium on immigration and refugee resettlement . we need legislation today . tomorrow is far too late .
hatespeech_implicit_842,inferiority,legalize daca and watch a tsunami of more kids from south america flood our schools . oh wait  that happened already and is still happening .
hatespeech_implicit_843,incitement,a tale of the jews and the white genocide ( video ) via
hatespeech_implicit_844,irony,"black folks elected doug jones."""" they're gonna be mighty disappointed when all they get for it is rights for three legged, gay martians and their interests passed over for those of white, rich leftist stockholders in the northeast."
hatespeech_implicit_845,incitement,a white woman leading a bunch of violent black men ... no wonder white women want diversity . kinda like when lenin wanted the tsar dead .
hatespeech_implicit_846,threatening,"gov't petition against sharia law in canada, this video is our warning, all welcome to sign #m103 #sharialaw"
hatespeech_implicit_847,white grievance,the pc politicians in parliament who let these muslims into the uk are protected by layers of security . the people are disarmed
hatespeech_implicit_848,inferiority,hitler didn't think like you . jews were white  and they were killed ? ! main purpose is saving the people who is useful to the world + +
hatespeech_implicit_849,white grievance,resisting decay & annihilation of white race
hatespeech_implicit_850,incitement,7 ) alt-right defeatest in nature . ( i'm a member ) . trump's winning drove our winning enthusiasm . but too
hatespeech_implicit_851,threatening,yep #saynotoislam follow #stoptheinvasion #norefugees#neverhillary wants a550% increase inrefugees#trumpstrong
hatespeech_implicit_852,white grievance,this may be a horrible thing to say but are black lives matter #blm the new klu klux klan ? they both racially hate & despise others
hatespeech_implicit_853,incitement,anyone here illegally shouldn't have the right sue.
hatespeech_implicit_854,white grievance,1up  are you seriously calling tucker carlsonna white supremacist ? you are way losing all credibility here  my friend . what are you trying to accomplish ? 1 ) spread hate & division among races  or 2 ) make america a better place for all children to grow up in and thrive ?
hatespeech_implicit_855,incitement,this is aryan  no orthodox christian ; white & black is none of our business ; only aryans are invited
hatespeech_implicit_856,white grievance,biggest perpetrators of #whitegenocide are white people .
hatespeech_implicit_857,irony,"do you think #americans are going to go pick fruit, or cut lawns, or do condition? think about it"
hatespeech_implicit_858,incitement,: in memoriam panzerdivision totenkopf t-shirt from the white resister
hatespeech_implicit_859,white grievance,stop the white genocide in south africa ! ( video ) via #whiteresister
hatespeech_implicit_860,incitement,now why would british jews want an influx of syrian moslems ?
hatespeech_implicit_861,incitement,dr . david duke : will the white race survive ? ( video ) va
hatespeech_implicit_862,irony,imagine going back a millenia to find a civilization your ancestors created  only to find out they were white
hatespeech_implicit_863,irony,the only problem has with the kkk is that they are white :
hatespeech_implicit_864,stereotypical,eating beef is neither a essential part of islam nor is it a marker of secularism . the only idea of making it so is to humiliate the hindus
hatespeech_implicit_865,incitement,in memoriam panzerdivision totenkopf t-shirt from the white resister via
hatespeech_implicit_866,incitement,milo can be useful to an extent . his gayness makes lefties more receptive to him . i started with milo and ended at the alt-right
hatespeech_implicit_867,incitement,"She always wears such revealing clothing and flirts with all of these guys when we're out. It's just gross and dangerous. I'm not saying that a person deserves to be raped, but..."
hatespeech_implicit_868,white grievance,i'll take these guys. you fags go find your own country
hatespeech_implicit_869,white grievance,hope you're not white . cause that would make you a race traitor .
hatespeech_implicit_870,irony,Why shouldn't men hit their wives ? When you damage your property it loses value.
hatespeech_implicit_871,stereotypical,andrew quackson this dude for sure is some type of government agent dude and definitely judaic hiding behind a thinly catholic veal
hatespeech_implicit_872,stereotypical,Some people wish for world peace. Chris Rock wishes more white kids would get shot. https://www.youtube.com/watch?v=fF7qzqb_wQc
hatespeech_implicit_873,incitement," estonian pm :  "" i don't want blacks in estonia ; this is a white country "" "" via """
hatespeech_implicit_874,threatening,renegotiate. send them to their home countries. we are counting on you trump.
hatespeech_implicit_875,incitement,this is such a poor graphic . where are asians ? and how about we separate legal hispanic
hatespeech_implicit_876,white grievance,david duke is the white man's champion  however it's a losing battle . the white race is dying a face death .
hatespeech_implicit_877,stereotypical,hollywood  the news media  the entertainment media and the publishing industry are all dominated by jews :
hatespeech_implicit_878,incitement,211000 invaders arrive in germany in 2016
hatespeech_implicit_879,stereotypical,"looks like neocon globalists got control, tragic"
hatespeech_implicit_880,threatening,now if we could only get a few jew heads on pikes that would be great.
hatespeech_implicit_881,irony,oh no  if you're not black enuf  am i not white enuf to be a racist  this is a disaster . this is going to make skin color mean nothing !
hatespeech_implicit_882,stereotypical,white = racist hindu = fascistbuddhist = terroristjew = capitalisthow the liberalist & the jihadist use terms to disarm your narrative .
hatespeech_implicit_883,irony,how on earth can he vow to do that. he can't protect his peeps inside of mexico. his country is like chicago on steroids.
