id,year,party,text,ground_truth,manifesto_id,date,cmp_code,countryname,partyname,partyabbrev,parfam
manifestos_issues_detailed_2698,2018,153521,improve legal certainty in environmental matters,Environmental Protection,153521_201802,201802,501,Costa Rica,Social Christian Unity Party,PUSC,50
manifestos_issues_detailed_2699,2014,153521,"Although it is true that this is a matter for the Ministry of Health, the health sector should be supported in the search for and promotion of better environmental practices.",Environmental Protection,153521_201402,201402,501,Costa Rica,Social Christian Unity Party,PUSC,50
manifestos_issues_detailed_2700,2010,96523,It is time for us in Slovakia to care much more about the environment we live in and the environment we leave for our children.,Environmental Protection,96523_201006,201006,501,Slovakia,Slovak Democratic and Christian Union - Democartic Party,SDKÚ-DS,50
manifestos_issues_detailed_2701,2002,86521,"- for spatial development, an action and implementation programme for the Lowlands programme should be drawn up.",Environmental Protection,86521_200204,200204,501,Hungary,Hungarian Democratic Forum,MDF,50
manifestos_issues_detailed_2702,2011,14520,and efforts to improve the treatment of animals throughout the European Union.,Environmental Protection,14520_201104,201104,501,Finland,Christian Democrats in Finland,KD,50
manifestos_issues_detailed_2703,2010,153521,"8. Review promptly and as a real priority, the different processes of expropriation of land near protected areas and national parks.",Environmental Protection,153521_201002,201002,501,Costa Rica,Social Christian Unity Party,PUSC,50
manifestos_issues_detailed_2704,2020,53520,Our Climate Action Plan features several specific recommendations in relation to forestry.,Environmental Protection,53520_202002,202002,501,Ireland,Family of the Irish,,50
manifestos_issues_detailed_2705,2017,12620,Have high minimum animal welfare requirements for all types of livestock.,Environmental Protection,12620_201709,201709,501,Norway,Conservative Party,H,60
manifestos_issues_detailed_2706,2020,64620,Transport emissions are the largest driver of increasing greenhouse gas emissions in New Zealand.,Environmental Protection,64620_202010,202010,501,New Zealand,New Zealand National Party,National,60
manifestos_issues_detailed_2707,2021,155061,g) Send a bill on glaciers.,Environmental Protection,155061_202111,202111,501,Chile,Chile we can do more,,60
manifestos_issues_detailed_2708,2015,62623,"Commit new funding to helping Destination Canada promote conservation and heritage industries, in particular angling, hunting, and snowmobiling.",Environmental Protection,62623_201510,201510,501,Canada,Conservative Party of Canada,CP,60
manifestos_issues_detailed_2709,2012,96620,"In order to save natural resources and protect the environment, as well as to reduce Slovakia's dependence on raw materials and energy, we will promote a substantial increase in the energy efficiency of the entire Slovak economy.",Environmental Protection,96620_201203,201203,501,Slovakia,Ordinary People and Independent Personalities,OľaNO,60
manifestos_issues_detailed_2710,2008,61620,We support greater investment in conservation incentive programs to help rural communities improve and sustain environmental quality.,Environmental Protection,61620_200811,200811,501,United States,Republican Party,Republicans,60
manifestos_issues_detailed_2711,2016,88621,"Moreover, electricity generation from renewable sources must include the appropriate development of energy sources for balancing them.",Environmental Protection,88621_201610,201610,501,Lithuania,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60
manifestos_issues_detailed_2712,2019,92436,This is a historic success for global climate policy.,Environmental Protection,92436_201910,201910,501,Poland,Law and Justice,PiS,60
manifestos_issues_detailed_2713,2006,152622,"Territorial approach, which is articulated to the particular development dynamics of each territory and recognizes their natural and cultural diversity, in such a way as to generate real impacts on the economic and social well-being of the population;",Environmental Protection,152622_200605,200605,501,Colombia,Colombia First,PC,60
manifestos_issues_detailed_2714,2019,51620,and protect vital landscapes and wildlife corridors.,Environmental Protection,51620_201912,201912,501,United Kingdom,Conservative Party,Conservatives,60
manifestos_issues_detailed_2715,2014,11620,"We also want aid to contribute to an improved environment, limited climate impact and the sustainable use of natural resources.",Environmental Protection,11620_201409,201409,501,Sweden,Moderate Coalition Party,MSP,60
manifestos_issues_detailed_2716,2006,152622,"The resources from the collection of the environmental percentage or the environmental surtax on property tax, referred to in paragraph 2 of Article 44 of Law 99 of 1993, in the case of the Corporación Autónoma Regional de Cundinamarca, shall be used exclusively to finance and/or co-finance the mega-project called Bogotá River, regardless of the area of influence of the basin in which the investment is made and provided that they are aimed at mitigating the negative impacts of wastewater on the same and with priority to the middle basin of the Bogotá River.",Environmental Protection,152622_200605,200605,501,Colombia,Colombia First,PC,60
manifestos_issues_detailed_2717,2021,155062,"The BN will be the basic and strategic pillar for climate change mitigation and adaptation, focused on greenhouse gas capture, sustainable production and natural disaster prevention.",Environmental Protection,155062_202111,202111,501,Chile,Christian Social Front,FSC,60
manifestos_issues_detailed_2718,2018,74628,We will increase the number of city forests to 160 by 2019.,Environmental Protection,74628_201806,201806,501,Turkey,Justice and Development Party,AKP,60
manifestos_issues_detailed_2719,2011,33610,We will promote a national mapping system for the identification and proper management of flood zones,Environmental Protection,33610_201111,201111,501,Spain,People's Party,PP,60
manifestos_issues_detailed_2720,2003,171601,Environmental education programs should instill the rational use of these resources and the responsibility of everyone to care for the forests.,Environmental Protection,171601_200306,200306,501,Mexico,Alliance for Change,,60
manifestos_issues_detailed_2721,2010,180310,Implementing a sustainable agenda aims to reconcile preservation with,Environmental Protection,180310_201010,201010,501,Brazil,Brazil can do more,,60
manifestos_issues_detailed_2722,2006,152622,"Capacity building will also be promoted in other scientific, technical and administrative areas to meet the environmental challenges posed by the National Development Plan and environmental management in general.",Environmental Protection,152622_200605,200605,501,Colombia,Colombia First,PC,60
manifestos_issues_detailed_2723,2008,33610,We will maintain and strengthen ship repair capabilities to help ensure a high level of transport safety and environmental protection.,Environmental Protection,33610_200803,200803,501,Spain,People's Party,PP,60
manifestos_issues_detailed_2724,2016,88621,We will encourage people to separate waste at source.,Environmental Protection,88621_201610,201610,501,Lithuania,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60
manifestos_issues_detailed_2725,2009,151640,"installation of several clusters or production complexes in coca leaf production regions to transform organic products and guarantee stable income and economic opportunities for producers, the",Environmental Protection,151640_200912,200912,501,Bolivia,National Unity Front,UN,60
manifestos_issues_detailed_2726,2008,88621,This is the policy direction of the Energy chapter of our programme.,Environmental Protection,88621_200810,200810,501,Lithuania,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60
manifestos_issues_detailed_2727,2018,74628,"We see sensitivity to increasing environmental problems, especially climate change, and being prepared for disasters as an important responsibility towards our people and our world.",Environmental Protection,74628_201806,201806,501,Turkey,Justice and Development Party,AKP,60
manifestos_issues_detailed_2728,2006,152622,"The Mavdt, together with the Ministry of Social Protection, Invima, ICA and the Ministry of Agriculture and Rural Development, within the framework of their competencies, will develop a process of harmonization of regulations for the sustainable use of biodiversity and will implement a strategy to facilitate and promote the development and marketing of new products derived from native flora and fauna, especially those oriented to applications in the food, pharmaceutical, cosmetic and agricultural production input industries.",Environmental Protection,152622_200605,200605,501,Colombia,Colombia First,PC,60
manifestos_issues_detailed_2729,2016,88621,"We will give priority to the conservation of biodiversity and ecosystems at all levels of policy-making, with a particular focus on agriculture, fisheries, regional development, cohesion and spatial planning.",Environmental Protection,88621_201610,201610,501,Lithuania,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60
manifestos_issues_detailed_2730,2011,64620,"and addressing problems in areas such as infrastructure, water and aquaculture.",Environmental Protection,64620_201111,201111,501,New Zealand,New Zealand National Party,National,60
manifestos_issues_detailed_2731,2006,152622,Increase measures for risk prevention and mitigation;,Environmental Protection,152622_200605,200605,501,Colombia,Colombia First,PC,60
manifestos_issues_detailed_2732,2018,171611,"In recent years, the country has implemented public policies to mitigate the damage caused to the environment;",Environmental Protection,171611_201807,201807,501,Mexico,Social Encounter Party,PES,60
manifestos_issues_detailed_2733,2006,82413,This is the basis for the design of our programme.,Environmental Protection,82413_200606,200606,501,Czech Republic,Civic Democratic Party,ODS,60
manifestos_issues_detailed_2734,2017,12620,Implement measures that stimulate the clean-up of plastic in the sea.,Environmental Protection,12620_201709,201709,501,Norway,Conservative Party,H,60
manifestos_issues_detailed_2735,2006,152622,The promotion of the efficient use of the energy basket refers to encouraging efficient substitution in the production and consumption of energy through the formation of prices of the different products by means of market schemes.,Environmental Protection,152622_200605,200605,501,Colombia,Colombia First,PC,60
manifestos_issues_detailed_2736,2014,64620,"Made the Environmental Protection Authority responsible for consenting, monitoring and enforcing activities that impact on the EEZ environment, such as petroleum exploration, seabed mining. deepwater aquaculture and marine energy",Environmental Protection,64620_201409,201409,501,New Zealand,New Zealand National Party,National,60
manifestos_issues_detailed_2737,2005,12620,Environmental requirements can encourage companies to invest in the development of new technology.,Environmental Protection,12620_200509,200509,501,Norway,Conservative Party,H,60
manifestos_issues_detailed_2738,2016,96620,"Promoting the improvement of urban design and planning approaches to the urban environment, improving urban transport with emphasis on public, pedestrian and cycling transport, as well as the",Environmental Protection,96620_201603,201603,501,Slovakia,Ordinary People and Independent Personalities,OľaNO,60
manifestos_issues_detailed_2739,2006,152622,"These actions are described in greater detail in the ""Physical Capital"" section.",Environmental Protection,152622_200605,200605,501,Colombia,Colombia First,PC,60
manifestos_issues_detailed_2740,2015,171601,6.31 Reform the General Civil Protection Law to make it mandatory for the three levels of government to keep Risk Atlases updated and complete.,Environmental Protection,171601_201506,201506,501,Mexico,Alliance for Change,,60
manifestos_issues_detailed_2741,2000,33610,Environmental protection is also an integral part of our economy and a source of job creation.,Environmental Protection,33610_200003,200003,501,Spain,People's Party,PP,60
manifestos_issues_detailed_2742,2008,88621,"We will initiate a return to community clean-ups, thus promoting both environmental education and community spirit.",Environmental Protection,88621_200810,200810,501,Lithuania,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60
manifestos_issues_detailed_2743,2014,11620,"In the most developed areas, shoreline protection should remain strong.",Environmental Protection,11620_201409,201409,501,Sweden,Moderate Coalition Party,MSP,60
manifestos_issues_detailed_2744,2015,171601,"6.15 To homologate the revision of the main federal and general laws, in order to harmonize them with the Nagoya Protocol.",Environmental Protection,171601_201506,201506,501,Mexico,Alliance for Change,,60
manifestos_issues_detailed_2745,2016,179611,"The law requires provincial and district municipalities to develop Comprehensive Solid Waste Environmental Management Plans (PIGARS) but, as recorded in 2014, at the national level, out of 195 provincial municipalities, although 62% have PIGARS, in the most concrete aspects, only 42% have segregation programs, barely 17% promote the formalization of recyclers, no more than 44% report the management and handling of solid waste in Sigersol (Solid Waste Management Information System) and no more than 5% have a landfill closure and recovery plan (OEFA, 2014)11.",Environmental Protection,179611_201604,201604,501,Peru,Peruvians for Change,PPK,60
manifestos_issues_detailed_2746,2007,53620,Work on an all-Ireland basis to protect threatened species and reintroduce species which have disappeared from Ireland.,Environmental Protection,53620_200705,200705,501,Ireland,Soldiers of Destiny,,60
manifestos_issues_detailed_2747,2020,53620,Set up a new open Anti-Litter Fund to tackle illegal dumping and dog fouling,Environmental Protection,53620_202002,202002,501,Ireland,Soldiers of Destiny,,60
manifestos_issues_detailed_2748,2019,90620,"to develop a National Programme on the use of biofuel (biogas, biodiesel), which will lead to pollution reduction;",Environmental Protection,90620_201902,201902,501,Moldova,Liberal Party,PL,60
manifestos_issues_detailed_2749,2022,63620,We are improving the health of the Reef,Environmental Protection,63620_202205,202205,501,Australia,Liberal Party of Australia,LPA,60
manifestos_issues_detailed_2750,2014,97330,The disposal of municipal waste is a matter for local authorities.,Environmental Protection,97330_201407,201407,501,Slovenia,Slovenian Democratic Party,SDS,60
manifestos_issues_detailed_2751,2012,88621,saving natural resources and,Environmental Protection,88621_201210,201210,501,Lithuania,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60
manifestos_issues_detailed_2752,2006,11620,"Energy-saving investments should be rewarded and not penalized,",Environmental Protection,11620_200609,200609,501,Sweden,Moderate Coalition Party,MSP,60
manifestos_issues_detailed_2753,2014,80061,"Differentiation of the types of users of a natural resource: fish farming - only under the registration regime, no price per quantity used,",Environmental Protection,80061_201410,201410,501,Bulgaria,Reformist bloc,,60
manifestos_issues_detailed_2754,2017,64620,"We have passed the Energy Innovation Amendment Bill to help reduce our emissions,",Environmental Protection,64620_201709,201709,501,New Zealand,New Zealand National Party,National,60
manifestos_issues_detailed_2755,2018,74628,We have installed monitoring systems in a total of 289 facilities and 625 chimneys in these facilities across Turkey.,Environmental Protection,74628_201806,201806,501,Turkey,Justice and Development Party,AKP,60
manifestos_issues_detailed_2756,2010,11620,and the work on climate-proofing aid will continue.,Environmental Protection,11620_201009,201009,501,Sweden,Moderate Coalition Party,MSP,60
manifestos_issues_detailed_2757,2018,171611,Manage public resources for the installation of automatic environmental monitoring stations in coordination with the authorities.,Environmental Protection,171611_201807,201807,501,Mexico,Social Encounter Party,PES,60
manifestos_issues_detailed_2758,2011,74628,"Reconstruction, construction and renovation activities are carried out with increasing environmental sensitivity.",Environmental Protection,74628_201106,201106,501,Turkey,Justice and Development Party,AKP,60
manifestos_issues_detailed_2759,2014,152623,"The country is in need of a world-class entity, if possible of national and international magnitude and coverage, to take care of all the prospecting and formulation of policies and actions for the management of national water resources in all the fields to which it applies and to lead a future program that, hand in hand with education, will become the two axes of sustainability and economic and social development of our nation.",Environmental Protection,152623_201405,201405,501,Colombia,Democratic Center,CD,60
manifestos_issues_detailed_2760,2014,64620,Forests have a number of environmental benefits.,Environmental Protection,64620_201409,201409,501,New Zealand,New Zealand National Party,National,60
manifestos_issues_detailed_2761,2008,33610,We will create a culture of incentives for savings in energy consumption.,Environmental Protection,33610_200803,200803,501,Spain,People's Party,PP,60
manifestos_issues_detailed_2762,2010,11620,used as replacement land,Environmental Protection,11620_201009,201009,501,Sweden,Moderate Coalition Party,MSP,60
manifestos_issues_detailed_2763,2011,64620,"We will develop our offshore petroleum resources responsibly,",Environmental Protection,64620_201111,201111,501,New Zealand,New Zealand National Party,National,60
manifestos_issues_detailed_2764,2020,53620,We will establish a new €10m Local Environmental Innovation Fund as an initial allocation.,Environmental Protection,53620_202002,202002,501,Ireland,Soldiers of Destiny,,60
manifestos_issues_detailed_2765,2019,13620,Danish companies are experts in green technology.,Environmental Protection,13620_201906,201906,501,Denmark,Conservative People’s Party,KF,60
manifestos_issues_detailed_2766,2009,155061,We will encourage Non-Conventional Renewable Energies (NCRE) and Energy Efficiency (EE) by providing financial instruments to companies to develop these technologies,Environmental Protection,155061_200912,200912,501,Chile,Coalition for Change,,60
manifestos_issues_detailed_2767,2013,82413,Nature cannot be fenced off and man excluded from it.,Environmental Protection,82413_201310,201310,501,Czech Republic,Civic Democratic Party,ODS,60
manifestos_issues_detailed_2768,2014,162610,"Enforcement of environmental regulations is uneven, and often more declarative than real.",Environmental Protection,162610_201410,201410,501,Uruguay,National Party,PN,60
manifestos_issues_detailed_2769,2004,61620,Our Party reaffirms the traditional primacy of states over water allocation.,Environmental Protection,61620_200411,200411,501,United States,Republican Party,Republicans,60
manifestos_issues_detailed_2770,2010,86710,We strongly promote prevention and low-waste technologies.,Environmental Protection,86710_201004,201004,501,Hungary,Movement for a Better Hungary,Jobbik,70
manifestos_issues_detailed_2771,2022,11710,It is also important to make it easier for farmers to keep their animals outdoors.,Environmental Protection,11710_202209,202209,501,Sweden,Sweden Democrats,SD,70
manifestos_issues_detailed_2772,2006,154711,This territory is one of the last remnants of tropical rainforest in western Ecuador.,Environmental Protection,154711_200610,200610,501,Ecuador,Institutional Renewal Party of National Action,PRIAN,70
manifestos_issues_detailed_2773,2007,14820,Finland must also be active in improving the natural state of the Baltic Sea.,Environmental Protection,14820_200703,200703,501,Finland,True Finns,PS,70
manifestos_issues_detailed_2774,2011,74712,The right to live in a clean and healthy environment is one of the fundamental rights of every human being.,Environmental Protection,74712_201106,201106,501,Turkey,National Action Party,MHP,70
manifestos_issues_detailed_2775,2002,42420,", and societal benefits of genetic engineering.",Environmental Protection,42420_200211,200211,501,Austria,Austrian Freedom Party,FPÖ,70
manifestos_issues_detailed_2776,2011,97710,"under the Kyoto Protocol, we will no longer have to buy CO2 quotas (coupons), as we have to do now, and we could become CO2 quota sellers instead of quota buyers, -",Environmental Protection,97710_201112,201112,501,Slovenia,Slovenian National Party,SNS,70
manifestos_issues_detailed_2777,2010,86710,We are developing new non-ferrous metals and waste recycling legislation based on practical experience.,Environmental Protection,86710_201004,201004,501,Hungary,Movement for a Better Hungary,Jobbik,70
manifestos_issues_detailed_2778,2016,96725,"Ensuring the effective and qualified performance of all components of the Office of Standards, Metrology and Testing (especially SNAS) that have a direct impact on the quality and impartiality of the control systems of environmental components.",Environmental Protection,96725_201603,201603,501,Slovakia,We Are Family,,70
manifestos_issues_detailed_2779,2005,12951,There must be a level of seal hunting that prevents such conditions.,Environmental Protection,12951_200509,200509,501,Norway,Progress Party,FrP,70
manifestos_issues_detailed_2780,2006,154711,In the Mindo Nambillo Protected Forest there are more than 500 species of birds.,Environmental Protection,154711_200610,200610,501,Ecuador,Institutional Renewal Party of National Action,PRIAN,70
manifestos_issues_detailed_2781,2018,32720,"In a more general need to protect water resources, also in order to cope with the ritual drought phenomena, the Reclamation Consortia, in a new collaboration with local authorities, can be the first and fundamental interlocutor.",Environmental Protection,32720_201803,201803,501,Italy,League,L,70
manifestos_issues_detailed_2782,2011,97710,"This would also address the issue of fragmentation of wildlife habitat,",Environmental Protection,97710_201112,201112,501,Slovenia,Slovenian National Party,SNS,70
manifestos_issues_detailed_2783,2019,42420,"The FPÖ is in favor of the establishment of a ""national climate and energy council"" to advise the federal government in the evaluation of measures and laws on climate and energy.",Environmental Protection,42420_201909,201909,501,Austria,Austrian Freedom Party,FPÖ,70
manifestos_issues_detailed_2784,2017,12951,"At the same time, this work must be put high on the international agenda.",Environmental Protection,12951_201709,201709,501,Norway,Progress Party,FrP,70
manifestos_issues_detailed_2785,2008,42710,"The BZÖ wants a GMO-free Austria,",Environmental Protection,42710_200809,200809,501,Austria,Alliance for the Future of Austria,BZÖ,70
manifestos_issues_detailed_2786,2018,74717,"It is dealing with numerous problems, notably environmental pollution.",Environmental Protection,74717_201806,201806,501,Turkey,Felicity Party,SAADET,70
manifestos_issues_detailed_2787,2019,42420,Farm animals must also be protected from torture.,Environmental Protection,42420_201909,201909,501,Austria,Austrian Freedom Party,FPÖ,70
manifestos_issues_detailed_2788,2005,12951,"In waste management, the environmental tax on final treatment of waste should therefore be reduced for waste that is incinerated.",Environmental Protection,12951_200509,200509,501,Norway,Progress Party,FrP,70
manifestos_issues_detailed_2789,2019,42420,Animal welfare is a matter close to the FPÖ's heart.,Environmental Protection,42420_201909,201909,501,Austria,Austrian Freedom Party,FPÖ,70
manifestos_issues_detailed_2790,2012,31720,"Legislation concerning animal experimentation will be tightened, particularly in cases where research can avoid it.",Environmental Protection,31720_201206,201206,501,France,National Front,FN,70
manifestos_issues_detailed_2791,2009,12951,ensure optimal and sustainable utilization of fish stocks,Environmental Protection,12951_200909,200909,501,Norway,Progress Party,FrP,70
manifestos_issues_detailed_2792,2019,14820,The provision of adequate drinking water must be an absolute requirement.,Environmental Protection,14820_201904,201904,501,Finland,True Finns,PS,70
manifestos_issues_detailed_2793,2005,12951,Human activity contributes about 3% of the emissions of the total global CO2 emissions.,Environmental Protection,12951_200509,200509,501,Norway,Progress Party,FrP,70
manifestos_issues_detailed_2794,2005,12810,"encourage fishing with gear that best safeguards sustainable resource management, such as passive and selective gear.",Environmental Protection,12810_200509,200509,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2795,2022,63810,"Since 2015, the Coalition has invested more than $3 billion in the Great Barrier Reef through the Reef 2050 Plan.",Environmental Protection,63810_202205,202205,501,Australia,National Party of Australia,NPA,80
manifestos_issues_detailed_2796,2016,88820,We will ensure that the proportion of the levy spent on consumer education is used in a transparent way to assess the effectiveness of the measures taken.,Environmental Protection,88820_201610,201610,501,Lithuania,Lithuanian Peasant and Green Union,LVŽS,80
manifestos_issues_detailed_2797,2004,88820,"remove localised pollution hotspots in rural areas,",Environmental Protection,88820_200410,200410,501,Lithuania,Union of Peasants and New Democracy Party,VNDS,80
manifestos_issues_detailed_2798,2005,12810,work for joint Nordic management of our four large carnivores.,Environmental Protection,12810_200509,200509,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2799,2009,12810,". On the contrary, the production of equipment for renewable energy could lead to an increased need for modern materials",Environmental Protection,12810_200909,200909,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2800,2012,88820,The amount of the charge per standard car will not exceed LTL 100-120 per year.,Environmental Protection,88820_201210,201210,501,Lithuania,Lithuanian Peasant and Green Union,LVŽS,80
manifestos_issues_detailed_2801,2016,88820,"We will work to preserve valuable habitats,",Environmental Protection,88820_201610,201610,501,Lithuania,Lithuanian Peasant and Green Union,LVŽS,80
manifestos_issues_detailed_2802,2013,63810,The Nationals maintain that current incentives to lower water usage need to be enhanced.,Environmental Protection,63810_201309,201309,501,Australia,National Party of Australia,NPA,80
manifestos_issues_detailed_2803,2021,22820,"Animals that cause social, ecological and economic damage due to large numbers must be managed under the hunting regime.",Environmental Protection,22820_202103,202103,501,Netherlands,Farmer-Citizen Movement,BBB,80
manifestos_issues_detailed_2804,2012,88820,limit the entry of genetically modified products and seeds.,Environmental Protection,88820_201210,201210,501,Lithuania,Lithuanian Peasant and Green Union,LVŽS,80
manifestos_issues_detailed_2805,2018,11810,Implement a strong green tax shift,Environmental Protection,11810_201809,201809,501,Sweden,Centre Party,CP,80
manifestos_issues_detailed_2806,2009,12810,"The Center Party believes that an energy strategy for ""green cabin fields"" should be drawn up",Environmental Protection,12810_200909,200909,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2807,2014,11810,"Through targeted interventions, we want to ensure that there are sufficient resources and more forms of funding solutions to clean up these environments.",Environmental Protection,11810_201409,201409,501,Sweden,Centre Party,CP,80
manifestos_issues_detailed_2808,2014,11810,We want it to be possible for consumers to easily find out what chemicals the products they buy contain and therefore want to introduce a digital chemical FASS.,Environmental Protection,11810_201409,201409,501,Sweden,Centre Party,CP,80
manifestos_issues_detailed_2809,2022,63810,"In 1979, the then Coalition Government proclaimed the protection of 12,000 square kilometres of the Reef<92>s Capricornia section and announced the prohibition of Oil and Gas drilling on the Reef.",Environmental Protection,63810_202205,202205,501,Australia,National Party of Australia,NPA,80
manifestos_issues_detailed_2810,2005,12810,"apply the principle of proximity to the source as the basis for waste treatment, so that the need for transport is minimized.",Environmental Protection,12810_200509,200509,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2811,2009,12810,. Municipalities have a key role in the management of biodiversity,Environmental Protection,12810_200909,200909,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2812,2005,12810,build future-oriented gas-fired power plants with CO2 management and minimal CO2 emissions.,Environmental Protection,12810_200509,200509,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2813,2005,12810,Introduced marine species are considered one of the greatest threats to the marine environment.,Environmental Protection,12810_200509,200509,501,Norway,Centre Party,Sp,80
manifestos_issues_detailed_2814,2016,63810,The Coalition Government will double renewable energy in Australia over the next four years.,Environmental Protection,63810_201607,201607,501,Australia,National Party of Australia,NPA,80
manifestos_issues_detailed_2815,2010,11810,"In twenty years, emissions should be reduced by almost two thirds,",Environmental Protection,11810_201009,201009,501,Sweden,Centre Party,CP,80
manifestos_issues_detailed_2816,2019,21916,"We are exploring how best to give animal welfare a place in the Constitution, following this evolution within our society.",Environmental Protection,21916_201905,201905,501,Belgium,New Flemish Alliance,N-VA,90
manifestos_issues_detailed_2817,2019,51901,We believe that there should be tougher sentences for those who abuse animals,Environmental Protection,51901_201912,201912,501,United Kingdom,The Party of Wales,PC,90
manifestos_issues_detailed_2818,2004,33909,"The fundamental changes in autonomous, state and European legislation on environmental and water issues that have taken place during this time,",Environmental Protection,33909_200403,200403,501,Spain,Aragonist Council,CHA,90
manifestos_issues_detailed_2819,2011,64901,Retain and resource the Enviroschools / Kura Taiao.,Environmental Protection,64901_201111,201111,501,New Zealand,Māori Party,,90
manifestos_issues_detailed_2820,2007,21916,Belgium should work within the European Union for binding emissions caps.,Environmental Protection,21916_200706,200706,501,Belgium,New Flemish Alliance,N-VA,90
manifestos_issues_detailed_2821,2008,62901,Quickly impose absolute greenhouse gas reduction targets to enable the establishment of a carbon credit trading market:,Environmental Protection,62901_200810,200810,501,Canada,Quebec Bloc,BQ,90
manifestos_issues_detailed_2822,2020,64901,"As Māori we need to be leading the transition to a zero-emissions economy, by reducing emissions,",Environmental Protection,64901_202010,202010,501,New Zealand,Māori Party,,90
manifestos_issues_detailed_2823,2013,32904,This is also intended to counteract the straying of animals at the same time.,Environmental Protection,32904_201302,201302,501,Italy,South Tyrolean People’s Party,SVP,90
manifestos_issues_detailed_2824,2012,88951,heat demand is twice as high as its electricity demand (40 and 20 megawatts respectively).,Environmental Protection,88951_201210,201210,501,Lithuania,Election Action of Lithuania’s Poles,LLRA/AWPL,90
manifestos_issues_detailed_2825,2011,62901,The Bloc Québécois is proposing to halve the share of oil in Quebec's energy balance.,Environmental Protection,62901_201105,201105,501,Canada,Quebec Bloc,BQ,90
manifestos_issues_detailed_2826,2004,33906,"We will work in collaboration with local authorities and other administrations to establish a plan for the elimination,",Environmental Protection,33906_200403,200403,501,Spain,Andalusian Party,PA,90
manifestos_issues_detailed_2827,2004,62901,"Traffic congestion in cities has implications in terms of productivity, but also in terms of air pollution.",Environmental Protection,62901_200406,200406,501,Canada,Quebec Bloc,BQ,90
manifestos_issues_detailed_2828,2014,21916,Air pollution from particulate matter and ozone increases the risk of health problems.,Environmental Protection,21916_201405,201405,501,Belgium,New Flemish Alliance,N-VA,90
manifestos_issues_detailed_2829,2010,82952,"However, some rivers still contain pollutants in dangerous concentrations.",Environmental Protection,82952_201005,201005,501,Czech Republic,Public Affairs,VV,90
manifestos_issues_detailed_2830,2008,62901,"If Canada wants to reduce its GHG emissions, it must tackle these sectors, which it refuses to do.",Environmental Protection,62901_200810,200810,501,Canada,Quebec Bloc,BQ,90
manifestos_issues_detailed_2831,2008,62901,"On the contrary, it is set to deteriorate further, due in particular to the growth and even acceleration of oil production from Alberta's oil sands to meet US demand.",Environmental Protection,62901_200810,200810,501,Canada,Quebec Bloc,BQ,90
manifestos_issues_detailed_2832,2000,33611,"and finally, to ensure greater respect for the environment.",Environmental Protection,33611_200003,200003,501,Spain,Convergence and Union,CiU,90
manifestos_issues_detailed_2833,2004,33906,The lack of economic resources in relation to competencies is reflected in the problem of urban wastewater treatment.,Environmental Protection,33906_200403,200403,501,Spain,Andalusian Party,PA,90
manifestos_issues_detailed_2834,2004,33906,-To incorporate to the tourist sector the offer of tourist urbanizations by means of the figure of the Urbanistic Entity of Conservation.,Environmental Protection,33906_200403,200403,501,Spain,Andalusian Party,PA,90
manifestos_issues_detailed_2835,2019,21916,We mimic the natural habitat of animals as much as possible.,Environmental Protection,21916_201905,201905,501,Belgium,New Flemish Alliance,N-VA,90
manifestos_issues_detailed_2836,2008,93951,construction of the infrastructure needed to prevent natural disasters;,Environmental Protection,93951_200811,200811,501,Romania,Hungarian Democratic Alliance of Romania,UDMR/RMDSz,90
manifestos_issues_detailed_2837,2019,33914,fight against climate change,Environmental Protection,33914_201904,201904,501,Spain,More Commitment,,90
manifestos_issues_detailed_2838,2011,62901,"In fact, fuel consumption for passenger transportation accounts for two-thirds of total petroleum consumption in Quebec's transportation sector, and the vast majority (83%) is used in urban areas, almost exclusively by automobiles.",Environmental Protection,62901_201105,201105,501,Canada,Quebec Bloc,BQ,90
manifestos_issues_detailed_2839,2019,21916,It is necessary for the European Commission to work now on a clear strategic vision on biodiversity for the period after 2020.,Environmental Protection,21916_201905,201905,501,Belgium,New Flemish Alliance,N-VA,90
manifestos_issues_detailed_2840,2004,33906,"Our situation with respect to other European countries is absolutely pathetic, especially with regard to medium and small municipalities that continue to produce direct discharges into surface watercourses,",Environmental Protection,33906_200403,200403,501,Spain,Andalusian Party,PA,90
manifestos_issues_detailed_2841,2020,64901,and extend thepolicy to include reserves and Significant Natural Areas under the RMA,Environmental Protection,64901_202010,202010,501,New Zealand,Māori Party,,90
manifestos_issues_detailed_2842,2014,21912,"For the FDF, eco-fiscal developments must put an end to the prejudicial discrimination against less polluting modes of transport, in particular rail and water transport.",Environmental Protection,21912_201405,201405,501,Belgium,Francophone Democratic Front of Francophones,FDF,90
