id,text,ground_truth
tone_246,"[Man on TV]: ""Now can I have the facts?"" [Announcer]: It would be nice if politicians just gave us the facts. Roger Wicker has it wrong. When Ronnie Musgrove was governor the unemployment rate was lower in Mississippi than it is today, and that's a fact. In Washington, Roger Wicker voted for bad trade jobs like CAFTA, free trade with China, and Roger Wicker supports NAFTA, sending tens of thousands of Mississippi jobs overseas. And, that's a fact too. Ronnie Musgrove, a Senator who will fight for our jobs. [Ronnie Musgrove]: ""I'm Ronnie Musgrove and I approve this message."" [PFB]: MUSGROVE FOR U.S. SENATE",negative
tone_247,"[Announcer]: A corrupt system with staggering debt and a massive deficit. But before Washington, it all happened here. As Governor Ronnie Musgrove turned a budget surplus into a giant deficit, squandered 38,000 jobs, drained the rainy day fund, and according to the press, left Mississippi one paycheck away from disaster. Ronnie Musgrove in Washington? Heâ€™d fit right in. The National Republican Senatorial Committee is responsible for the content of this ad. [PFB]: NATIONAL RERPUBLICAN SENATORIAL COMMITTEE",negative
tone_248,"[Mark Begich]: ""Alaska has the oil, and the refineries. But we still have the highest prices in the country for gas and heating oil. I'm Mark Begich and that's gone on for way too long. I'll stand up in the US Senate and fight to expand Alaska's refining capacity. That's how we'll lower the cost of gas and heating oil. And we should be getting the same share of royalties as Louisiana for offshore oil. I approve this message, because there's no good reason for Alaskans getting less and paying more."" [PFB]: ALASKANS FOR BEGICH",positive
tone_249,"[John Kennedy]: I'm John Kennedy. I approve this message. [Announcer 1]: Judah, Benjamin... [Announcer 2]: 196 years of Louisiana history, 50 Senators... But one Louisiana Senator's record is more liberal than all the rest. Mary Landrieu: the only one liberal enough to favor abortion rights. Landrieu: the only one to vote for the largest tax increase in American history. Landrieu: she even voted to oppose conservatives on the Supreme Court. Mary Landrieu: liberal, historically liberal. [PFB]: JOHN KENNEDY FOR U.S. SENATE, INC.",negative
tone_250,"[Jim Martin]: I'm Jim Martin and I approve this message. [Announcer]: They've answered their country's call and when they come home, it's an answered prayer. But what can't be answered is how could Saxby Chambliss vote 23 times against increasing veterans healthcare and how could he vote to stop the new G.I. Bill that gave veterans of Iraq and Afghanistan full educational benefits? Jim Martin served with honor in Vietnam and will be a senator who honors our veterans. [PFB]: MARTIN FOR SENATE",
tone_251,"[Announcer]: For Yvonette and Paul St. Peter, home healthcare means being together, not apart. [Katherine Anderson]: ""Our clients are fortunate to be able to receive the care that they deserve."" [Announcer]: Susan Collins led the fight to restore home healthcare funding, providing seniors care in the comfort of their own homes. She's been called the foremost advocate of home care and named a home care hero. [Katherine Anderson]: ""No individual on Capitol Hill has done more than Senator Collins to preserve the home care benefit."" [Susan Collins]: I'm Susan Collins and I approve this message. [PFB]: COLLINS FOR SENATOR",positive
tone_252,"[Announcer]: There's one problem in Washington where politicians in both parties agree... it's spending, and it's out of control. And, Jeanne Shaheen says she can change it? Wait a minute, as governor Jeanne Shaheen doubled state spending. Jeanne increased the state budget by a billion dollars... that's billion with a B. Jeanne Shaheen in big spending Washington? She'd fit right in. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_253,"[Udall]: ""It's called the middle-class squeeze, but today, it's more like we're being choked. Gas prices, food prices, heating our homes, it's all about energy and we need to attack this crisis with everything we've got. Responsible drilling here in America, fast-tracking energy alternatives that create Colorado jobs, and cracking down on Wall Street speculators who drive up the price of gas. I'm Mark Udall, I approve this message because we've got so much at stake and together we can get this right."" [PFB]: UDALL FOR COLORADO",positive
tone_254,"[Announcer]: Time magazine named this man one of America's ten best senators. He's the number two leader in the entire U.S. Senate. The first time in 50 years Illinois has had a senator in this position of power. He's making sure Illinois gets its fair share, but more importantly, he's fighting to change our country. Standing up to powerful special interests, putting the middle class first. [Dick Durbin]: ""I'm Dick Durbin, and I approve this message."" [PFB]: DICK DURBIN FOR IL 2008",positive
tone_255,"[Sandy Keith]: ""We've got to have a bipartisan support for the key issues in this country. We've got to have people like Norm Coleman who can work across both sides of the aisle. I think he's dedicated to Minnesota. He knows the state. He's done a good job as a United States Senator. Has Mr. Franken governed anything? Nothing. I don't think he fits Minnesota, and I'm quite embarrassed by what he's written. I don't think he's the man for the job."" [Norm Coleman]: ""I'm Norm Coleman and I approved this message."" [PFB]: COLEMAN FOR SENATE '08",positive
tone_256,"[Announcer]: He's never forgotten where he's from or who he's fighting for. Jack Reed understands how tough things are for the middle-class And how important it is to put an end to Bush's economic policies. To cut taxes for middle-class, not the rich. To create jobs and put people back to work. To move toward alternative energy and lower healthcare costs. Our fighter in the Senate, Jack Reed. [Jack Reed]: ""I'm Jack Reed and I approve this message."" [PFB]: THE REED COMMITTEE",positive
tone_257,"[Announcer]: His whole life, Norm Coleman has had the courage to do what's right. Coleman stood up to the insurance companies and overrode the president's veto to protect millions of Medicare patients' access to healthcare. And Coleman authored the Veterans' Benefits Outreach Act so veterans can receive the health benefits they've earned. Call Senator Coleman. Tell him to continue to be Minnesota's independent voice to do what's right. American Medical Association paid for and is responsible for the content of this ad. [PFB]: AMERICAN MEDICAL ASSOCIATION",positive
tone_258,"[Kay Hagan]: ""I'm Kay Hagan, and Elizabeth Dole's attacks on my Christian faith are offensive. She even faked my voice in her TV ad to make you think I don't believe in God. Well, I believe in God. I taught Sunday school, my faith guides my life, and Senator Dole knows it. Sure, politics is a tough business, but I approve this message, because my campaign is about creating jobs, and fixing our economy, not baring false witness against fellow Christians."" [PFB]: HAGAN SENATE COMMITTEE, INC.",positive
tone_259,"[Jeff Merkley]: ""Instant messaging, chat rooms, social networking sites. We never really know who our children are talking to. I'm Jeff Merkley and that's why I passed one of the toughest internet predator laws in the country, and supported new laws to keep track of sex offenders. And, it's why we passed our nationally recognized law to battle the meth epidemic. We need to do a better job of protecting our children."" [Announcer]: The Democratic Party of Oregon is responsible for the content of this advertising. [PFB]: DEMOCRATIC PARTY OF OREGON",positive
tone_260,"[Tobie Shramek]: ""Some folks in Congress thought that our soldiers on the front line deserved a salary bonus and that our veterans deserve first-class healthcare and educational opportunity. Roger Wicker voted against salary bonuses for our troops in Iraq and voted to cut veterans' benefits dozens of times. Roger Wicker voted nine times to raise his own pay. Let me repeat that. Roger Wicker voted nine times to raise his own pay. That doesn't seem right."" [Announcer]: The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_261,"[Announcer]: Our economy in melt down. Elizabeth Dole, 6 years on the Banking Committee, 60 hearings. Silence, not one question, not one statement, but she was busy. Taking $850,000 from Wall Street. But for us, she voted against helping families keep their houses. Newspapers call her ""ineffective,"" with ""Bush...not Carolinians."" Elizabeth Dole, fighting for Wall Street, but what about us? The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_262,"[Radio announcer]: If there happened to be a conviction, would you contemplate returning the money? [Ronnie Musgrove]: Well, depending on what the... yes... depending on what the... well, I mean, withdraw that... [Radio announcer]: You never took a company plane? [Ronnie Musgrove]: I never took a state plane... [Radio announcer]: No, no, the company plane. [Ronnie Musgrove]: Oh, I don't know about that... Yes, I was provided it, but I didn't do anything... I don't know if it was a company plane or a chartered plane, but yes... [Announcer]: Ronnie Musgrove, he's either really confused or he wants us to be. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_263,"[Gavel knocking on wood.] [Girl]: ""The House will come to order. Now all in favor say 'Aye.'"" [Multiple speakers]: ""Aye. Aye. Aye. Aye."" [Kids]: ""Aye!"" [Announcer]: If kids could vote on childrenâ€™s healthcare coverage, theyâ€™d get it right. Senator Jack Reed got it right too. He helped pass healthcare coverage for uninsured children, providing treatment and preventive care for over 6.5 million kids. [Girl ]: ""Next vote, longer recess."" [Kids]: ""Hooray!"" [Announcer]: Call Jack Reed today. Tell him to keep fighting to insure our kids. Americaâ€™s Agenda for Kids is responsible for the content of this advertising. [PFB]: AMERICA'S AGENDA HEALTHCARE FOR KIDS",positive
tone_264,"[Gordon Smith]: I'm Gordon Smith and I approve this ad. [Announcer]: Jeff Merkley has voted for higher taxes 44 times. He even voted for the two largest tax increases in Oregon history. Official records document that Merkley voted to raise the state income tax. He voted to raise taxes on seniors, higher taxes on farms and nearly everything else. Merkley even voted four times on higher gas taxes. Jeff Merkley - wrong on taxes, bad for the economy. [PFB]: FRIENDS OF GORDON SMITH",negative
tone_265,"[Al Franken]: ""I'm Al Franken and I approve this message."" [Announcer]: Al Franken, he gave speeches across the country--instead of paying taxes in the states where he spoke he over paid taxes to the state where he lived. It was an honest mistake. And Norm Coleman? Coleman is being investigated for paying only 600 dollars a month rent to live in a million dollar DC home owned by a Washington insider connected to powerful lobbyists. And it gets even worse... stay tuned for more. [PFB]: AL FRANKEN FOR SENATE",negative
tone_266,"[Announcer]: Ronnie Musgrove, so proud of his record as Governor he turned a $230 million budget surplus into a deficit, declared a state emergency so he could buy new furniture for his office. Took $45,000 from two men who pleaded guilty to trying to influence him in connection with the beef plant. Ronnie Musgrove... so proud it just makes you want to blush. The National Republican Senatorial Committee is responsible for the content of this ad. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_267,"[Announcer]: New Jersey's tough, smart, tenacious, so is Frank Lautenberg. The Bush Republican's tried cutting healthcare for New Jersey kids, Frank Lautenberg stopped them. Big oil wanted to drill off our shore, Frank Lautenberg prevented it. Homeland security funds were doled out on politics, not risk, Frank Lautenberg changed it so New Jersey will get more. New Jersey's one strong state and Frank Lautenber's one strong Senator. [Lautenberg]: I'm Frank Lautenberg, I'm New Jersey's Senator and I approve this message. [PFB]: LAUTENBERG FOR SENATE",positive
tone_268,"[Susan Collins]: ""I'm Susan Collins, and I approve this message."" [Announcer]: For 18 months, Tom Allen's out-of-state allies have tried to mislead you about Susan Collins. They distort her record and ignore the facts. Susan Collins is working on our economic and energy challenges. She voted to end needless tax breaks for big oil companies and to increase the minimum wage. And Susan voted for tax relief that helped 500,000 Mainers. Tom Allen's allies try to distort her record. But, Susan Collins is always working for Maine. [PFB]: COLLINS FOR SENATOR",positive
tone_269,"[Announcer]: Views may conflict with many Oklahomans. Maybe he thinks we won't approve of the group he founded that opposed Oklahoma's traditional marriage amendment. Or, his seven votes for higher taxes. His seven votes for tax payer funded abortions. Andrew, you are too liberal for Oklahoma. Andrew Rice is everything Oklahoma is not. [Jim Inhofe]: ""I'm Jim Inhofe and I approve this message."" [PFB]: FRIENDS OF JIM INHOFE",negative
tone_270,"[Announcer]: Governor Ronnie Musgrove was quite a colorful character. There was red ink from turning a huge surplus into a 700 million dollar deficit. Pink slips for losing 38,000 jobs. Orange jumpsuits for Musgrove's donors who wound up in prison, including Dickie Scruggs, who attempted to bribe a judge. Ronnie Musgrove. Colorful without the character. The National Republican Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_271,"[Announcer]: In this election our conservative Mississippi values are on the line. That's why Roger Wicker endorses Thad Cochran. Everyday Thad fights for main stream conservative values. A pro-life, pro-family agenda. Support for out military families. With Washington under pressure from a liberal agenda Roger Wicker knows Thad Cochran will continue to be a caring, strong, conservative voice for Mississippi. It's why Roger Wicker supports Thad Cochran. [Thad Cochran]: ""I'm Thad Cochran, and I approve this message."" [PFB]: REPUBLICAN NATIONAL COMMITTEE",positive
tone_272,"[Jeanne Shaheen]: ""I'm Jeanne Shaheen. I approve this message."" [Announcer]: You know he's George Bush's man. But did you know that John Sununu is also Wall Street's million-dollar man? Sununu's taken a million dollars from Wall Street. Four times more than any other senator in New Hampshire history. What did Wall Street get from Sununu? Full-throated support for deregulation of banks and just about everything else. That's what's wrecked our economy and our life savings. John Sununu. He's failed New Hampshire. [PFB]: JEANNE SHAHEEN FOR SENATE",negative
tone_273,"[Pat Roberts]: I'm Pat Roberts. I approve this message. [Announcer]: If you thought Jim Slattery's abesentee record was bad, check out what Slattery voted for when he was there. Slattery raised the federal gas tax by 30 percent. He willingly cast the deciding vote for Clinton's massive tax increase. And Slattery on immigration - granted absolute amnesty to millions of aliens all here illegally. Sure Slattery missed a lot of votes in Congress, but it was worse for Kansas when he did show up. [PFB]: PAT ROBERTS FOR SENATE",negative
tone_274,"[Announcer]: A good public education is key to Colorado's future. That's why in Congress, Mark Udall has pushed for tools to help our children learn, like smaller class sizes, retention of good quality teachers and a 21st century curriculum for our classrooms. Mark Udall believes we need to stop teaching to the test and teach children the skills they need to compete in the global economy. Call Congressman Mark Udall and tell him to keep fighting for Colorado's schools. The National Education Association is responsible for the content of this advertising. [PFB]: NATIONAL EDUCATION ASSOCIATION",
tone_275,"[Announcer]: Georgia families trying to make ends meat--the mortgage, groceries, bills... one man is fighting to help with lower taxes, Saxby Chambliss. He cut taxes for the middle class, pushed lower gas taxes, even stopped the AMT increase--an enormous middle class tax hike. Saxby has helped Georgia families keep more than $2,000 every year. Thank Saxby Chambliss for leading the fight against higher taxes in the Senate. Freedom's Watch is responsible for the content of this ad. [PFB]: FREEDOM'S WATCH",positive
tone_276,"[Susan Collins]: ""America faces an energy crisis. But instead of working on an energy plan, Congress voted to adjourn for five weeks. I voted against adjourning because Congress should be working on a bipartisan plan to help us produce more, use less and pursue alternatives. It's time to get to work. I'm Susan Collins. I approve this message because Congress should get to work on a bipartisan energy plan."" [PFB]: COLLINS FOR SENATOR",positive
tone_277,"[Norm Coleman]: ""We're all anxious. Our homes, savings, retirement, all on the line. We can point fingers, play the blame game or pull together, restore confidence and turn this economy around. We should all agree no golden parachutes to failed Wall Street executives, ironclad taxpayer protections, tougher regulations, real transparency and no blank checks. I'm Norm Coleman. I approve this message because it's your money and our future and together we can get this right."" [PFB]: COLEMAN FOR SENATE '08",positive
tone_278,"[Announcer]: Bruce Lunsford's Valor Clinics have been fined over $130,000 by the VA. Ron Wilging is a former VA employee. [Ron Wilging]: ""The VA would not condone the actions of Valor Healthcare if they knew all the particulars that were going on."" [Announcer]: Broken or non-existent equipment, botched prescriptions, a pattern of negligent care. Even Veterans calling for a Congressional Investigation. [Ron Wilging]: "" The buck stops with Bruce Lunsford."" [Mitch McConnell]: ""I'm Mitch McConnell and I approve this message."" [PFB]: MCCONNELL SENATE COMMITTEE '08",negative
tone_279,"[Dean Barkley]: ""I'm independent Senator Dean Barkley and I approve this message. When did our politicians become larger than life? When did they become so much more important than the people they represent? Like you, I've struggled my entire life to pay my mortgage, feed my kids and put them through school. Like you, I'm watching my retirement savings disappear. I don't need two guys from New York to tell me why the middle class is angry. I know why. I'm one of you. Now, more than ever, we need to take our country back."" [PFB]: BARKLEY FOR SENATE",positive
tone_280,"[Tom Udall]: ""Is there anything we can do right now to lower gas prices? I'm Tom Udall and first, stop hedge fund speculators from driving up the price of oil. Get oil companies to build new clean refineries in the U.S. to increase supply or take away their tax breaks. And get serious about alternative energy. I'm running for the U.S. Senate and I approve this message because record profits for big oil companies, while we pay record prices for gas is wrong."" [PFB]: UDALL FOR U.S. ALL",positive
tone_281,"[Saxby Chambliss]: ""I'm Saxby Chambliss and I approve this message."" [Announcer]: Together Saxby Chambliss and Jack Kingston are fighting to deepen the Savannah Harbor Channel. This project is critical to Georgia's economy. But Jim Martin says he's against it. That's astounding. The Savannah Port is one of the strongest economic engines in our state and Jim Martin opposes it's progress. The Savannah Port supports over 300,000 Georgia jobs, and Jim Martin just turned his back on everyone of them. Just more proof, you can't trust Jim Martin. [PFB]: CHAMBLISS FOR SENATE",negative
tone_282,"[Announcer]: Taking a closer look at Kay Hagan? She's been in the state legislature for a decade, Hagan helped doubled state debt, gave us the highest tax burden in the Southeast. higher income taxes, sales taxes too. Now, Kay Hagan wants to go to Washington? [Kay Hagan]: ""You only need to look at the kind of state Senator I've been for the last 10 years to see what kind of U.S. Senator I'll be."" [Announcer]: Uh huh. That's the problem. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_283,"[Gordon Smith]: I'm Gordon Smith and I approve this ad. [Announcer]: Who says Jeff Merkley wants to raise taxes? Jeff Merkley. [Jeff Merkley]: ""I advocate for tax hikes every night in living rooms across Oregon."" [Announcer]: Merkley isn't kidding. He's voted for hirer taxes 44 times. Merkley voted for higher taxes on seniors, farms and income. Merkley even voted four times for higher gas taxes. [Jeff Merkley]: ""Tax hikes every night."" [Announcer]: Jeff Merkley, wrong on taxes, bad for the economy. [PFB]: FRIENDS OF GORDON SMITH",negative
tone_284,"[Owens]: ""Andy is the most courageous person I know. He was 22 months old and had a near-drowning accident in a swimming pool. What the insurance doesn't cover Medicaid will. President Bush tried to cut Medicaid services and Gordon Smith stood up to him. Gordon Smith said 'We can't let that happen.' He cares about people. He cares about Oregonians. He was there for us when we needed it."" [Smith]: ""I'm Gordon Smith and I approve this ad."" [PFB]: Friends of Gordon Smith",positive
tone_285,"[Announcer]: Everyone's frustrated, what will get us back on track? Not Al Franken. Franken supports the death tax, has talked about raising the gas tax and raising taxes on small businesses. That will kill jobs. Franken can't manage our recovery, he can't even manage his own business. He was fined $25,000 for failing to provide workers comp insurance for his employees. Al Franken, he'd make things worse. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_286,"[Man]: ""Healthcare costs are out of control."" [Woman #1]: ""Some of my friends and neighbors can't afford healthcare. [Woman #2]: ""Prescription drugs cost too much."" [Announcer]: ""Stop Complaining."" That's what John Sununu said about New Hampshire's healthcare crisis. Sununu has sided with Bush, against renewing more affordable drugs from Canada. Against protecting Medicare. Even against increasing healthcare for Veterans. [Woman #3]: ""Now that George Bush is leaving Washington, it's time for John Sununu to go too."" The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_287,"[Announcer]: Today, thousands of Minnesota seniors worry less about paying for their prescription drugs, because Medicare is there for them. But, if Al Franken had his way today's Medicare coverage wouldn't exist. Over 500,000 Minnesota seniors count on Medicare for drugs, but Al Franken says he would have denied them the Medicare coverage that's making life easier. Al Franken, angry, partisan--he'd hurt those most in need. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_288,"[Announcer]: Our economy in trouble. Wall Street gambled with borrowed money, and Main Street is paying the price. In Salem with Jeff Merkley as speaker of the State House, the story isn't any better. Under Merkley, the budget increased by 4 billion dollars, and he keeps spending. A billion in additional debt under Merkley. He just keeps borrowing. Just like Wall Street, Merkley borrows the money and mortgages our future. Jeff Merkley. He's a big risk and a bad bet. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_289,"[Announcer]: Major newspapers across the state are endorsing Kay Hagan for U.S. Senate, calling Hagan a bundle of brains and energy. A businesswoman, mother of three, Kay's ranked one of North Carolina's ten most effective senators. With a moderate and business-friendly record, her priorities include fiscal responsibility, investing in education, healthcare reform and new energy development. Kay Hagan. Exactly the change our economy needs. [Kay Hagan]: ""I'm Kay Hagan, and I approve this message."" [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE & HAGAN SENATE COMMITTEE",positive
tone_290,"[Grace Elliot]: ""You and I don't need a TV ad to tell us how much the oil companies are squeezing us. But, maybe Norm Coleman does. Norm has a record of voting with George Bush and the big oil companies, giving them big tax breaks while they make billions, and we struggle. Maybe Norm has spent too much time in Washington. So here it is Norm, the high price of oil is really hurting us here in Minnesota--so it's time you started voting like you work for us, not the big oil companies. Thanks for listening."" [PFB]: ALLIANCE FOR A BETTER MINNESOTA",negative
tone_291,"[People]: ""It's tough West Virginia, with times as hard as they are. There are jobs because of the work of Jay Rockefeller. I'm a construction superintendent, spark plug inspector, small business owner, a stell worker. I'm working because of Jay Rockefeller. He attracted my company to West Virginia. My company is growing; good jobs, good wages, good future. I'm voting for Jay. Jay works for us. Jay works hard to keep us working. It's good to be able to support your family during times like these."" [Rockefeller]: I'm Jay Rockefeller and I approved this message."" [PFB]: FRIENDS OF JAY ROCKEFELLER INC.",positive
tone_292,"[Announcer]: Senator Saxby Chambliss knows the importance of standing up to the big labor special interests. By supporting Right To Work in the U.S. Senate Chambliss has stood with the 80 percent of Georgians who believe it's just plain wrong to force workers to pay union dues just to get or keep a job. Unfortunately, Jim Martin has so far refused to oppose the forced unionism issue. However, it wasn't long ago Jim Martin publicly expressed his support for big labor's Card Check, a bill that would eliminate secret ballot elections, and give the union bosses control over hundreds of thousands of additional businesses. Virtually guaranteeing millions more American workers would be forced to pay union dues, and now big labor is out propping up his campaign. It looks like the union bosses can't wait for Jim Martin to get to Washington to force even more American workers to pay union dues. Call Jim Martin at (404)347-9766 before it's too late, urge him to apologize for forcing support of forced unionism, and to instead pledge 100 percent support for Right To Work today. Paid for by the National Right to Work Committee. [PFB]: THE NATIONAL RIGHT TO WORK COMMITTEE",negative
tone_293,"[Suspenseful music in background] [Undercover Man #1]: â€œThere he is.â€ [Undercover Man #2]: â€œHeâ€™s entered the stairwell, looks like heâ€™s heading up.â€ [Undercover Man #1]: â€œHeâ€™s carrying something.â€ [Announcer]: The right to vote in private is one of the basic American rights. [Undercover Man #3]: â€œHeâ€™s coming up on elevator 7, heâ€™s coming up on elevator number 7.â€ [Undercover Man #1]: â€œAlright heâ€™s getting closer guys.â€ [Announcer]: Yet after receiving a fortune in contributions from organized labor, Al Franken says he supports a law that strips Minnesota workers the right to vote in private when deciding when to unionize. [Man #4]: â€œJack, weâ€™ve been waiting for you, weâ€™re here to monitor your vote.â€ [Announcer]: Al Franken, give him enough money and American freedoms got out he window. Paid for by NFIB Safe Trust and not funded by any candidate or candidate committee. [PFB]: NFIB SAFE TRUST",negative
tone_294,"[Announcer]: The choice, depend on foreign oil from countries that hate America... or develop clean energy options here in New Mexico. So why has Congressman Steve Pearce opposed incentives for American made renewable energy? And, why has Congressman Pearce sided with George Bush to give oil companies billions in special tax breaks. Tell Congressman Pearce to stop siding with big oil. It's our patriot duty to stop sending money to the Mid East. Sign our petition for energy independence. [PFB]: THE PATRIOT MAJORITY WEST",negative
tone_295,"[Announcer]: Itâ€™s time for a new direction. America faces a grave economic threat to our financial system. How did we get here? George Bush and his allies in Congress have crippled Americaâ€™s economy. Susan Collins supported the Bush economic policies that have hurt hard-working Mainers. [Tom Allen]: â€œThis election is about a simple choice: if you want to change the direction of the country, we need to change the leadership in Washington.â€ [Announcer]: Tom Allen for Senate, Right Choice, Right Change. [Tom Allen]: Iâ€™m Tom Allen and I approve this message. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",neutral
tone_296,"[Announcer]: Day by day our economy plunges into a deep, dark hole. They say when you're in a hole the first thing to do is stop digging. But, Republican Gordon Smith voted to protect predatory lenders, to let bad CEO's get away with millions, and even voted against cracking down on Wall Street oil speculators. He'll keep right on digging... if we let him. For a new direction vote Jeff Merkley for Senate. He'll put us on solid ground again. SEIU Cope is responsible for the content of this advertising. [PFB]: SEIU COPE",negative
tone_297,"[Announcer]: Their plan is now revealed. Massive tax increases and a 25 percent reduction in military spending. Boulder liberal Mark Udall is their man in Colorado. He's voted for higher taxes and against body armor for our troops. He's taken their cash, and they can count on his vote. Who will stand up for us and say no? Bob Schaffer. He's on our side. [Bob Schaffer]: ""I'm Bob Schaffer, and I approve this ad because a Democratic-run Congress is going to need some checks and balances, and I'll be one."" [PFB]: BOB SCHAFFER FOR U.S. SENATE",neutral
tone_298,"[Tim Johnson]: ""If you know where your t-shirt was made, you ought to know where your steak comes from."" [Announcer]: For 16 years Tim Johnson fought Washington to get country of origin labeling for our food, and this year he won. Since coming back, Tim helped write the new farm bill, protecting South Dakota family producers, and passed the new labeling law. [Tim Johnson]: ""I'm Tim Johnson, and I approve of this ad, because America makes the best and safest food."" [PFB]: TIM JOHNSON FOR SOUTH DAKOTA, INC.",positive
tone_299,"[Don Van Ryswyk]: ""It's just unbelievable, what Tom Harkin has done, to try to keep us moving forward. The Farm Bill is very important to the State of Iowa, and it's very very important to all aspects of agriculture in this Nation. Tom Harkin lead Congress and the Senate into getting these things done. When he overrode the President, that tells ya, this man has done it right for a long time, and he's still pounding just as hard as he ever did."" [Tom Harkin]: ""I'm Tom Harkin and I approve this message."" [PFB]: CITIZENS FOR HARKIN",positive
tone_300,"[Mitch McConnell]: ""I'm Mitch McConnell, and I approve this message."" [Announcer]: Kentucky state gas tax just went up again. Who lobbied for automatic gas tax increases? Bruce Lunsford. [Woman]: ""Thanks Bruce."" [Announcer]: The Lunsford automatic gas tax increases have cost Kentuckians hundreds of millions. [Various Speakers]: ""Thanks Bruce."" [Announcer]: And Lunsford brags... [Bruce Lunsford]: ""We changed the way we tax gas in this state that gave us a budget that could grow."" [Various Speakers]: ""Thanks Bruce."" [Announcer]: Thank Bruce Lunsford for higher gas taxes. [PFB]: MCCONNELL SENATE COMMITTEE '08",negative
tone_301,"[Announcer]: In the race for Senate, Jeff Merkley's record is raising taxes. More tax Merkley voted to raise the state income tax. He voted three times for higher taxes on seniors. Four times for higher taxes on farmers. Four times to increase the gas tax. More tax Merkley voted for a tax increase rejected by 60 percent of Oregon voters. Merkley even voted for the largest tax increase in Oregon history. More tax Merkley. Not in the U.S. Senate. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_302,"[Bob Schaffer]: ""I'm in oil and gas business and I enjoyed doing that...That's the fun part."" [Text on screen]: After leaving Congress, Schaffer was paid $800,000 by an oil company [Bob Schaffer]: ""That's the fun part."" [Text on screen]: Now Schaffer has taken $171,000... [Text on screen]: in campaign money from big oil. That's the fun part. [Bob Schaffer]: That's the fun part. [Text on screen]: Colorado is paying record gas prices. Oil companies are making record profits. [Text on screen]: Now Schaffer wants to keep giving big oil big tax breaks. [Bob Schaffer]: ""I'm in oil and gas business and I enjoyed doing that... That's the fun part."" [Text on screen]: Are your having fun yet? [Announcer]: The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_303,"[Announcer]: Bruce Lunsford steals a famous, old commercial. But what would these old hounds find if they went looking for Lunsford? Would they find Bruce at his home in Florida or California or his residence in Chicago. Eleven homes in six states. Would they chase Bruce's porsches or jet? Or would they sniff out Lunsford's record? VA investigations, huge fines by the VA, veterans mistreated. After following Lunsford's trail, Kentucky needs to stick with Mitch. [Mitch McConnell]: I'm Mitch McConnell and I approve this message. [PFB]: MCCONNELL SENATE COMMITTEE '08",neutral
tone_304,"[Announcer]: Jim Martin's not telling the truth about the Fair Tax. The Fair Tax does not raise taxes. It actually abolishes income tax, corporate income tax, capital gains tax, payroll tax, self-employment tax, and estate and gift tax. And the Fair Tax will completely abolish the IRS. Saxby Chambliss has never supported a tax increase. But Jim Martin voted for the largest tax increase in state history. Jim Martin's dishonesty proves you can't trust Jim Martin. [Saxby Chambliss]: ""I'm Saxby Chambliss, and I approve this message."" [PFB]: CHAMBLISS FOR SENATE",negative
tone_305,"[Announcer]: Improving healthcare is vital. Mitch McConnell is fighting to make healthcare more accessible and affordable. McConnell helped establish a prescription drug benefit for nearly 40 million seniors, saving many 1,100 dollars a year. McConnell wants to keep healthcare decisions in the hands of doctors and patients, not the government. And he's working to maximize access to the best doctors and medical technologies. Tell Mitch McConnell to keep fighting for the health of Kentucky families. The U.S. Chamber of Commerce is responsible for the content of this advertising. [PFB]: US CHAMBER OF COMMERCE",positive
