id,ground_truth,text,index,Community,Id,Timestamp,UserId,Reputation,Upvotes,Downvotes,meta.Normalized Score,meta.Annotations,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Score1_normalized,Score2_normalized,Score3_normalized,Score4_normalized,Score5_normalized,Score1_binarized,Score2_binarized,Score3_binarized,Score4_binarized,Score5_binarized
politeness_stack_383,impolite,Hi *@Rikard* - Glad it helped. Can you mark the best answers with the checkmark and vote up any that are good answers?,5335,092011 WordPress,1479,2010-09-03-21:22:02,89.0,16370.0,484.0,26.0,-0.6641994280570042,"{'A3RLCGRXA34GC0': np.int64(11), 'A2UFD1I8ZO1V4G': np.int64(13), 'A32VJLRWGMYGSU': np.int64(9), 'A2JJLF3PI5XJ0I': np.int64(10), 'A1LRRDBA84ITCJ': np.int64(13)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11,13,9,10,13,A3RLCGRXA34GC0,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A2JJLF3PI5XJ0I,A1LRRDBA84ITCJ,-0.6006140151761173,-0.2344656967399527,-1.268500366033228,-0.953375154451748,-0.3336779976697677,-1,0,-1,-1,0
politeness_stack_384,polite,Just curious: why should you want to use live wallpapers ? Doesn't that drain your power much quicker ?,6099,092011 Android Enthusiasts,1646,2010-10-03-06:01:00,594.0,2765.0,348.0,1.0,0.6652833167331964,"{'A233ONYNWKDIYF': np.int64(13), 'A3RLCGRXA34GC0': np.int64(14), 'A1VIEFZYI54JHP': np.int64(21), 'A2UFD1I8ZO1V4G': np.int64(13), 'ARX0S1CIDJLOX': np.int64(22)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13,14,21,13,22,A233ONYNWKDIYF,A3RLCGRXA34GC0,A1VIEFZYI54JHP,A2UFD1I8ZO1V4G,ARX0S1CIDJLOX,-0.1339605654840655,0.0007838087415709,1.6446055958544008,-0.2703585745409097,1.552329455965507,0,0,1,0,1
politeness_stack_385,polite,"Yes but making it cross browser will be headache. I have old code somewhere, untested for long time - want me to post it anyway?",699,092011 Stack Overflow,8315388,2011-08-07-09:10:20,447356.0,14340.0,1802.0,182.0,0.6785715527501821,"{'A1ZHP80O13CEUI': np.int64(13), 'ARYGQ46IMW8AU': np.int64(16), 'A1F4D2PZ7NNWTL': np.int64(17), 'AD1IH74UX9IAI': np.int64(17), 'A3OY0OL2M0HUTT': np.int64(21)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,16,17,17,21,A1ZHP80O13CEUI,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A3OY0OL2M0HUTT,-0.1339605654840655,0.4712828197046183,0.6735702752251912,0.6403301986735411,1.3427730722282545,0,1,1,1,1
politeness_stack_386,impolite,WTF? Downvotes? What for?,3552,092011 Stack Overflow,1856463,2009-12-22-11:55:30,41360.0,18616.0,422.0,57.0,-2.9784863048485963,"{'A1IU19IWRI4701': np.int64(2), 'A150DDNTD7AMA7': np.int64(1), 'A14TK8NCD4CUN1': np.int64(3), 'A1M1T2EF4Y2IW8': np.int64(1), 'A2WGBPEN45GJNF': np.int64(1)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,A1IU19IWRI4701,A150DDNTD7AMA7,A14TK8NCD4CUN1,A1M1T2EF4Y2IW8,A2WGBPEN45GJNF,-2.700554538790351,-3.057459762518237,-2.725053346977042,-3.002424894184262,-2.8483546025168005,-1,-1,-1,-1,-1
politeness_stack_387,impolite,"We will need more information. Would you please open a terminal and post the result of ""sudo fdisk -l""?",4542,092011 Ask Ubuntu,37018,2011-04-02-00:52:49,12943.0,5058.0,156.0,6.0,-0.4074016966624183,"{'AYG3MF094634L': np.int64(15), 'A233ONYNWKDIYF': np.int64(9), 'A3RLCGRXA34GC0': np.int64(11), 'A23312XQ2AQ91W': np.int64(14), 'A2UFD1I8ZO1V4G': np.int64(13)}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,9,11,14,13,AYG3MF094634L,A233ONYNWKDIYF,A3RLCGRXA34GC0,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,0.3326928842079864,-1.1754637186660477,-0.7829827057186232,-0.042686381237297,-0.3336779976697677,0,-1,-1,0,0
politeness_stack_388,impolite,Isn't that a bit of an odd measure? Would you choose to become a factory worker because it's *easier* and *faster to learn*?,520,092011 Stack Overflow,7738875,2011-07-03-19:48:59,546730.0,22662.0,708.0,85.0,-1.0258550447082608,"{'AO5E3LWBYM72K': np.int64(16), 'A14TK8NCD4CUN1': np.int64(11), 'A17G2LOYX7WQZ': np.int64(9), 'A2BKPNKU3EG41Z': np.int64(12), 'A39FH0T1NKKMVO': np.int64(10)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,16,11,9,12,10,AO5E3LWBYM72K,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,0.5660196090540123,-0.7049647077030002,-1.268500366033228,-0.4980307678445224,-0.9623471488815258,1,-1,-1,-1,-1
politeness_stack_389,polite,"One of them writes to /dev/tty, one of them writes to STDOUT.  Was that what you wanted to know?",1072,092011 Stack Overflow,5142868,2011-01-12-09:58:42,12274.0,4698.0,589.0,25.0,0.61937747742887,"{'A3I83CQLOZRO79': np.int64(16), 'A2PXJTMWGUE5DC': np.int64(17), 'A320SR22MPGY17': np.int64(17), 'AP6784DKV31O6': np.int64(14), 'A3CGUAC9NBOHSE': np.int64(14)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,17,17,14,14,A3I83CQLOZRO79,A2PXJTMWGUE5DC,A320SR22MPGY17,AP6784DKV31O6,A3CGUAC9NBOHSE,0.5660196090540123,0.7065323251861421,0.6735702752251912,-0.042686381237297,-0.1241216139325149,1,1,1,0,0
politeness_stack_390,polite,how do you load the php file? Are the folder/file permissions set to executable?,1629,092011 Stack Overflow,4324853,2010-10-27-08:34:54,208809.0,66646.0,3524.0,593.0,0.6148069367398696,"{'A3E157ZN8XPUKJ': np.int64(21), 'A1G05O3HM7DNVZ': np.int64(17), 'A2WRP1KHK1UU7L': np.int64(13), 'A2WGBPEN45GJNF': np.int64(21), 'A39FH0T1NKKMVO': np.int64(15)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,17,13,21,15,A3E157ZN8XPUKJ,A1G05O3HM7DNVZ,A2WRP1KHK1UU7L,A2WGBPEN45GJNF,A39FH0T1NKKMVO,1.732653233284142,0.7065323251861421,-0.2974650454040183,1.551018971887992,0.0854347698047377,1,1,0,1,0
politeness_stack_391,impolite,ya it is! am i not supposed to ask hw questions here?,2503,092011 Stack Overflow,1531517,2009-11-02-03:35:29,196282.0,4.0,0.0,0.0,-0.5826049884113469,"{'A1133ON5ALJKXJ': np.int64(10), 'A3MMLCBV2W3BP9': np.int64(13), 'A3TXO6RKFIDFUV': np.int64(9), 'A3KL0CPDH3AJ9Z': np.int64(1), 'A39FH0T1NKKMVO': np.int64(18)}",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,13,9,1,18,A1133ON5ALJKXJ,A3MMLCBV2W3BP9,A3TXO6RKFIDFUV,A3KL0CPDH3AJ9Z,A39FH0T1NKKMVO,-0.8339407400221434,-0.2344656967399527,-1.268500366033228,-3.002424894184262,0.714103921016496,-1,0,-1,-1,1
politeness_stack_392,polite,What programming environment is it being run in?  Have you turned up the compiler optimization?,874,092011 Stack Overflow,4840111,2010-12-13-22:05:48,198536.0,15161.0,1411.0,34.0,0.4265017308263491,"{'A2WRP1KHK1UU7L': np.int64(13), 'A3MMLCBV2W3BP9': np.int64(13), 'A14TK8NCD4CUN1': np.int64(14), 'AO3XB5I5QNNUI': np.int64(17), 'A1Z7WT01G55LDC': np.int64(18)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,13,14,17,18,A2WRP1KHK1UU7L,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,AO3XB5I5QNNUI,A1Z7WT01G55LDC,-0.1339605654840655,-0.2344656967399527,-0.0547062152467159,0.6403301986735411,0.714103921016496,0,0,0,1,1
politeness_stack_393,impolite,"Also, when you look at the logs, are the calls to the server become less frequent?  Is it possible you have a loop or call that gets slower over time?",5798,092011 Webmasters,1354,2010-07-26-13:14:57,108.0,8077.0,1428.0,7.0,-1.3263535558122834,"{'AO3XB5I5QNNUI': np.int64(5), 'A233ONYNWKDIYF': np.int64(9), 'A2UFD1I8ZO1V4G': np.int64(13), 'A1W2G1N4BDF2DW': np.int64(5), 'A3GOI327COFGY5': np.int64(9)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,9,13,5,9,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A3GOI327COFGY5,-2.000574364252273,-1.1754637186660477,-0.2974650454040183,-2.0917361209698115,-1.1719035326187786,-1,-1,0,-1,-1
politeness_stack_394,polite,"""Google says they generally don't like pages with more than 100 links on them"" -- out of curiosity what is your source on this? can you cite it in the post in a hyperlink?",5795,092011 Webmasters,919,2010-07-19-09:39:05,3.0,4770.0,320.0,3.0,1.0792968786339827,"{'A3CPYEB0W3MLZK': np.int64(17), 'A2UFD1I8ZO1V4G': np.int64(17), 'ARX0S1CIDJLOX': np.int64(19), 'A2MWGIVIKOXWYM': np.int64(21), 'AR6N5URYPDBXS': np.int64(21)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,17,19,21,21,A3CPYEB0W3MLZK,A2UFD1I8ZO1V4G,ARX0S1CIDJLOX,A2MWGIVIKOXWYM,AR6N5URYPDBXS,0.7993463339000383,0.7065323251861421,1.159087935539796,1.551018971887992,1.3427730722282545,1,1,1,1,1
politeness_stack_395,impolite,"Your question is too vague. What do you want to achieve exactly, and what did you already tried?",340,092011 Stack Overflow,6534867,2011-04-19-12:00:29,26457.0,13657.0,941.0,4.0,-0.676065785864334,"{'A1133ON5ALJKXJ': np.int64(9), 'A3MMLCBV2W3BP9': np.int64(13), 'A3TXO6RKFIDFUV': np.int64(11), 'A3KL0CPDH3AJ9Z': np.int64(13), 'A39FH0T1NKKMVO': np.int64(8)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9,13,11,13,8,A1133ON5ALJKXJ,A3MMLCBV2W3BP9,A3TXO6RKFIDFUV,A3KL0CPDH3AJ9Z,A39FH0T1NKKMVO,-1.0672674648681693,-0.2344656967399527,-0.7829827057186232,-0.2703585745409097,-1.3814599163560313,-1,0,-1,0,-1
politeness_stack_396,polite,"Would I be right to understand that, since you've posted this on SO, you are looking for a programming way to solve this question ?  Something like a rewrite system for propositions in Bayesian probabilities ?",3945,092011 Stack Overflow,2598387,2010-04-07-07:52:21,44309.0,17935.0,112.0,37.0,0.7088801254453978,"{'A233ONYNWKDIYF': np.int64(17), 'A3E157ZN8XPUKJ': np.int64(19), 'A28TXBSZPWMEU9': np.int64(16), 'A17G2LOYX7WQZ': np.int64(19), 'A3DKR227NQCH4X': np.int64(17)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17,19,16,19,17,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A3DKR227NQCH4X,0.7993463339000383,1.1770313361491895,0.4308114450678888,1.0956745852807666,0.5045475372792433,1,1,1,1,1
politeness_stack_397,polite,"Please read this again: ""you can use the amount of time it takes for it to invalidate you help guess if part of your credentials are correct"". Aren't you missing something there?",4224,092011 Unix and Linux,5141,2010-12-01-13:24:34,688.0,4993.0,2178.0,54.0,1.4237977043995833,"{'AO3XB5I5QNNUI': np.int64(17), 'A2FN70BKJJ950Q': np.int64(21), 'A2UFD1I8ZO1V4G': np.int64(17), 'A32VJLRWGMYGSU': np.int64(21), 'A29B522D0BX6HN': np.int64(16)}",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17,21,17,21,16,AO3XB5I5QNNUI,A2FN70BKJJ950Q,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A29B522D0BX6HN,0.7993463339000383,1.647530347112237,0.6735702752251912,1.551018971887992,0.2949911535419905,1,1,1,1,0
politeness_stack_398,impolite,"Did you read Q&A QA1703? http://developer.apple.com/library/ios/#qa/qa1703/_index.html%23//apple_ref/doc/uid/DTS40010193  it looks like you took that and decided to iterate through views instead of windows, is there a reason?",1553,092011 Stack Overflow,6858953,2011-05-10-11:10:19,427332.0,12592.0,667.0,4.0,-0.403199819209405,"{'A233ONYNWKDIYF': np.int64(8), 'A14TK8NCD4CUN1': np.int64(12), 'A1KC138MX47DXA': np.int64(13), 'A34M93NJC830DP': np.int64(16), 'A321FJYVTX5WP9': np.int64(9)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,12,13,16,9,A233ONYNWKDIYF,A14TK8NCD4CUN1,A1KC138MX47DXA,A34M93NJC830DP,A321FJYVTX5WP9,-1.3005941897141953,-0.4697152022214765,-0.2974650454040183,0.4126580053699284,-1.1719035326187786,-1,-1,0,0,-1
politeness_stack_399,polite,Please elaborate: UI design or general software architecture design? Or anything else?,4358,092011 Programmers,29440,2010-11-17-13:19:45,2567.0,31210.0,2871.0,5.0,1.4006121651166314,"{'AO3XB5I5QNNUI': np.int64(17), 'A233ONYNWKDIYF': np.int64(21), 'A23312XQ2AQ91W': np.int64(23), 'A3E157ZN8XPUKJ': np.int64(21), 'ARX0S1CIDJLOX': np.int64(21)}",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,21,23,21,21,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A3E157ZN8XPUKJ,ARX0S1CIDJLOX,0.7993463339000383,1.647530347112237,2.1301232561690053,1.551018971887992,1.3427730722282545,1,1,1,1,1
politeness_stack_400,polite,Your regexp is probably dropping the newline character that is present on each of your input strings.  Can you post the regexp that you are using?,1932,092011 Stack Overflow,6590053,2011-04-22-14:05:49,670339.0,186.0,25.0,0.0,0.853220471585967,"{'A416CQ0FIDNFT': np.int64(21), 'A28TXBSZPWMEU9': np.int64(16), 'AO2NFSIXUL5MT': np.int64(15), 'A17G2LOYX7WQZ': np.int64(17), 'A3DKR227NQCH4X': np.int64(21)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,16,15,17,21,A416CQ0FIDNFT,A28TXBSZPWMEU9,AO2NFSIXUL5MT,A17G2LOYX7WQZ,A3DKR227NQCH4X,1.732653233284142,0.4712828197046183,0.1880526149105864,0.6403301986735411,1.3427730722282545,1,1,0,1,1
politeness_stack_401,impolite,So you think it's a good idea to dump your homework here without any attempt at solving it from your side and expect us to do your work? Also: which assembler language are we talking about?,3872,092011 Stack Overflow,1417886,2009-10-13-09:23:37,40342.0,58436.0,5835.0,473.0,-1.7192891184364507,"{'A1BS64O3JY0YJ4': np.int64(11), 'A233ONYNWKDIYF': np.int64(13), 'A3MMLCBV2W3BP9': np.int64(1), 'A3EJ5TT2ZGBIDA': np.int64(7), 'A1M1T2EF4Y2IW8': np.int64(1)}",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11,13,1,7,1,A1BS64O3JY0YJ4,A233ONYNWKDIYF,A3MMLCBV2W3BP9,A3EJ5TT2ZGBIDA,A1M1T2EF4Y2IW8,-0.6006140151761173,-0.2344656967399527,-3.210571007291647,-1.636391734362586,-2.8483546025168005,-1,0,-1,-1,-1
politeness_stack_402,polite,"Great question.  Could you clarify what you mean by ""uniform"": do you want to bound the amount of preprocessing of the parameter?",4658,092011 Theoretical Computer Science,2388,2010-09-15-15:21:06,109.0,5751.0,2212.0,30.0,0.5907485695836642,"{'A3E157ZN8XPUKJ': np.int64(21), 'A2UFD1I8ZO1V4G': np.int64(17), 'A771BLWJLMWYY': np.int64(21), 'A28TXBSZPWMEU9': np.int64(15), 'A2MWGIVIKOXWYM': np.int64(13)}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21,17,21,15,13,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A771BLWJLMWYY,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,1.732653233284142,0.7065323251861421,1.6446055958544008,0.1849858120663157,-0.3336779976697677,1,1,1,0,0
politeness_stack_403,impolite,"No matter how efficient you are it is going to take a looong time to enumerate through 2^100 subsets of vertices, and that is before you get into the fact that edges can be there or not.  Can you switch to a problem that is likely to finish before the Sun explodes?",3842,092011 Stack Overflow,6908884,2011-05-12-21:27:46,585411.0,8987.0,242.0,30.0,-1.8591087680866352,"{'A3E157ZN8XPUKJ': np.int64(15), 'A2YNPKYEFDZ6C9': np.int64(5), 'A3EJ5TT2ZGBIDA': np.int64(5), 'A872FSFU7WV6W': np.int64(6), 'A1F4D2PZ7NNWTL': np.int64(6)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15,5,5,6,6,A3E157ZN8XPUKJ,A2YNPKYEFDZ6C9,A3EJ5TT2ZGBIDA,A872FSFU7WV6W,A1F4D2PZ7NNWTL,0.3326928842079864,-2.1164617405921424,-2.2395356866624376,-1.8640639276661988,-1.8005726838305367,0,-1,-1,-1,-1
politeness_stack_404,impolite,"`a` cannot equal 2<sup>779</sup> in standard C or C++ unless you've defined a custom numeric type. If you do have one, why not just **try it**?",2922,092011 Stack Overflow,4816232,2010-12-11-07:00:59,523612.0,9589.0,1210.0,142.0,-0.6007870114673699,"{'A233ONYNWKDIYF': np.int64(5), 'A28TXBSZPWMEU9': np.int64(13), 'A14TK8NCD4CUN1': np.int64(13), 'A34M93NJC830DP': np.int64(13), 'A321FJYVTX5WP9': np.int64(10)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,13,13,10,A233ONYNWKDIYF,A28TXBSZPWMEU9,A14TK8NCD4CUN1,A34M93NJC830DP,A321FJYVTX5WP9,-2.000574364252273,-0.2344656967399527,-0.2974650454040183,-0.2703585745409097,-0.9623471488815258,-1,0,0,0,-1
politeness_stack_405,polite,Even till today I could not get the solution. Is there anyone who has done this before ?,1848,092011 Stack Overflow,7417463,2011-06-14-07:10:48,386455.0,422.0,32.0,1.0,0.4731632817053001,"{'A233ONYNWKDIYF': np.int64(13), 'A1ZHP80O13CEUI': np.int64(15), 'A17G2LOYX7WQZ': np.int64(20), 'AD1IH74UX9IAI': np.int64(16), 'A38EGQEYZHRQNC': np.int64(18)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,15,20,16,18,A233ONYNWKDIYF,A1ZHP80O13CEUI,A17G2LOYX7WQZ,AD1IH74UX9IAI,A38EGQEYZHRQNC,-0.1339605654840655,0.2360333142230946,1.4018467656970983,0.4126580053699284,0.714103921016496,0,0,1,0,1
politeness_stack_406,impolite,"*""python on windows does not work""* ... and I guess you are the first one to discover that issue? How about ""Why am I getting a syntax error when I try to run this Python script?""",1249,092011 Stack Overflow,4360469,2010-10-30-15:55:24,100754.0,48788.0,3179.0,693.0,-0.3808240900190327,"{'A23FB7HE970AZJ': np.int64(13), 'A14TK8NCD4CUN1': np.int64(14), 'A125P73OQSRNI5': np.int64(6), 'A3EJ5TT2ZGBIDA': np.int64(15), 'A1KC138MX47DXA': np.int64(16)}",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,13,14,6,15,16,A23FB7HE970AZJ,A14TK8NCD4CUN1,A125P73OQSRNI5,A3EJ5TT2ZGBIDA,A1KC138MX47DXA,-0.1339605654840655,0.0007838087415709,-1.9967768565051351,0.1849858120663157,0.2949911535419905,0,0,-1,0,0
politeness_stack_407,polite,can you explain more please ?,6385,092011 Programmers,38434,,,,,,0.9698105142924972,"{'A233ONYNWKDIYF': np.int64(21), 'A3S5L3I8O3Q2G': np.int64(17), 'A3OZ8KF0HWSVWK': np.int64(11), 'A3GLUDQZGEJL5G': np.int64(17), 'A309BLCQJHQULO': np.int64(17)}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,17,11,17,17,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3OZ8KF0HWSVWK,A3GLUDQZGEJL5G,A309BLCQJHQULO,1.732653233284142,0.7065323251861421,-0.7829827057186232,0.6403301986735411,0.5045475372792433,1,1,-1,1,1
politeness_stack_408,polite,"Maybe it's better just to ask and to provide some rules like: one suggestion per answer, use voting on exisiting ones. Or is this the meaning of community wiki already?",5333,092011 WordPress,753,2010-08-23-11:29:25,178.0,6097.0,996.0,76.0,1.3621265965992084,"{'AO3XB5I5QNNUI': np.int64(25), 'A3RLCGRXA34GC0': np.int64(18), 'A23312XQ2AQ91W': np.int64(16), 'A1KC138MX47DXA': np.int64(18), 'A2UFD1I8ZO1V4G': np.int64(17)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25,18,16,18,17,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A23312XQ2AQ91W,A1KC138MX47DXA,A2UFD1I8ZO1V4G,2.665960132668246,0.9417818306676656,0.4308114450678888,0.8680023919771539,0.5045475372792433,1,1,1,1,1
politeness_stack_409,impolite,@Pax: would you really call this a _basic_ question? Considering it depends on the alignment of the instruction bytes?,3990,092011 Stack Overflow,1007032,2009-07-26-17:49:14,76337.0,73140.0,5973.0,1619.0,-0.9332955539826292,"{'A2UME0TSE7N41G': np.int64(7), 'A2UFD1I8ZO1V4G': np.int64(13), 'A1G05O3HM7DNVZ': np.int64(9), 'A14TK8NCD4CUN1': np.int64(12), 'A34M93NJC830DP': np.int64(10)}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,13,9,12,10,A2UME0TSE7N41G,A2UFD1I8ZO1V4G,A1G05O3HM7DNVZ,A14TK8NCD4CUN1,A34M93NJC830DP,-1.533920914560221,-0.2344656967399527,-1.268500366033228,-0.4980307678445224,-0.9623471488815258,-1,0,-1,-1,-1
politeness_stack_410,impolite,This same question was asked almost word-for-word about two hours ago. Hasn't anyone ever heard of Google?,1860,092011 Stack Overflow,3996063,2010-09-23-00:05:41,2988.0,60149.0,689.0,455.0,-2.2026500672170832,"{'A2AE4MZVUX9JPX': np.int64(1), 'A2UME0TSE7N41G': np.int64(8), 'A17G2LOYX7WQZ': np.int64(3), 'A1F4D2PZ7NNWTL': np.int64(10), 'A34M93NJC830DP': np.int64(5)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,3,10,5,A2AE4MZVUX9JPX,A2UME0TSE7N41G,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,A34M93NJC830DP,-2.9338812636363767,-1.4107132241475713,-2.725053346977042,-0.953375154451748,-2.0101290675677896,-1,-1,-1,-1,-1
politeness_stack_411,impolite,how did you create the plot? Through some mathematical applications?,5925,092011 TeX - LaTeX,4206,2010-09-09-00:02:42,371.0,2075.0,157.0,4.0,-1.3838303481299097,"{'AO3XB5I5QNNUI': np.int64(9), 'A3RLCGRXA34GC0': np.int64(9), 'A3CPYEB0W3MLZK': np.int64(5), 'ARYGQ46IMW8AU': np.int64(13), 'AKWJ5294VIZRR': np.int64(13)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9,9,5,13,13,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A3CPYEB0W3MLZK,ARYGQ46IMW8AU,AKWJ5294VIZRR,-1.0672674648681693,-1.1754637186660477,-2.2395356866624376,-0.2703585745409097,-0.3336779976697677,-1,-1,-1,0,0
politeness_stack_412,impolite,"Stating which model of MBP you have will help, as the architecture changes over time. Assuming Unibody, at least?",5565,092011 Apple,50,2010-08-17-20:55:54,77.0,1069.0,23.0,2.0,-0.5535810225427126,"{'AO3XB5I5QNNUI': np.int64(9), 'A233ONYNWKDIYF': np.int64(9), 'A23312XQ2AQ91W': np.int64(17), 'ARYGQ46IMW8AU': np.int64(13), 'A28TXBSZPWMEU9': np.int64(12)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,17,13,12,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,ARYGQ46IMW8AU,A28TXBSZPWMEU9,-1.0672674648681693,-1.1754637186660477,0.6735702752251912,-0.2703585745409097,-0.5432343814070204,-1,-1,1,0,-1
