id,ground_truth,text,status_id,user_id,screen_name,created_at,relevant_paula,relevant_fabio,frame_paula,frame_fabio,relevance_agreement_check,relevant_ra,mturk_annotation,WorkerId
frames_tweets17_143,constitutionality,Thank you President Trump for protecting conscience rights and the #FirstAmendment - this announcement is a win for #ReligiousFreedom,916358749031366661,240393970,RepJeffDuncan,2017-10-06T17:45:25.000Z,1.0,1.0,constitutionality and jurisprudence,constitutionality and jurisprudence,True,1.0,"['cultural', 'constitutionality']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_144,health,"When we say #NeverAgain, we mean it. Now is the time to take action to prevent gun violence. https://t.co/ajwzkTxwa0",971072431761887237,1140648348,RepDWStweets,2018-03-06T17:18:04.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['fairness', 'law']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_145,economic,It's #SmallBusinessWeek &amp; I'm proud to help honor @BellaWklein in Burlington for their success &amp; working w @IowaSBDC to better the business!,859409416856018945,510516465,daveloebsack,2017-05-02T14:09:06.000Z,1.0,1.0,economic,economic,True,1.0,"['capacity', 'economic']","['A2Q1YS118AO2BP', 'A37WXDYYT7RCZ0']"
frames_tweets17_146,other,This report that Facebook gave a Chinese firm flagged by U.S. intelligence access to user data is yet another example of questionable business practices by Facebook that could undermine basic consumer privacy.  https://t.co/qpMp3defOj,1004461056025157632,20597460,SenBillNelson,2018-06-06T20:32:32.000Z,1.0,1.0,other,other,True,1.0,"['morality', 'policy']","['A2Q1YS118AO2BP', 'A2YYQJ3JWA2KGD']"
frames_tweets17_147,economic,"The Trump Tax Plan created new incentives to offshore American jobs. Is General Motors affected by these new incentives? Will they eliminate future stock buybacks? In light of the recent layoffs announced by the company, we need to get to the bottom of this. https://t.co/0GWGWl1zn4",1073667092182900737,18137749,ChrisVanHollen,2018-12-14T19:52:37.000Z,1.0,1.0,economic,economic,True,1.0,"['policy', 'economic']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_148,political,People of all parties have told me that enough is enough.,921571264963235840,1060984272,Elizabeth_Esty,2017-10-21T02:58:06.000Z,1.0,1.0,political,political,True,1.0,"['public', 'health']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_149,economic,"This budget eliminates the Essential Air Services program, meaning airports in places like Johnstown and Northwestern PA could be shuttered.",842370172946124800,171598736,SenBobCasey,2017-03-16T13:41:14.000Z,1.0,1.0,economic,economic,True,1.0,"['constitutionality', 'capacity']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_150,fairness,Glad to recently host briefing w/ reps from CA public universities. Hard working young people should have a fair shot at the American dream. https://t.co/mJhjs1RjBR,883500637761261568,950783972,RepBera,2017-07-08T01:39:01.000Z,1.0,1.0,fairness and equality,fairness and equality,True,1.0,"['law', 'fairness']","['A2Q1YS118AO2BP', 'A37WXDYYT7RCZ0']"
frames_tweets17_151,other,"Hey @EPAScottPruitt, rapidly warming oceans, unpredictable growing seasons and increasingly severe weather events aren't helping us humans. In fact, they're devastating.
https://t.co/0kIkOf5STM",961317755457867776,249787913,SenatorCarper,2018-02-07T19:16:27.000Z,1.0,1.0,other,other,True,1.0,"['policy', 'health']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_152,policy,Joined @RepBlumenauer @RosaDeLauro &amp; @chelliepingree to call for a better #FarmBill that includes job-creating opportunities for #UrbanAg. https://t.co/EybJaaLRdc,932965090973794304,581141508,RepMarcyKaptur,2017-11-21T13:33:05.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['economic', 'policy']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_153,policy,"#Dreamers are vital contributors to our nation’s success, including more than 800 in our nation’s military. #DreamActNow",941071423572987904,250188760,RonWyden,2017-12-13T22:24:46.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['policy', 'cultural']","['A2HESXT4DAGASU', 'A2Q1YS118AO2BP']"
frames_tweets17_154,economic,"The #TaxCutsandJobsAct is pro-family legislation because it expands the Child Tax Creditfrom $1,000 to $2,000. 
And that’s not all it does for everyday American families...https://t.co/7skI25545Uhttps://t.co/YihPENsFL9",960235761583898624,584012853,RepDLamborn,2018-02-04T19:37:00.000Z,1.0,1.0,economic,economic,True,1.0,"['fairness', 'health']","['A23LXQ5ZX2YONR', 'A2Q1YS118AO2BP']"
frames_tweets17_155,policy,"This important bill restoring the original intent of the ADA. Thanks to @EricRossKOAA for the important reporting
https://t.co/iF1i0ETnk0",854034620857409537,584012853,RepDLamborn,2017-04-17T18:11:35.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['morality', 'policy']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_156,other,"""Being the Queen is not all about singing, and being a diva is not all about singing. It has much to do with your service to people. And your social contributions to your community and your civic contributions as well."" RIP Aretha Franklin #Respect #QueenOfSoul https://t.co/8Vj6Sjia2e",1030116830470438912,13491312,RepTimRyan,2018-08-16T15:39:25.000Z,1.0,1.0,other,other,True,1.0,"['other', 'cultural']","['A23WTODPHXZ68Y', 'A2R2YZTSME1K3F']"
frames_tweets17_157,economic,Investing in our airports is important to our economy &amp; the safety of travelers. Details about new funding for #WV: https://t.co/9baPCJzpX4,898938610082361348,193794406,SenCapito,2017-08-19T16:04:00.000Z,1.0,1.0,economic,economic,True,1.0,"['constitutionality', 'economic']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_158,economic,I also can't support a budget that sets up an elimination of the state and local tax deduction that NJ middle class residents rely on,921159488626937856,18695134,SenatorMenendez,2017-10-19T23:41:51.000Z,1.0,1.0,economic,economic,True,1.0,"['economic', 'economic']","['A22KRF782ELLB0', 'A2Q1YS118AO2BP']"
frames_tweets17_159,security,Our #veterans are our country’s finest men &amp; women. Summit at @Minotstate today is focused on helping veterans find work.,927569486697390080,382791093,SenJohnHoeven,2017-11-06T16:12:53.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['health', 'security']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_160,health,ICYMI: My colleague @SenatorHassan &amp; I are working together to fight the #opioidcrisis &amp; help individuals struggling w/ addiction. You can read more in @theloganbanner &amp; @WDNnews: https://t.co/SQGNVGjaux,984186580956073990,193794406,SenCapito,2018-04-11T21:49:00.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['health', 'public']","['A23LXQ5ZX2YONR', 'A2Q1YS118AO2BP']"
frames_tweets17_161,health,East Liverpool HS event this AM- @att virtual reality simulator shows dangers of distracted driving. Signing the @ItCanWait pledge. #attoh https://t.co/XNZtPp7Y4i,983332956503728131,211530910,RepBillJohnson,2018-04-09T13:17:00.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['fairness', 'other']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_162,policy,Decreasing protections for #BearsEars would also set the stage for additional attacks on all of America’s national parks and public lands.,924021381091811334,1099199839,MartinHeinrich,2017-10-27T21:13:59.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['law', 'capacity']","['A2Q1YS118AO2BP', 'A37WXDYYT7RCZ0']"
frames_tweets17_163,policy,"Good science=good policy. That’s why EPA uses extensive scientific research. We must keep ""alternative facts"" out! #DefendEPA #DefendScience",829010618942386176,4304448314,CongBoyle,2017-02-07T16:55:08.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['political', 'policy']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_164,health,We're working to protect funding for global health organizations that provide health care to 60 countries around the world. #NWHW https://t.co/XBWXOOZji8,865691535614103552,1135486501,RepScottPeters,2017-05-19T22:12:00.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['constitutionality', 'health']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_165,political,INCREDIBLE. Republicans have shut the government down for the second time in less than one month despite being in charge of the entire federal government.,961836584910839808,239949176,RepKarenBass,2018-02-09T05:38:06.000Z,1.0,1.0,political,political,True,1.0,"['constitutionality', 'political']","['A2Q1YS118AO2BP', 'A2UCKZZI9KBBCV']"
frames_tweets17_166,policy,I continue to hear from Granite Staters like Faith who are deeply concerned over Senate GOP’s #ACA repeal &amp; what it means for their lives: https://t.co/mMqIQjQQ2E,879425631586594818,109287731,SenatorShaheen,2017-06-26T19:46:24.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['constitutionality', 'political']","['A2Q1YS118AO2BP', 'A3CFNUD7VR2E1E']"
frames_tweets17_167,security,Today we remember and honor the men and women of our Armed Forces who remain missing in action or prisoners of war. #POWMIARecognitionDay https://t.co/D9z1akkjKW,908693921613656065,17896154,farenthold,2017-09-15T14:08:08.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['fairness', 'security']","['A2Q1YS118AO2BP', 'A2YYQJ3JWA2KGD']"
frames_tweets17_168,political,"In case you were wondering who is angling for a shutdown… “The discussions appeared to be headed in a positive direction until the president ‘dropped a grenade into the middle of everything,’ said a second Senate GOP aide.” https://t.co/yDMYgDSLNm",953361213039165440,29201047,SenJeffMerkley,2018-01-16T20:20:00.000Z,1.0,1.0,political,political,True,1.0,"['fairness', 'capacity']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_169,health,I'm overwhelming grateful to the @Vikings and @AmericanCancer for working to defeat #LungCancer. https://t.co/V8sGFolgTw,920400033413062656,1055685948,USRepRickNolan,2017-10-17T21:24:02.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['policy', 'health']","['A2Q1YS118AO2BP', 'ABY1RK8H6HC8C']"
frames_tweets17_170,policy,Will be joining @POTUS in the Oval Office soon for the signing of our legislation to stop the SPR. Watch here https://t.co/di8MqbUJSr #jobs,832308175332323328,240427862,RepMcKinley,2017-02-16T19:18:27.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['morality', 'policy']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_171,law,"2/3""Law enforcement must be fully supported in their efforts to identify those responsible and hold those perpetrators accountable.""",839179091278458880,233737858,SenRonJohnson,2017-03-07T18:21:01.000Z,1.0,1.0,"law and order, crime and justice","law and order, crime and justice",True,1.0,"['health', 'law']","['A2Q1YS118AO2BP', 'A3GUJ6JD25FX7O']"
frames_tweets17_172,economic,"I'm urging @POTUS to modernize #NAFTA by improving areas like market access, energy exports &amp; intellectual property and e-commerce. We also must preserve beneficial aspects that have resulted in 14M jobs, $1.3T in trade &amp; huge increase in #ag exports.
https://t.co/XYRKxrjYtohttps://t.co/mfEkZm9V2G",958733368593735680,5558312,JohnBoozman,2018-01-31T16:07:02.000Z,1.0,1.0,economic,economic,True,1.0,"['external', 'health']","['A2K42UNG7KJJFW', 'A2Q1YS118AO2BP']"
frames_tweets17_173,economic,How Congress And Trump Can Reform Taxes To Put America First https://t.co/Oy0ZJBjflC,823620857197117440,88784440,SenMikeLee,2017-01-23T19:58:09.000Z,1.0,1.0,economic,economic,True,1.0,"['political', 'health']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_174,health,Grateful for the service of these Ohioans - and thinking of those in #HurricaneHarvey's path.  Stay safe. https://t.co/oy0EomeFB0,901166518314119168,43910797,SenSherrodBrown,2017-08-25T19:36:55.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['security', 'health']","['A2Q1YS118AO2BP', 'A37WXDYYT7RCZ0']"
frames_tweets17_175,law,"#NunesMemo irrelevant to the credibility of Mueller and investigation of Trump collusion says Ryan “This memo is not an indictment of the FBI, of the Department of Justice. It does not impugn Mueller’s Russia investigation or the deputy attorney general.”",959487778668064768,30216513,BradSherman,2018-02-02T18:04:47.000Z,1.0,1.0,"law and order, crime and justice","law and order, crime and justice",True,1.0,"['fairness', 'political']","['A2Q1YS118AO2BP', 'A2YYQJ3JWA2KGD']"
frames_tweets17_176,economic,"New Jersey has more than 22,000 #DACA recipients. Deporting them would cost New Jersey nearly $1.6 billion in annual GDP",922880238329012224,247334603,SenatorDurbin,2017-10-24T17:39:29.000Z,1.0,1.0,economic,economic,True,1.0,"['constitutionality', 'capacity']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_177,policy,I'm leading a bipartisan effort to approve more visas for Afghans who helped the US mission. This is very urgent: https://t.co/iP8QygKsSP,855463289870012416,109287731,SenatorShaheen,2017-04-21T16:48:36.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['security', 'security']","['A2Q1YS118AO2BP', 'ABY1RK8H6HC8C']"
frames_tweets17_178,health,"#SoFla folks whose property was damaged by #HurricaneIrma have 2 more days 2 apply 4 federal disaster assistance from @fema and @SBAgov. Find a Disaster Recovery Center 2 apply by Friday, 11/24: https://t.co/zSMwlmEyqA",933429607918985216,14275291,RosLehtinen,2017-11-22T20:18:55.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['quality', 'morality']","['A18DUG8EA8Y766', 'A2Q1YS118AO2BP']"
frames_tweets17_179,constitutionality,"50+ Congresspeople, incl @sethmoulton, urged Sec. Mattis and Chairman Dunford not to comply with @POTUS unconstitutional #transgender ban. https://t.co/9iM1UxCUEz",893529287554412545,3091316093,RepMoulton,2017-08-04T17:49:17.000Z,1.0,1.0,constitutionality and jurisprudence,constitutionality and jurisprudence,True,1.0,"['political', 'capacity']","['A18DUG8EA8Y766', 'A2Q1YS118AO2BP']"
frames_tweets17_180,political,Today has been a disgraceful day. It is also an accountability day for Republicans. How much of this un-American nonsense will they tolerate?,1019013692158029825,242555999,SenWhitehouse,2018-07-17T00:19:31.000Z,1.0,1.0,political,political,True,1.0,"['fairness', 'fairness']","['A2Q1YS118AO2BP', 'A2YYQJ3JWA2KGD']"
frames_tweets17_181,health,"During #NationalSchoolWalkout our students are leading the way- telling the nation that they are not going to tolerate inaction anymore. I wholeheartedly support their peaceful protests. As leaders we have a clear choice: either work to prevent gun violence, or get out of the way",987397050194161669,140519774,rosadelauro,2018-04-20T18:26:16.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['policy', 'public']","['A2Q1YS118AO2BP', 'A2YYQJ3JWA2KGD']"
frames_tweets17_182,health,My heart goes out to all of the families and victims of last night’s horrific shooting in California where 12 people were killed including a police officer. We are not powerless to stop this carnage. Congress must act to pass common sense gun legislation. https://t.co/Ep2yareuHF,1060534705056071680,2167097881,SenBooker,2018-11-08T14:09:12.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['political', 'law']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_183,morality,Horrific news out of San Antonio this weekend. We must do everything we can to put an end to this modern day slavery https://t.co/FZ7zW0DxaP,889485905496616960,24735461,PeteSessions,2017-07-24T14:02:20.000Z,1.0,1.0,morality,morality,True,1.0,"['other', 'morality']","['A23WTODPHXZ68Y', 'A36H3PO6JZD414']"
frames_tweets17_184,other,Congrats to #Arizona's @cohootsphx on being named one of the top coworking spaces in the country! https://t.co/bQq15Axsao,869969631959810048,1080844782,SenatorSinema,2017-05-31T17:31:38.000Z,1.0,1.0,other,other,True,1.0,"['other', 'constitutionality']","['A18DUG8EA8Y766', 'A2Q1YS118AO2BP']"
frames_tweets17_185,security,"An American hero from #Tampa, who gave his life in service of America will be honored through the renaming of the #TownNCountry post office: #USAF Major Andreas O’Keefe was killed on a helicopter mission in Iraq last March. (1/3) https://t.co/JIyy6pE6j0",1075067808508248064,1880674038,USRepKCastor,2018-12-18T16:38:33.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['security', 'security']","['A2Q1YS118AO2BP', 'A38DC3BG1ZCVZ2']"
frames_tweets17_186,economic,Amendment by @RepJerryNadler would require #ATC corporation to pay fair market value for transfer of assets #DontPrivatizeOurSkies https://t.co/aLVe3Hh374,879777853792952320,404132211,RepRickLarsen,2017-06-27T19:06:00.000Z,1.0,1.0,economic,economic,True,1.0,"['fairness', 'fairness']","['A18DUG8EA8Y766', 'A2Q1YS118AO2BP']"
frames_tweets17_187,economic,Your children and grandchildren will be forced to pay off $1.5 trillion in debt.,923661162142674944,18137749,ChrisVanHollen,2017-10-26T21:22:36.000Z,1.0,1.0,economic,economic,True,1.0,"['constitutionality', 'economic']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_188,policy,Important!  Fed judge orders reunification of families.  Trump/GOP family separation policy is dark chapter. Congress should have acted immediately to reunite kids w parents &amp; provide oversight but dysfunction reigns in GOP-controlled Congress https://t.co/oRphF757ba,1011949014273658880,1880674038,USRepKCastor,2018-06-27T12:27:00.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['political', 'policy']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_189,health,"Tessa Johnson from Dickinson is a nurse @SanfordHealth &amp; the President of the ND Nurse Assoc. We discussed what nurses need to keep our families healthy, &amp; ways to encourage more folks to consider a career in nursing so we can eliminate the shortage of nurses in rural America. https://t.co/8EPl2P2Orw",1009956634892750848,1061029050,SenatorHeitkamp,2018-06-22T00:30:00.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['constitutionality', 'health']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_190,external,".@SenToddYoung &amp; I are calling on the admin to end U.S. air refueling of Saudi coalition aircraft in Yemen. With 14 million Yemenis on the verge of starvation, the U.S. must send a clear message that we expect Saudi Arabia to engage in negotiations to end the civil war.",1061001438418161665,109287731,SenatorShaheen,2018-11-09T21:03:50.000Z,1.0,1.0,external regulation and reputation,external regulation and reputation,True,1.0,"['quality', 'external']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_191,other,Enjoyed the opportunity to visit with many of our #VA10 Indian American constituents at the American Telugu Association's Women's Day celeb. https://t.co/XTZjCZ53SR,846399251244617729,2933760046,RepComstock,2017-03-27T16:31:21.000Z,1.0,1.0,other,other,True,1.0,"['policy', 'fairness']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_192,economic,"Reuters: The number of Americans filing new claims for unemployment aid fell to near a 49-year low last week and private payrolls rose steadily in August, pointing to sustained labor market strength that should continue to underpin economic growth. https://t.co/cyUK5SDpDP #VA10",1037714986322280448,2933760046,RepComstock,2018-09-06T14:51:47.000Z,1.0,1.0,economic,economic,True,1.0,"['cultural', 'economic']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_193,other,Prayers to my dear friend @SteveScalise &amp;all injured after this morning's horrific shooting.Thinking of their families in this shocking time,874978368948760576,1074101017,SusanWBrooks,2017-06-14T13:14:34.000Z,1.0,1.0,other,other,True,1.0,"['policy', 'health']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_194,economic,"From @taxfoundation: #TaxReform means 39,673 new jobs &amp; $2,683 after-tax income increase for middle-class families. https://t.co/0MkQ71QgUU",927976011207241728,41417564,RepSmucker,2017-11-07T19:08:16.000Z,1.0,1.0,economic,economic,True,1.0,"['law', 'economic']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_195,constitutionality,"Almost exactly one year ago, millions of Americans joined the Women’s March in support of shared values - including access to safe, affordable health care services. We stood together then, and we stand together now against this disgraceful assault on our Constitutional rights.",954437161901875200,278124059,SenBlumenthal,2018-01-19T19:35:26.000Z,1.0,1.0,constitutionality and jurisprudence,constitutionality and jurisprudence,True,1.0,"['security', 'health']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_196,security,My bill is supported by @JCCA @AbqJCC @AIPAC @jstreetdotorg. The increase in Jewish Community Center bomb threats must not be tolerated.,836641765063077890,1099199839,MartinHeinrich,2017-02-28T18:18:35.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['health', 'security']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_197,fairness,“There have been many times that I walk into a room and I am the only women there. It starts at the top.” @PGinABQ,971790813343629312,1061385474,RepLujanGrisham,2018-03-08T16:52:39.000Z,1.0,1.0,fairness and equality,fairness and equality,True,1.0,"['fairness', 'constitutionality']","['A2IOT3PCS9G5RK', 'A2Q1YS118AO2BP']"
frames_tweets17_198,external,RT if you agree → It's time to rebuild our partnership with #Israel and reaffirm our commitment to her security. https://t.co/Zp7iSVmWAJ,817137597969469441,18916432,SpeakerRyan,2017-01-05T22:35:59.000Z,1.0,1.0,external regulation and reputation,external regulation and reputation,True,1.0,"['security', 'quality']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_199,other,Congrats to @UNM and @UNMengineering on the Center’s completion! https://t.co/Epq0PY2ZBs,969357195555913728,1061385474,RepLujanGrisham,2018-03-01T23:42:19.000Z,1.0,1.0,other,other,True,1.0,"['fairness', 'other']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_200,health,"Washington let funding lapse for community health centers last September and now health care for Wisconsin is threatened. That’s not right. 
It’s time to get to work and do right by Wisconsin families. https://t.co/TpM9JMcO14https://t.co/PxwaQbyhp8",950445753264087046,1074518754,SenatorBaldwin,2018-01-08T19:15:00.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['external', 'health']","['A2Q1YS118AO2BP', 'A3CFNUD7VR2E1E']"
frames_tweets17_201,political,"No, @realDonaldTrump. You said you would sign whatever Congress proposed, and then you came out against every reasonable bipartisan compromise. You won’t stand up for #Dreamers, but we will. https://t.co/mkvEPEKZmj",980896201234149378,236279233,NormaJTorres,2018-04-02T19:54:13.000Z,1.0,1.0,political,political,True,1.0,"['capacity', 'fairness']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_202,policy,An insurance policy is only as good as its terms. Cheap health care policies with few benefits or many exclusions are bad. #ProtectOurCare,885609947215605761,235373000,RepHanabusa,2017-07-13T21:20:39.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['constitutionality', 'health']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_203,political,"In Virginia House of Delegates, control is evenly split. Power of organizing! https://t.co/YMdviwFXZG",943267747282214912,14135426,keithellison,2017-12-19T23:52:10.000Z,1.0,1.0,political,political,True,1.0,"['capacity', 'political']","['A2Q1YS118AO2BP', 'A3CFNUD7VR2E1E']"
frames_tweets17_204,security,On #PurpleHeartDay we honor those Americans who bravely defended our freedom and liberty.,1026975022802497539,22545491,KenCalvert,2018-08-07T23:35:00.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['security', 'external']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_205,policy,Speaking now @FSCDems hearing raising concerns about the Financial CHOICE Act of 2017 #WrongCHOICEAct https://t.co/G6YXf2spZr,857268457414553600,310310133,RepStephenLynch,2017-04-26T16:21:42.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['fairness', 'policy']","['A2Q1YS118AO2BP', 'A37WXDYYT7RCZ0']"
frames_tweets17_206,other,"Bob McNair gave much to the city of Houston and to the State of Texas. We mourn his passing as we thank him for his contributions. My deepest sympathy to his wife, children and family",1066713253236101120,80612021,JacksonLeeTX18,2018-11-25T15:20:32.000Z,1.0,1.0,other,other,True,1.0,"['other', 'fairness']","['A2HESXT4DAGASU', 'A2Q1YS118AO2BP']"
frames_tweets17_207,health,I was thrilled to meet the team @oakleyhomemods yesterday and tour their #Narragansett facility to learn more about how they create accessible home solutions for seniors and people with #disabilities in #RI and across the region. https://t.co/9zFLTMsnEg,1074030554675363840,18909919,JimLangevin,2018-12-15T19:56:53.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['public', 'security']","['A2JPOXYZM5AJZZ', 'A2Q1YS118AO2BP']"
frames_tweets17_208,law,"American victims of terrorism like the Sokolow family deserve the opportunity to seek justice, regardless of where the attacks take place. The Anti-Terrorism Clarification Act will allow them to do that. https://t.co/SjKbJhK6DN",1021519980465217538,2970462034,RepKathleenRice,2018-07-23T22:18:36.000Z,1.0,1.0,"law and order, crime and justice","law and order, crime and justice",True,1.0,"['security', 'external']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_209,political,"Congratulations to my friend, colleague and fellow New Yorker @RepJeffries. He was elected Chair of our Democratic Caucus in the House of Representatives. A very talented hard working member who will do a great job for the house and for our country.",1067869474936754177,33563161,RepJoseSerrano,2018-11-28T19:54:57.000Z,1.0,1.0,political,political,True,1.0,"['constitutionality', 'political']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_210,health,"RT if you agree – we should be IMPROVING our health care system, not destroying it",911291090787069952,15324851,ChrisCoons,2017-09-22T18:08:21.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['policy', 'health']","['A2Q1YS118AO2BP', 'A2YYQJ3JWA2KGD']"
frames_tweets17_211,other,Congratulations to my friend &amp; colleague @RepSteveStivers on his promotion to Brigadier General in the @OHNationalGuard. ,857306026722373632,13491312,RepTimRyan,2017-04-26T18:50:59.000Z,1.0,1.0,other,other,True,1.0,"['policy', 'other']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_212,economic,Manufacturing makes up one-tenth of the U.S. economy. I’m proud to celebrate #MFGDay17 and NY’s manufacturing industry! https://t.co/R8SMotgeru,916285555104731136,252819323,TomReedNY23,2017-10-06T12:54:34.000Z,1.0,1.0,economic,economic,True,1.0,"['capacity', 'economic']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
frames_tweets17_213,other,Honored to join so many from throughout our community to recognize and celebrate the life and legacy of Dr. King at King Solomon Missionary Baptist Church today. #MLKDay https://t.co/MBKDavITxX,953007726375985157,384913290,RepJohnYarmuth,2018-01-15T20:55:22.000Z,1.0,1.0,other,other,True,1.0,"['political', 'cultural']","['A2Q1YS118AO2BP', 'ACDX50KGPE97I']"
frames_tweets17_214,health,"In light of the health-care bill stalling and the concerns raised in my town hall meetings, I was struck by the... https://t.co/3mHxxonlct",852256145335037953,1499993378,RepSanfordSC,2017-04-12T20:24:33.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['security', 'health']","['A2Q1YS118AO2BP', 'A37WXDYYT7RCZ0']"
frames_tweets17_215,health,"We need to restore accountability within the VA. Our country’s veterans deserve the absolute best care possible. We will be working with the VA to see that appropriate changes are made to ensure this doesn't happen again.
https://t.co/lCl6KbQdvp",973629479892348929,252819323,TomReedNY23,2018-03-13T18:38:51.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['health', 'constitutionality']","['A2HESXT4DAGASU', 'A2Q1YS118AO2BP']"
frames_tweets17_216,external,"Make no mistake...Trump-Russia probe was launched, bc @RealDonaldTrump won GOP nomination for Pres. It's clear why DOJ/FBI didn't want to turn over memo opening the investigation. They didn't come up w/ a sufficient alternative justification to start the probe.",984520111489998848,2750127259,RepLeeZeldin,2018-04-12T19:54:20.000Z,1.0,1.0,external regulation and reputation,external regulation and reputation,True,1.0,"['security', 'law']","['A2Q1YS118AO2BP', 'A2WGW5Y3ZFBDEC']"
