id,text,ground_truth,date,source,type
misinfo_973,The nurse who fainted after receiving the pfizer vaccine died,Misinformation,2020-12-21,Facebook,covid
misinfo_974,"Ugur Sahin, director of Biontech, said in a TV interview that his employees will not be vaccinated because they must be able to work. The interview was deleted afterwards",Misinformation,2020-12-22,Facebook,covid
misinfo_975,A family friend of prominent playwright Ratnakar Matkari said he was infected with coronavirus through outside mild packages.,Misinformation,2020-05-20,Facebook,covid
misinfo_976,"Masks will kill quite a few people, it's well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.",Misinformation,2020-11-30,Facebook,covid
misinfo_977,A picture showing dead Italian doctors in an operating theater after succumbing to COVID-19.,Misinformation,2020-03-25,Facebook,covid
misinfo_978,This is a map of India redesigned by an American CEO where he marked the Indian states population which is almost equal to population of some of the countries. He tried to explain to his employees that India is indirectly handling COVID-19 situation of so many countries.,Misinformation,2020-04-15,Facebook,covid
misinfo_979,MMS can be very effective in both preventing and eradicating the coronavirus.,Misinformation,2020-01-29,Facebook,covid
misinfo_980,"Doctors give their backs to So Paulo's mayor, Bruno Covas, as protest against quarantine measures.",Misinformation,2020-05-20,Facebook,covid
misinfo_981,The roll-out of 5G is causing coronavirus or coronavirus-like symptoms.,Misinformation,2020-01-26,Facebook,covid
misinfo_982,Demon creature flying above a church in Italy.,Misinformation,2020-03-26,Facebook,covid
misinfo_983,Bill Gates has ordered the global COVID-19 pandemic.,Misinformation,2020-05-11,Facebook,covid
misinfo_984,A Sri Lankan girl finds a cure for coronavirus.,Misinformation,2020-02-04,Facebook,covid
misinfo_985,"Salim Mattar, owner of Localiza (Brazilian rental car company) criticizes COVID-19 related lockdown measures.",Misinformation,2020-04-06,Facebook,covid
misinfo_986,Industrialist Ratan Tata stated that 2020 is the year to survive and not to worry about profits and losses.,Misinformation,2020-05-04,Facebook,covid
misinfo_987,Man collapses and dies on the road due to the novel coronavirus.,Misinformation,2020-05-14,Facebook,covid
misinfo_988,Four patients infected with the coronavirus are hospitalized in Sri Lanka.,Misinformation,2020-03-01,Facebook,covid
misinfo_989,Black people are more resistant to COVID-19.,Misinformation,2020-02-12,Facebook,covid
misinfo_990,CDC warns people that morel mushroom increases coronavirus risk by 200%.,Misinformation,2020-03-16,Facebook,covid
misinfo_991,Indian Singer Kanika Kapoor was treated in Mumbai Wockhardt Hospital for COVID-19; the hospital was shut down as staff got infected.,Misinformation,2020-04-08,Facebook,covid
misinfo_992,White South Africans have been banned from receiving government aid during the coronavirus pandemic.,Misinformation,2020-05-11,Facebook,covid
misinfo_993,"In two weeks, 97,000 students in India were infected with COVID-19 after which the Education Ministry decided that schools and colleges will open in 2021 only.",Misinformation,2020-08-21,Facebook,covid
misinfo_994,"Last week, the Valle del Lili Foundation in Cali summoned a press conference to speak about a ""Treatment of infection with coronavirus (COVID-19)."" It was ""a treatment option through two medications such as: Hydroxychloroquine and Azithromycin, which can rapidly decrease the growth and expansion of the virus in the patient, decrease the possibility of serious illness or respiratory failure, as well as the possibility of contagion to others,"" according to the press release.",Misinformation,2020-03-29,Facebook,covid
misinfo_995,You can find out if you have COVID-19 by simply holding your breath,Misinformation,2020-09-07,Facebook,covid
misinfo_996,Goodwill laid off all employees due to COVID-19.,Misinformation,2020-04-02,Facebook,covid
misinfo_997,COVID-19 vaccination will deteriorate the health of doctors.,Misinformation,2020-11-28,Facebook,covid
misinfo_998,"A microphone accidentally turned on in the White House recorded a discussion between journalists, revealing the whole truth about the new coronavirus.",Misinformation,2020-05-20,Facebook,covid
misinfo_999,janice dean 's 10-year old is going to shave his head to raise money for @stbaldricks and childhood cancer research.,Misinformation,2019-04-07,twitchy.com,cancer
misinfo_1000,pancreatic cancer sucks healthcare before it 's news.,Misinformation,2018-03-18,beforeitsnews.com,cancer
misinfo_1001,revolutionary new cancer vaccine cures 97 of tumors in mice.,Misinformation,2018-03-30,breitbart.com,cancer
misinfo_1002,chemotherapy is not answer to cancer.,Misinformation,2016-09-26,worldtruth.tv,cancer
misinfo_1003,cure to cancer proof illuminati is suppressing.,Misinformation,2016-08-24,worldtruth.tv,cancer
misinfo_1004,eating nuts increases survival in colon cancer patients.,Misinformation,2018-04-02,naturalnews.com,cancer
misinfo_1005,b17 biggest cover up in history of cancer ?.,Misinformation,2016-11-09,collective-evolution.com,cancer
misinfo_1006,powerful anti cancer compound in red onions found to destroy cancer tumors.,Misinformation,2017-06-18,naturalnews.com,cancer
misinfo_1007,cancer cancer everywhere but not in presidential suite.,Misinformation,2017-01-04,humansarefree.com,cancer
misinfo_1008,red onions found to fight cancer more powerfully than yellow or white onions.,Misinformation,2017-07-27,naturalnews.com,cancer
misinfo_1009,research confirms healing potential of monk fruit on cancer patients.,Misinformation,2019-02-06,naturalnews.com,cancer
misinfo_1010,eating more antioxidant rich foods can reduce your risk of kidney cancer by 32 %.,Misinformation,2019-01-02,naturalnews.com,cancer
misinfo_1011,as scientists inch closer to fighting cancer with nanobots would you embrace having programmable robots in your bloodstream ?.,Misinformation,2018-01-06,naturalnews.com,cancer
misinfo_1012,promising candidate for colorectal cancer cure may be in this tcm capsule.,Misinformation,2018-10-17,naturalnews.com,cancer
misinfo_1013,i hope he dies right now john mccain returns to senate following cancer diagnosis begins triggering.,Misinformation,2017-07-25,twitchy.com,cancer
misinfo_1014,cancer cure. israel scientists may have found it.,Misinformation,2019-01-28,wnd.com,cancer
misinfo_1015,cannabis is effective alternative option for palliative treatment of cancer patients.,Misinformation,2019-03-06,naturalnews.com,cancer
misinfo_1016,cycling commuters have lower rates of heart disease and cancer health before it 's news.,Misinformation,2017-04-22,beforeitsnews.com,cancer
misinfo_1017,aster herb found to inhibit growth of cancer cells.,Misinformation,2019-01-13,naturalnews.com,cancer
misinfo_1018,cancer radiation treatment claims proven false new study proves higher doses do not improve survival in prostate cancer patients.,Misinformation,2018-04-10,naturalnews.com,cancer
misinfo_1019,cancer detection pen spots cancer chemicals in seconds.,Misinformation,2019-02-18,naturalnews.com,cancer
misinfo_1020,107 cancer papers retracted due to peer review fraud opinion conservative before it 's news.,Misinformation,2017-04-23,beforeitsnews.com,cancer
misinfo_1021,nanomachines drill into cancer cells kill them in 60 seconds.,Misinformation,2017-01-01,wnd.com,cancer
misinfo_1022,supercharge your blood to combat cancer.,Misinformation,2016-09-07,naturalnews.com,cancer
misinfo_1023,casino mogul gop donor adelson getting treatment for cancer.,Misinformation,2019-03-01,breitbart.com,cancer
misinfo_1024,breast cancer toll plummets 40 %.,Misinformation,2017-01-01,wnd.com,cancer
misinfo_1025,biological proof that singing benefits cancer patients.,Misinformation,2019-01-29,naturalnews.com,cancer
misinfo_1026,3 m named in massive contamination scheme that allegedly caused widespread cancer.,Misinformation,2017-11-30,dcclothesline.com,cancer
misinfo_1027,metaphysical cause of cancer.,Misinformation,2017-06-21,humansarefree.com,cancer
misinfo_1028,man cures bladder cancer with cannabis oil and essiac tea after refusing chemo.,Misinformation,2019-05-03,humansarefree.com,cancer
misinfo_1029,moxibustion is effective alternative cancer treatment according to study.,Misinformation,2019-02-05,naturalnews.com,cancer
misinfo_1030,easier detection of lung cancer tumors on horizon veterans today military foreign affairs policy journal for clandestine services.,Misinformation,2019-01-03,veteranstoday.com,cancer
misinfo_1031,republican congressman cancer patients should use emergency room.,Misinformation,2017-05-04,occupydemocrats.com,cancer
misinfo_1032,fda is cancer lewrockwell.,Misinformation,2017-06-23,lewrockwell.com,cancer
misinfo_1033,most cancer is caused by processed food and toxic ingredients new study confirms.,Misinformation,2017-08-13,naturalnews.com,cancer
misinfo_1034,are walnuts key to fighting prostate cancer. researchers think so.,Misinformation,2017-03-14,naturalnews.com,cancer
misinfo_1035,strategies to prevent cancer lewrockwell.,Misinformation,2017-01-17,lewrockwell.com,cancer
misinfo_1036,daaaaayum. cancer patient mocked by samantha bee responds with perfect statement.,Misinformation,2017-03-10,twitchy.com,cancer
misinfo_1037,bile duct cancer epidemiology and market analysis 2016 with forecast to 2023 health before it 's news.,Misinformation,2016-11-30,beforeitsnews.com,cancer
misinfo_1038,landmark study shows half of cancer patients are killed by chemo not cancer.,Misinformation,2016-09-04,dcclothesline.com,cancer
misinfo_1039,stop prostate cancer dead in its tracks by eating apples and grapes reveals new research.,Misinformation,2017-09-08,naturalnews.com,cancer
misinfo_1040,lifesaving pet cancer docu series begins in two days ... see all episodes here.,Misinformation,2018-04-02,naturalnews.com,cancer
misinfo_1041,big pharma conspired to destroy supply of life saving cancer drugs by putting profit before people.,Misinformation,2017-04-23,naturalnews.com,cancer
misinfo_1042,chemical death of cancer cells creates inflammation which feeds cancer growth yet another study links chemotherapy to spread of cancer health before it 's news.,Misinformation,2018-01-19,beforeitsnews.com,cancer
misinfo_1043,update on my husbands cancer treatment 05/19/19.,Misinformation,2019-05-19,gulagbound.com,cancer
misinfo_1044,vitamin c breakthrough discovery low cost nutrient halts growth of cancer stem cells ... 1000 more effective than cancer drug ... peer reviewed science confirms powerful effects.,Misinformation,2017-03-22,naturalnews.com,cancer
misinfo_1045,woman awarded 29 million in johnson johnson baby powder cancer case.,Misinformation,2019-03-17,naturalnews.com,cancer
misinfo_1046,california court ruling could force coffee shops to include cancer warnings.,Misinformation,2018-03-30,theblaze.com,cancer
misinfo_1047,10 surprising places adhd cancer causing food dyes hide.,Misinformation,2018-03-20,collective-evolution.com,cancer
misinfo_1048,cancer and chronic disease you make it better or worse depending on what you eat according to yet another study.,Misinformation,2019-02-10,naturalnews.com,cancer
misinfo_1049,cancer patients live 4x longer by refusing chemotherapy 25 years of research.,Misinformation,2016-12-22,humansarefree.com,cancer
misinfo_1050,plums can prevent colon cancer cells from spreading study.,Misinformation,2019-07-03,naturalnews.com,cancer
misinfo_1051,one fruit ranks as best cancer fighting food alternative before it 's news.,Misinformation,2017-01-11,beforeitsnews.com,cancer
misinfo_1052,breast cancer awareness neglects key factor for prevention health before it 's news.,Misinformation,2017-02-21,beforeitsnews.com,cancer
misinfo_1053,anesthesia for cancer surgery leaves patient with two day erection followed by permanent erectile dysfunction.,Misinformation,2017-06-09,naturalnews.com,cancer
misinfo_1054,coralberry natural treatment for eye cancer.,Misinformation,2019-08-19,naturalnews.com,cancer
misinfo_1055,boron trace mineral found to be potent cancer preventing substance.,Misinformation,2018-05-03,naturalnews.com,cancer
misinfo_1056,6 ways you put yourself at risk for skin cancer alternative before it 's news.,Misinformation,2017-06-15,beforeitsnews.com,cancer
misinfo_1057,your natural guide to healthy living after breast cancer.,Misinformation,2018-06-01,naturalnews.com,cancer
misinfo_1058,340b crony capitalism makes cancer treatment more expensive.,Misinformation,2017-05-02,redstate.com,cancer
misinfo_1059,joe biden just asked trump to fight cancer and got nasty response.,Misinformation,2017-05-04,occupydemocrats.com,cancer
misinfo_1060,double your risk of stomach cancer with acid reflux drugs study claims.,Misinformation,2017-11-27,naturalnews.com,cancer
misinfo_1061,over counter cancer cure you re not supposed to know about.,Misinformation,2016-12-11,humansarefree.com,cancer
misinfo_1062,truth about cancer and essential oils what no oncologist will tell you.,Misinformation,2017-11-28,humansarefree.com,cancer
misinfo_1063,cures cripple profits cancer deaths of john mccain ted kennedy expose total failure of pharma controlled cancer industry.,Misinformation,2018-08-29,dcclothesline.com,cancer
misinfo_1064,like you are to fox geraldo rivera calls russia cancer on trump presidency.,Misinformation,2017-02-15,twitchy.com,cancer
misinfo_1065,why is this hidden from public top 10 causes of cancer that we use daily alternative before it 's news.,Misinformation,2016-07-31,beforeitsnews.com,cancer
misinfo_1066,coffee may come with cancer warning in california.,Misinformation,2018-01-01,wnd.com,cancer
misinfo_1067,california court rules coffee needs cancer warning label.,Misinformation,2018-03-30,redstate.com,cancer
misinfo_1068,how to protect yourself against cancer with food health before it 's news.,Misinformation,2016-08-15,beforeitsnews.com,cancer
misinfo_1069,light therapy found to destroy prostate cancer in new clinical trial.,Misinformation,2019-03-27,naturalnews.com,cancer
misinfo_1070,vitamin d deficiency reduces breast cancer survival health before it 's news.,Misinformation,2017-01-13,beforeitsnews.com,cancer
misinfo_1071,comparing prognostic breast cancer tests healthcare before it 's news.,Misinformation,2018-02-16,beforeitsnews.com,cancer
misinfo_1072,why is fact that everything causes cancer being ignored. video health before it 's news.,Misinformation,2017-03-05,beforeitsnews.com,cancer
misinfo_1073,glyphosate colorectal cancer in young adults.,Misinformation,2019-08-24,collective-evolution.com,cancer
misinfo_1074,hero who helped evacuate hundreds on 9/11 dies of cancer.,Misinformation,2018-03-19,redstate.com,cancer
misinfo_1075,study cigarettes are behind shocking 30 of cancer deaths health before it 's news.,Misinformation,2017-06-02,beforeitsnews.com,cancer
misinfo_1076,liver cancer death is now fastest growing cancer threat in united states new report health before it 's news.,Misinformation,2017-08-18,beforeitsnews.com,cancer
misinfo_1077,researcher discovers new non toxic approach to cancer management alternative before it 's news.,Misinformation,2018-03-15,beforeitsnews.com,cancer
misinfo_1078,common vitamins prevent breast cancer recurrence health before it 's news.,Misinformation,2017-01-29,beforeitsnews.com,cancer
misinfo_1079,elephants provide clues to cancer resistance science and technology before it 's news.,Misinformation,2018-04-01,beforeitsnews.com,cancer
misinfo_1080,researchers have known for decades that cannabis kills cancer cells ... yet cover up continues.,Misinformation,2017-01-30,naturalnews.com,cancer
misinfo_1081,is cryotherapy beneficial for cancer prevention. health before it 's news.,Misinformation,2017-03-18,beforeitsnews.com,cancer
misinfo_1082,meghan mccain gives heart wrenching cancer update on her father america prays.,Misinformation,2017-08-21,bipartisanreport.com,cancer
misinfo_1083,third of cancer cases are related to obesity and dietary choices.,Misinformation,2018-04-29,naturalnews.com,cancer
misinfo_1084,cancer revolution helpful program to reverse and prevent cancer health before it 's news.,Misinformation,2018-01-08,beforeitsnews.com,cancer
misinfo_1085,cancer dementia heart disease three more reasons to maintain excellent oral health.,Misinformation,2019-08-17,naturalnews.com,cancer
misinfo_1086,next asbestos. carbon nanotubes used in manufacturing linked with cancer risk.,Misinformation,2019-02-18,naturalnews.com,cancer
misinfo_1087,hundreds of scientists issue joint warning about cancer causing effects of wifi bluetooth and wireless communications.,Misinformation,2019-03-24,naturalnews.com,cancer
misinfo_1088,5 foods that fight cancer.,Misinformation,2017-06-18,humansarefree.com,cancer
misinfo_1089,stage-3 myeloma cancer completely eliminated with turmeric supplement british medical journal.,Misinformation,2018-01-04,naturalnews.com,cancer
misinfo_1090,landmark study shows half of cancer patients are killed by chemo not cancer alternative before it 's news.,Misinformation,2016-09-06,beforeitsnews.com,cancer
misinfo_1091,esophageal cancer market analysis 2016 epidemiology etiology path physiology symptoms diagnosis disease management and forecast 2023 health before it 's news.,Misinformation,2016-10-14,beforeitsnews.com,cancer
misinfo_1092,trump cancer survivor grace eline great inspiration to everyone '.,Misinformation,2019-02-06,breitbart.com,cancer
misinfo_1093,strawberries contain powerful anti cancer medicines and have now been scientifically shown to prevent breast cancer.,Misinformation,2017-05-01,naturalnews.com,cancer
misinfo_1094,intake of turmeric(4 to discover 17 more incredible medical benefits and optimal health according to cancer perspective health before it 's news.,Misinformation,2018-03-16,beforeitsnews.com,cancer
misinfo_1095,curing cancer with holistic medicine. alternative before it 's news.,Misinformation,2017-01-19,beforeitsnews.com,cancer
misinfo_1096,carnosine inhibits migration of colorectal cancer cells study.,Misinformation,2019-12-03,naturalnews.com,cancer
misinfo_1097,cancer busting myths part 1 mysterious cancer microbe alternative before it 's news.,Misinformation,2018-02-15,beforeitsnews.com,cancer
misinfo_1098,coconut oil kills 93 of colon cancer cells in only 2 days according to new study.,Misinformation,2019-06-04,humansarefree.com,cancer
misinfo_1099,warning over burnt toast chemical acrylamides cancer risk health before it 's news.,Misinformation,2017-01-23,beforeitsnews.com,cancer
misinfo_1100,cells dripped into brain help man fight deadly cancer.,Misinformation,2016-12-29,breitbart.com,cancer
misinfo_1101,acupuncture at these specific points alleviates pain in cancer patients.,Misinformation,2018-11-07,naturalnews.com,cancer
misinfo_1102,flame retardant linked to common type of thyroid cancer study says health before it 's news.,Misinformation,2017-06-29,beforeitsnews.com,cancer
misinfo_1103,living in country reduces risk of dying from cancer by 29 %.,Misinformation,2017-08-14,infowars.com,cancer
misinfo_1104,diet rich in nuts like almonds is found to drastically improve colon cancer survival.,Misinformation,2019-03-06,naturalnews.com,cancer
misinfo_1105,400k in taxpayer funds to study cancer screening in trans latinos.,Misinformation,2019-10-31,breitbart.com,cancer
misinfo_1106,new plasma physics allow processing of cancer and tumors. alternative before it 's news.,Misinformation,2017-04-04,beforeitsnews.com,cancer
misinfo_1107,demint obamacare is cancer on america 's healthcare system.,Misinformation,2017-02-24,breitbart.com,cancer
misinfo_1108,imugene granted canadian patent for proprietary cancer vaccine financial markets before it 's news.,Misinformation,2017-07-21,beforeitsnews.com,cancer
misinfo_1109,meghan mccain releases emotional statement after her father 's cancer diagnosis.,Misinformation,2017-07-19,bipartisanreport.com,cancer
misinfo_1110,another large study links cancer to vitamin d levels.,Misinformation,2018-03-23,govtslaves.info,cancer
misinfo_1111,4 medicinal mushrooms that fight cancer alternative before it 's news.,Misinformation,2017-01-21,beforeitsnews.com,cancer
misinfo_1112,cancer patient speaks out about devastating effects monsantos roundup has had on her life eu before it 's news.,Misinformation,2017-05-22,beforeitsnews.com,cancer
misinfo_1113,prebiotics and probiotics offer one two punch for keeping cancer at bay.,Misinformation,2019-11-04,naturalnews.com,cancer
misinfo_1114,cancer aids and vaccinations lewrockwell.,Misinformation,2017-01-09,lewrockwell.com,cancer
misinfo_1115,"full frontal with samantha bee mocks cancer patient for nazi hair "". ",Misinformation,2017-03-09,redstate.com,cancer
misinfo_1116,long time cancer nurse quits after discovering nutrition and natural therapy heals cancer.,Misinformation,2017-03-04,humansarefree.com,cancer
misinfo_1117,dem rep. cohen trump is cancer on country.,Misinformation,2019-03-10,breitbart.com,cancer
misinfo_1118,are government sanctioned cell towers causing cancer in children ?.,Misinformation,2019-04-06,dcclothesline.com,cancer
misinfo_1119,tcm medicines confirmed to accelerate cell death of breast cancer tumors.,Misinformation,2018-03-17,naturalnews.com,cancer
misinfo_1120,cancer cure. healthcare before it 's news.,Misinformation,2018-01-07,beforeitsnews.com,cancer
misinfo_1121,donald trump makes cancer announcement that will make you cringe details ).,Misinformation,2017-03-18,bipartisanreport.com,cancer
misinfo_1122,vaccine shot killed famed cancer doctor in mere minutes from total organ failure ... state run media desperately tries to cover it up.,Misinformation,2019-01-11,naturalnews.com,cancer
misinfo_1123,american cancer society website literally suggests recipes that cause cancer while rest of us are fighting to prevent and cure it.,Misinformation,2017-08-02,naturalnews.com,cancer
misinfo_1124,study proves that people who eat organic have 25 lower risk of cancer.,Misinformation,2018-11-02,naturalnews.com,cancer
misinfo_1125,pomegranates are cancer fighting superfood here are 4 reasons why.,Misinformation,2019-10-31,naturalnews.com,cancer
misinfo_1126,when are we done healing and grieving after cancer diagnosis. healthcare before it 's news.,Misinformation,2017-04-24,beforeitsnews.com,cancer
misinfo_1127,recognizable signs and symptoms of skin cancer health before it 's news.,Misinformation,2016-07-17,beforeitsnews.com,cancer
misinfo_1128,breakthrough in understanding how inflammation in colon works could lead to cancer prevention.,Misinformation,2019-02-15,naturalnews.com,cancer
misinfo_1129,different theory of cancer alternative before it 's news.,Misinformation,2018-03-08,beforeitsnews.com,cancer
misinfo_1130,each year over 12 million dogs and cats are diagnosed with cancer ... here 's what you can do to save them.,Misinformation,2018-03-22,naturalnews.com,cancer
misinfo_1131,watch package thief runs off with boy 's 40.000 cancer medicine.,Misinformation,2019-02-13,breitbart.com,cancer
misinfo_1132,protein found in breast milk can be used to treat cancer and certain bacterial infections.,Misinformation,2018-05-31,naturalnews.com,cancer
misinfo_1133,anti inflammatory foods that prevent breast cancer.,Misinformation,2019-01-31,naturalnews.com,cancer
misinfo_1134,little known natural treatments for cancer blow away widely held myths.,Misinformation,2018-03-24,naturalnews.com,cancer
misinfo_1135,unbelievable anti cancer effects of lemongrass essential oil alternative before it 's news.,Misinformation,2017-06-17,beforeitsnews.com,cancer
misinfo_1136,diet that starves cancer helps reverse diabetes backed by science.,Misinformation,2017-07-18,collective-evolution.com,cancer
misinfo_1137,deadly breast cancer gene is myth lancet study confirms.,Misinformation,2018-04-20,humansarefree.com,cancer
misinfo_1138,medical breakthrough. researchers believe simple blood test might be able to detect cancer in early stages.,Misinformation,2019-02-25,theblaze.com,cancer
misinfo_1139,women health breast cancer suppressing foods scientists confirmed health before it 's news.,Misinformation,2018-03-08,beforeitsnews.com,cancer
misinfo_1140,breaking burzynski cancer cure finally released by feds.,Misinformation,2016-12-11,humansarefree.com,cancer
misinfo_1141,is hole in hillary clintons tongue from cancer surgery ?.,Misinformation,2016-07-31,dcclothesline.com,cancer
misinfo_1142,these 3 people fought cancer without chemo alternative before it 's news.,Misinformation,2018-03-06,beforeitsnews.com,cancer
misinfo_1143,suppressed cures for cancer eu before it 's news.,Misinformation,2018-02-10,beforeitsnews.com,cancer
misinfo_1144,7 risk factors for lung cancer you should be aware of.,Misinformation,2018-06-02,naturalnews.com,cancer
misinfo_1145,berries are some of best anti cancer foods you 'll ever find.,Misinformation,2018-11-16,naturalnews.com,cancer
misinfo_1146,beach vitex fruit can induce apoptosis in human colorectal cancer cells.,Misinformation,2019-05-02,naturalnews.com,cancer
misinfo_1147,head and neck cancer epidemiology and market analysis 2016 with forecast to 2023 healthcare before it 's news.,Misinformation,2017-01-12,beforeitsnews.com,cancer
misinfo_1148,shocka 2 daca recipients cure cancer ... just kidding they were caught human smuggling '.,Misinformation,2018-01-30,twitchy.com,cancer
misinfo_1149,nitrate in drinking water increases risk of colorectal cancer according to study.,Misinformation,2018-07-23,naturalnews.com,cancer
misinfo_1150,cancer busting myths more natural cancer treatments alternative before it 's news.,Misinformation,2018-02-27,beforeitsnews.com,cancer
misinfo_1151,spice beats chemo study reveals turmeric is more effective at killing cancer cells than chemo or radiation.,Misinformation,2019-03-22,naturalnews.com,cancer
misinfo_1152,link between diabetes cancer risk firmly established '.,Misinformation,2018-07-21,wnd.com,cancer
misinfo_1153,The Real Climate Change Global Warming Activists Won't Talk About,Misinformation,2019-05-08,newswars,climate
misinfo_1154,Hey Climate Alarmists  Why Aren't You Reporting THIS Record-Setting Weather?,Misinformation,2019-11-06,clashdaily,climate
misinfo_1155,Environmental agency plans hydrofluorocarbon workshop,Misinformation,2020-12-06,washingtontimes,climate
misinfo_1156,The Pentagon warns Congress climate change is 'national security' risk to military bases,Misinformation,2019-01-21,sottnet,climate
misinfo_1157,"Ahead of US election, Europe eyes an ally in climate change fight",Misinformation,2020-10-22,aljazeera,climate
misinfo_1158,Tips on How to Create a Healthy Hospital Working Environment,Misinformation,2020-11-23,consciouslifenews,climate
misinfo_1159,Trump Administration Ignores Environmental Impacts of Mining 30 Million Tons of Coal Near Bryce Canyon National Park,Misinformation,2019-04-17,globalresearch,climate
misinfo_1160,Susan Crockford: No climate emergency for polar bears,Misinformation,2019-09-21,sottnet,climate
misinfo_1161,"Before Wildfires, Environmentalists and Courts Thwarted Trump's Forest Management Policies",Misinformation,2020-09-14,breitbart,climate
misinfo_1162,Climate propaganda no longer needed,Misinformation,2020-07-22,sottnet,climate
misinfo_1163,Elizabeth Warren EPA Administrator Must Believe in Climate Change,Misinformation,2018-07-07,breitbart,climate
misinfo_1164,"Children who are worried about climate change can make sceptical parents change their minds, research finds  and self-described conservative adults are most affected",Misinformation,2019-05-08,prisonplanet,climate
misinfo_1165,Analysis: How the debate on the climate crisis ricocheted from Planet Earth to Planet Trump,Misinformation,2020-10-23,cnn,climate
misinfo_1166,"Russian national development targets adjusted due to unfavorable environment, Kremlin says",Misinformation,2020-07-21,tass,climate
misinfo_1167,Trump's UN Address Contrasts US Environmental Record to China's,Misinformation,2020-09-23,theepochtimes,climate
misinfo_1168,Trump Trolls Dem Sen. Klobuchar For Announcing 2020 Presidential Run  Focused on Global Warming in Middle of Heavy Blizzard,Misinformation,2019-02-10,thegatewaypundit,climate
misinfo_1169,Climate Change Expert We Need to Call the Special Counsel on Climate Models Russias Works,Misinformation,2018-10-22,cnsnews,climate
misinfo_1170,Protesters Stage Dinosaur Die-In To Protest Climate Change,Misinformation,2019-04-30,newswars,climate
misinfo_1171,"there has been no increase in frequency or intensity of storms, floods or droughts, while deaths attributed to such natural disasters have never been fewer",Misinformation,,,climate
misinfo_1172,The fake news media has begun banning content that questions the global warming hoax because DEBA,Misinformation,2018-09-05,naturalnews,climate
misinfo_1173,Obama blames climate change on mommy issues without naming Trump,Misinformation,2018-11-21,rt,climate
misinfo_1174,Trump says Yellow Vest violence in French capital caused by anger over environmental agreement,Misinformation,2019-03-16,dailymail,climate
misinfo_1175,Global warming pushers demand media CENSOR all opposing views claiming they are too right to debat,Misinformation,2018-09-12,naturalnews,climate
misinfo_1176,"Climate change scare stories reach the point of psychological TERRORISM... while scientists blame the fear on the ""climate crisis""",Misinformation,2019-05-20,naturalnews,climate
misinfo_1177,It's Just The Weather': Meteorologist Fact-Checks Ocasio-Cortez On Climate Change,Misinformation,2019-05-24,prisonplanet,climate
misinfo_1178,"GOP Lawmaker Asks EPA to Investigate Environmental Groups' Ties to Russia, China, Election Interference",Misinformation,2020-10-08,breitbart,climate
misinfo_1179,"Climate Disruption: ""The End of Ice"" and Other Threats to the Planet",Misinformation,2019-01-13,globalresearch,climate
misinfo_1180,Is Climate Change Fueling Immigration Crisis? Numbers Show Crop Yields Are Actually Increasing,Misinformation,2019-04-30,truepundit,climate
misinfo_1181,Climate Anxiety Is Rising in the US  But Not Among Republicans,Misinformation,2020-09-22,truthout,climate
misinfo_1182,Highest CO2 levels recorded in 3 million years still don't budge global temperatures... official climate change narrative collapses in the face of real science,Misinformation,2019-05-03,naturalnews,climate
misinfo_1183,500 Scientists Sign Letter to UN: 'There Is No Climate Emergency',Misinformation,2019-10-14,humansarefree,climate
misinfo_1184,The Coronavirus Has Tanked Carbon Emissions. It's Not Nearly Enough To Prevent Climate Disaster.,Misinformation,2020-05-20,buzzfeed,climate
misinfo_1185,AOC to lead global warming task force,Misinformation,2020-05-15,citizenfreepress,climate
misinfo_1186,Mass hysteria': German lawmakers warn Greta Thunberg's climate activism threatens rational debate,Misinformation,2019-09-25,sottnet,climate
misinfo_1187,"Surface temperatures on Earth ""have stabilized.""",Misinformation,,,climate
misinfo_1188,"Over the three years from 1979 to 1982 when CO2 emissions were decreasing due to the rapid increase in the price of oil that drastically reduced consumption, there was no change in the rate of increase in atmospheric concentration of CO2 proving that humans were not the primary source for the increase in concentration.'",Misinformation,,,climate
misinfo_1189,Impacts of cyclical climate change on human history revealed in new Cahokia study,Misinformation,2020-12-04,sottnet,climate
misinfo_1190,Anthony Fauci says current US coronavirus climate is 'serious situation',Misinformation,2020-07-06,newyorkpost,climate
misinfo_1191,Bernie Sanders: 'We Have to Welcome People All Over the World' Fleeing Climate Change,Misinformation,2019-09-20,cnsnews,climate
misinfo_1192,Biden Considers Climate Proposal to Draw Bernie Supporters,Misinformation,2020-05-27,newsmax,climate
misinfo_1193,Gassy Jane Fonda Says Climate Change Is a Race Issue,Misinformation,2020-09-14,newsbusters,climate
misinfo_1194,"Breastfeeding benefits mom, baby and the environment: Formula's environmental impact",Misinformation,2019-10-14,sottnet,climate
misinfo_1195,"A deadly, drug-resistant fungus could be the first infection spread by climate change",Misinformation,2019-07-24,sottnet,climate
misinfo_1196,LA Times Climate Change Is Uprooting Millions of People a Year,Misinformation,2018-09-24,prisonplanet,climate
misinfo_1197,DNC's Decision to Nix Climate Change Debate Sparks Youth Activists' Outrage,Misinformation,2019-08-23,breitbart,climate
misinfo_1198,Drugs In The Environment: The Importance of Properly Disposing Of Unused Medications,Misinformation,2019-01-24,collectiveevolution,climate
misinfo_1199,Greenpeace Co-Founder: 'Climate Crisis Is Not Only Fake News. It's Fake Science.',Misinformation,2019-03-13,lewrockwell,climate
