id,text,label,senate,democrat,ideology,ground_truth
topic_2918,"A bill to repeal the manufacturers excise taxes on household refrigeration equipment and electric, gas, and oil appliances",Macroeconomics,1,1,-0.421,True
topic_2919,"A bill to amend title 18, United States Code, to prohibit undetectable firearms.",Law and Crime,0,1,-0.396,False
topic_2920,"To amend the act of February28, 1947, as amended, to authorize the Secretary of Agriculture to cooperate with the Republic of Mexico in the control and/or eradication of any communicabl: diseases of animals in order to protect the livestock and poultry industries of the United States",International Affairs,0,0,0.49,False
topic_2921,To provide that the United States District Court for the Western District of Virginia shall alone appoint the United States commissioner for the Shenandoah National Park,Law and Crime,0,1,0.078,False
topic_2922,To amend section 127 (a) of the Internal Revenue Code and other statutes relating to the deduction of war losses,Macroeconomics,0,0,0.323,True
topic_2923,"To provide revenue by imposing a corporate excess profits tax, and for other purposes",Macroeconomics,0,1,0.051,True
topic_2924,"A bill to authorize the President to suspend participation and to withhold payment of expenses with respect to any organ, commission, or other body of the United Nations which discriminatorily applies to any procedural rule or discriminatorily imposes any",International Affairs,1,1,-0.123,False
topic_2925,To amend the Internal Revenue Code of 1986 to revise the procedures applicable to the determination of employment status for purposes of the employment taxes and to increase information reporting by businesses and corresponding compliance by individuals treated as independent contractors.,Macroeconomics,0,1,-0.007,True
topic_2926,"A bill to extend for 1 year certain programs established under the Domestic Tungsten, Asbestos, Fluorspar, and Columbium-Tantalum Production and Purchase Act of 1956.",Defense,1,0,0.431,False
topic_2927,A bill to extend commissary and exchange privileges to World War I veterans.,Defense,0,1,-0.19,False
topic_2928,A bill to permit nonprofit swimming or skating organizations to provide facilities for teenage dances without losing their exemption from the tax on club dues.,Macroeconomics,1,0,0.097,True
topic_2929,"A bill to withdraw and reserve for the Department of the Air Force certain Federal lands within Lincoln County, Nevada, and for other purposes.",Defense,1,1,-0.19,False
topic_2930,A bill to amend the Congressional Budget and Impoundment Control Act of 1974 to limit consideration of nonemergency matters in emergency legislation.,Macroeconomics,1,1,-0.582,True
topic_2931,"To amend chapter 1, subchapter C, of the Internal Revenue Code",Macroeconomics,0,0,0.232,True
topic_2932,"A bill to provide for denial of passports to supporters of the international Communist movement, for review of passport denials, and .for other purposes.",International Affairs,1,0,0.063,False
topic_2933,A bill to make effective in 1971 the increases in personal exemptions and the standard deduction enacted by the Tax Reform Act of 1969 and originally scheduled to become effective in 1972 and 1973,Macroeconomics,1,0,0.475,True
topic_2934,"To amend the United States International Broadcasting Act of 1994 to reorganize United States international broadcasting, and for other purposes.",International Affairs,0,0,0.446,False
topic_2935,To amend the Internal Revenue Code of 1954 to increase the penalties for the unlawful transportation of narcotic drugs and to make it unlawful to solicit the assistance of or use a person under the age of 18 in the unlawful trafficking of any such drug,Law and Crime,0,1,-0.44,False
topic_2936,"A bill to amend the Panama Canal Act of 1979 with respect to the calculation of a payment to Panama under Article XIII, paragraph 4(C) of the Panama Canal Treaty.",International Affairs,0,0,0.514,False
topic_2937,To amend section 115 (g) (3) of the Internal Revenue Code (relating to the redemption of stock to pay death taxes),Macroeconomics,0,0,0.675,True
topic_2938,A bill to amend the Internal Revenue Code of 1986 to allow a credit against income tax for expenses incurred in teleworking.,Macroeconomics,1,0,0.355,True
topic_2939,To amend the Internal Revenue Code of 1954 with respect to the readjustment of tax to the case of certain amounts received for breach of contract.,Macroeconomics,0,1,-0.056,True
topic_2940,"To amend the Internal Revenue Code of 1954 to eliminate the provisions which presently restrict the deduction for medical expenses to those exceeding 3 percent of gross income, and for other purposes",Macroeconomics,0,1,-0.423,True
topic_2941,To amend the Internal Revenue Code of 1986 to increase the standard mileage rates during 2001 for certain deductions for use of a passenger automobile to 50 cents per mile.,Macroeconomics,0,0,0.637,True
topic_2942,"A bill to provide for increased United States participation in the International Development Association, to provide for United States participation in the African Development Bank, and for other purposes.",International Affairs,1,1,-0.362,False
topic_2943,"To extend the educational benefits of the Veterans Readjustment Assistance Act of 1952 to all veterans of the Armed Forces who have served therein since June 27, 1950.",Defense,0,0,0.158,False
topic_2944,To treat certain predecessor and successor railroad corporations as the same taxpayer for the purposes of certain provisions of the Internal Revenue Code,Macroeconomics,0,0,0.42,True
topic_2945,"To establish the Commission on Economic Indicators to conduct a study and submit a report containing recommendations concerning the appropriateness and accuracy of the methodology, calculations, and reporting used by the Government relating to certain economic indicators.",Macroeconomics,0,1,-0.362,True
topic_2946,"To amend the Internal Revenue Code of 1954 to increase from $600 to $1,000 the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemptions for a dependent, and the additional exemptions for old age and blindness)",Macroeconomics,0,1,-0.456,True
topic_2947,"A bill to amend the Internal Revenue Code of 1954 to provide that an unmarried individual who maintains a household shall be considered a head of household, without regard to whether the individual has a dependent who is a member of the household.",Macroeconomics,0,0,0.168,True
topic_2948,A bill to approve an 18-month extension of the governing international fishery agreements with Poland and the Soviet Union.,International Affairs,0,1,-0.014,False
topic_2949,"A bill to amend the Internal Revenue Code of 1954, to provide that certain recapture provisions shall not apply in the case of the liquidation of certain corporations wholly owned by a municipal corporation.",Macroeconomics,0,0,0.174,True
topic_2950,"To authorize the establishment of a program to provide economic and infrastructure reconstruction assistance to the Republic of Haiti, and for other purposes.",International Affairs,0,0,0.454,False
topic_2951,"A bill to facilitate settlement of claims, and for other purposes",Defense,1,0,-0.0382127128841437,False
topic_2952,"To amend Public Law 702, Eightieth Congress, to provide assistance to certain veterans with paralysis resulting from brain injury in acquiring specially adapted Housing.",Defense,0,0,0.074,False
topic_2953,To approve a governing international fishery agreement between the United States and the People's Republic of China.,International Affairs,0,0,0.282,False
topic_2954,A bill to amend the Internal Revenue Code of 1954 to eliminate certain tax expenditures.,Macroeconomics,0,1,-0.201,True
topic_2955,"A bill to amend chapter 44 of title 18 of the United States Code (respecting firearms) to penalize the use of firearms in the commission of any felony and to increase the penalties in certain related existing provisions, to lower certain age limits from t",Law and Crime,1,0,0.504,False
topic_2956,A bill to modify the basis for award of gratuitous national service life insurance to a dependent parent,Defense,1,0,0.242,False
topic_2957,A bill to amend the Internal Revenue Code of 1954 to promote equity of taxation.,Macroeconomics,0,0,0.173,True
topic_2958,"To establish a grant program to preserve the legacy and ideals of Muhammad Ali and promote global respect, understanding, and communication, and for other purposes.",International Affairs,0,1,-0.367,False
topic_2959,"A bill to appropriate such funds as may be necessary to ensure that members of the Armed Forces, including reserve components thereof, and supporting civilian and contractor personnel continue to receive pay and allowances for active service performed when a Governmentwide shutdown occurs.",Macroeconomics,1,1,-0.284,True
topic_2960,"To provide, upon the request of a qualifying person, for the removal of the remains of any United States servicemember or other person interred in an American Battle Monuments Commission cemetery located in France or Belgium and for the transportation of such remains to a location in the United States for reinterment.",Defense,0,0,0.52,False
topic_2961,"To provide for the construction and maintenance of a fence near the international boundary between the United States and .Mexico in the city of El Paso, Tex",International Affairs,0,1,-0.05,False
topic_2962,"A bill to improve the Office for State and Local Law Enforcement, and for other purposes.",Law and Crime,1,1,-0.284,False
topic_2963,To exempt admissions to moving picture theaters from the Federal tax on admissions,Macroeconomics,0,1,-0.537,True
topic_2964,"A bill to promote freedom, human rights, and the rule of law as part of United States-Vietnam relations and for other purposes.",International Affairs,0,0,0.444,False
topic_2965,To amend the Internal Revenue Code of 1954 to provide that the deduction for charitable contributions will not be allowable with respect to contributions to certain charitable organizations which fail to make full disclosure to the public,Macroeconomics,0,0,0.313,True
topic_2966,A bill to exempt certain royalty interests from the windfall profit tax.,Macroeconomics,1,1,-0.06,True
topic_2967,A bill to authorize the President to provide assistance to an expedition to the Antarctic in furtherance of the interests of the United States,International Affairs,1,0,0.325,False
topic_2968,"A bill to amend the Internal Revenue Code of 1986 to provide a mechanism for taxpayers to designate $1 of any overpayment of income tax, and to contribute other amounts, for use by the United States Olympic Committee.",International Affairs,0,0,0.452,False
topic_2969,"A bill to provide for a General Accounting Office investigation and report on conditions of displaced Nicaraguans, to provide certain rules of the House of Representatives and of the Senate with respect to review of the report, to provide for the temporary stay of detention and deportation of certain Nicaraguans, and for other purposes.",International Affairs,0,1,-0.479,False
topic_2970,"To amend title 18 of the United States Code, entitled Crimes and Criminal Procedure, to provide basic authority for certain activities of the United States Secret Service, and for other purposes",Law and Crime,0,1,-0.468,False
topic_2971,"A bill to express the sense of Congress that the Government of the Maldives should immediately release former President Mohamed Nasheed from prison and release all other political prisoners in the country, as well as guarantee due process for and respect the human rights of all of the people of the Maldives.",International Affairs,0,1,-0.375,False
topic_2972,"To amend title 18, United States Code, to protect the people of the United States against the lawless and irresponsible use of firearms, and to assist in the prevention and solution of crime by requiring a national registration of firearms, establishing minimum licensing standards for the ,possession of firearms, and encouraging the enactment of effective State and local firearms laws, and for other purposes",Law and Crime,0,1,-0.545,False
topic_2973,"To amend the Internal Revenue Code of 1986 to suspend the tax-exempt status of designated terrorist organizations, and for other purposes.",International Affairs,0,0,0.376,False
topic_2974,A bill relating to the application of the term- gross income from mining and ordinary treatment processes normally applied by mine owners or operators in order to obtain the commercially marketable mineral product or products to certain clays and shal,Macroeconomics,1,1,0.144,True
topic_2975,A bill to defer the effective date of section 414(m) of the Internal Revenue Code of 1954 until after the issuance of final regulation under that section.,Macroeconomics,0,1,-0.087,True
topic_2976,"A bill to provide for economic rehabilitation, reorientation, and reeducation in Japan, Korea, and the Ryukyu Islands, and for other purposes",International Affairs,1,0,-0.0382127128841437,False
topic_2977,To amend the Internal Revenue Code of 1986 to prevent pending tax increases and to provide additional tax reductions to stimulate economic growth.,Macroeconomics,0,0,0.774,True
topic_2978,"To amend chapter 11 of title 31, United States Code, to require that the annual budget submitted by the President includes a statement of revenues obtained from the sale, lease, and transfer of Government assets, and for other purposes.",Macroeconomics,0,1,-0.351,True
topic_2979,To amend the Internal Revenue Code of 1986 to provide a refundable credit for State and local real and personal property taxes paid by individuals.,Macroeconomics,0,1,-0.226,True
topic_2980,"Making appropriations far Foreign Assistance and related agencies far the fiscal year ending June 30, 1969, and for other purposes",International Affairs,0,1,0.09,False
topic_2981,"To amend chapter 15 of title 38, United States Code, in order to increase by 20 percent the income limitations imposed by that chapter on persons entitled to pensions thereunder",Defense,0,1,-0.73,False
topic_2982,"A bill to prohibit the printing of Federal Reserve notes in the denomination of $100, and for other purposes.",Macroeconomics,0,1,-0.485,True
topic_2983,"A bill to direct the Secretary of the Treasury to seek negotiations to establish a multilateral financial intermediary between heavily indebted, less developed countries and their creditors to reduce the amount of total debt of such countries through innovative financial practices in order to provide each such country with a more manageable current debt service, foster economic growth in such countries, and reduce the amount of such debt held by such creditors.",International Affairs,0,1,-0.404,False
topic_2984,To provide that contributions or gifts to volunteer fire companies shall be deductible for income tax purposes,Macroeconomics,0,0,0.175,True
topic_2985,"A bill to promote the orderly exploration for and commercial recovery of hard mineral resources of the deep seabed, pending adoption of an international regime relating thereto.",International Affairs,1,1,-0.532,False
topic_2986,To establish a Russian Federation debt reduction for nonproliferation program.,Defense,0,1,-0.277,False
topic_2987,"A bill to amend the Railroad Retirement Act of 1974 and the Railroad Unemployment Insurance Act to provide for the removal of the trust funds established by those Acts from the unified budget, and for other purposes.",Macroeconomics,0,1,-0.319,True
topic_2988,"A bill to establish a Federal matching grant program for State and local law enforcement agencies to assist in upgrading firearms, providing training, and purchasing ammunition.",Law and Crime,1,0,0.243,False
topic_2989,"To provide for income tax treatment relating to certain losses arising from, and grants made as a result of, the September 11, 2001, terrorist attacks on New York City.",Macroeconomics,0,0,-0.51,True
topic_2990,"To amend title 18, United States Code, to include peonage and slavery offenses as RICO predicates.",Law and Crime,0,0,0.36,False
topic_2991,"To amend the Internal Revenue Code of 1986 to allow taxpayers using the income forecast method of depreciation to treat costs contingent on income in the same manner as fixed costs to the extent determined by reference to the estimated income under such method, and for other purposes.",Macroeconomics,0,0,0.44,True
topic_2992,To strengthen the United States commitment to transatlantic security by implementing the principles outlined in the Declaration on Alliance Security signed by the heads of state and governments of the North Atlantic Treaty Organization in Strasbourg and Kehl on the occasion of the 60th anniversary of the Alliance.,International Affairs,0,0,0.448,False
topic_2993,To reform certain provisions of the income tax laws,Macroeconomics,0,0,0.35,True
topic_2994,To make certain exceptions to the appellate jurisdiction of the Supreme Court of the United States and of the U.S. court of appeals and to the jurisdiction of the district courts of the United States in actions relating to the public schools,Law and Crime,0,1,0.064,False
topic_2995,"To establish San Nicolas Island, Ban Miguel Island, and Prince Island, Calif., as a naval petroleum reserve, to be known as Naval Petroleum Reserve No. 5",Defense,0,1,-0.07,False
topic_2996,"To amend the Internal Revenue Code of 1954 to provide that amounts received as certain awards under the Japanese-American Evacuation Claims Act of 1948, as amended, shall not be included in gross income",Macroeconomics,0,1,-0.469,True
topic_2997,"To amend the Congressional Budget Act of 1974 to provide that, in the House of Representatives, appropriations to reduce the public debt are covered by budget allocations and to amend the Rules of the House of Representatives to allow en bloc offsetting amendments to appropriation bills to reduce spending and to reduce the public debt.",Macroeconomics,0,0,0.668,True
topic_2998,"To amend chapter 87 of title 18, United States Code, to end the terrorizing effects of the sale of murderabilia on crime victims and their families.",Law and Crime,0,0,0.48,False
topic_2999,A bill to amend the Internal Revenue Code of 1954 to require notice and hearing prior to levy upon the salary or wages of an individual,Macroeconomics,1,0,0.011,True
topic_3000,A bill to require a report on accountability for war crimes and crimes against humanity in Syria.,International Affairs,1,1,-0.454,False
topic_3001,"To increase the accuracy of congressional revenue estimates by requiring disclosure of the methods, assumptions, and procedures used in making such estimates, and for other purposes.",Macroeconomics,0,0,0.677,True
topic_3002,To amend the Mutual Security Act of 1954 to provide that counterpart funds used by a committee of Congress overseas shall he charged against the amount available to such committee from the contingent fund of the Senate or the House of Representatives.,Defense,0,1,-0.557,False
topic_3003,A bill to prohibit any State from imposing a tax on the income derived by any individual from services in the Federal area within such State if such individual is not a resident or domiciliary of such State or of any other State which imposes a tax on income.,Macroeconomics,0,1,-0.188,True
topic_3004,To exempt certain aspects of professional team sports from the antitrust laws.,Law and Crime,0,0,0.362,False
topic_3005,"To amend the State Department Basic Authorities Act of 1956 to require reports on the Rewards for Justice program, and for other purposes.",International Affairs,0,0,0.443,False
topic_3006,A bill to accelerate the removal of the Federal Hospital Insurance Trust Fund from the unified budget of the United States Government.,Macroeconomics,0,1,-0.623,True
topic_3007,"To amend the Employment Act of 1946 so as to include stable prices as a specific objective of national policy, and for other purposes",Macroeconomics,0,0,0.34,True
topic_3008,"To increase the personal incometax exemption of a taxpayer and the additional exemption for his spouse from 6600 to 61,000, and to increase the exemption for a dependent from 6600 to 6750",Macroeconomics,0,1,0.114,True
topic_3009,"A bill to amend title 38, United States Code, to revise certain administrative provisions relating to the United States Court of Appeals, and for other purposes.",Defense,1,1,-0.35,False
topic_3010,"A bill to improve judicial machinery by designating Alabama, Florida, and Georgia as the 5th Judicial Circuit; by designating Louisiana, Mississippi, Texas, and the Canal Zone as the 11th Judicial Circuit; by dividing the 9th Judicial Circuit, and creating a 12th Judicial Circuit.",Law and Crime,1,1,-0.35,False
topic_3011,"A bill to authorize Department of Veterans Affairs major medical facility leases, and for other purposes.",Defense,1,1,-0.237,False
topic_3012,A bill to amend section 5552 of the Revised Statutes relating to the covering into the Treasury of all moneys arising from charges and deductions,Macroeconomics,1,1,-0.009,True
topic_3013,"A bill to amend the Internal Revenue Code of 1954 to provide a reduction of individual income tax rates for 1981, 1982, and 1983.",Macroeconomics,0,1,-0.337,True
topic_3014,To amend the Internal Revenue Code of 1954 to increase from $600 to $900 the additional personal income tax exemptions allowed a taxpayer and his spouse by reason of their attainment of age 65,Macroeconomics,0,0,0.312,True
topic_3015,A bill the Former Presidential Enough is Enough and Taxpayers Relief Act of 1981.,Macroeconomics,0,1,-0.087,True
topic_3016,To amend the Internal Revenue Code of 1986 to allow an above-the-line deduction against individual income tax for interest on indebtedness and for State and local sales and excise taxes with respect to the purchase of certain motor vehicles.,Macroeconomics,0,1,-0.374,True
topic_3017,To provide authority to increase the effectiveness of the Truth in Negotiations Act,Defense,0,0,-0.157,False
topic_3018,"A bill to develop a plan to share military and special use airspace along the eastern seaboard with commercial air traffic, to provide adequate resources for the FAA New York Integration Office, to establish an Aviation Traveler Task Force, and to design a notification system to alert passengers of potential service disruptions.",Macroeconomics,1,1,-0.407,True
topic_3019,"A bill to amend title 18 of the United States Code to provide extended coverage for the minimum mandatory penalties for certain illegal uses of firearms, and for other purposes.",Law and Crime,0,0,-0.084,False
topic_3020,A bill to prohibit the imposition by the states of the worldwide unitary method of taxation.,Macroeconomics,1,0,0.316,True
topic_3021,"A bill to incorporate the American Ex-Prisoners of War, Incorporated.",Defense,1,0,0.208,False
topic_3022,To amend the Internal Revenue Code of 1954 to provide that a surviving spouse will continue to receive the full' income-splitting benefits available to' married couples so long as such spouse supports a dependent child in his or her household,Macroeconomics,0,0,0.37,True
topic_3023,"To amend title 10, United States Code, concerning the sale or disposal of uniforms",Defense,0,1,-0.117,False
topic_3024,"To provide for the imposition of sanctions with respect to foreign persons who transfer to or acquire from Iran, North Korea, or Syria certain goods, services, or technology that contribute to the proliferation activities of Iran, North Korea, or Syria, and for other purposes.",Defense,0,0,0.486,False
topic_3025,"A bill to amend title 38, United States Code, to provide for the payment of pensions to veterans of World War I.",Defense,1,0,0.35,False
topic_3026,"A bill to amend the Foreign Assistance Act of 1961 to authorize assistance in support of peaceful and democratic processes of development in Central America, with special attention to re-establishing conditions of stability and growth in the Nicaraguan economy and to provide additional economic support for other countries in Central America and the Caribbean, and for other purposes.",International Affairs,1,1,-0.362,False
topic_3027,To authorize the Secretary of the Treasury to ban the importation of firearms that have been cosmetically altered to avoid the ban on semiautomatic assault weapons.,Law and Crime,0,1,-0.313,False
topic_3028,For the relief of Soviet Jews,International Affairs,0,1,-0.6,False
topic_3029,"To preserve the cooperative, peaceful uses of outer space for the benefit of all mankind by prohibiting the basing or testing of weapons in outer space and the testing of antisatellite weapons, and for other purposes.",Defense,0,1,-0.284,False
topic_3030,"A bill to amend the Internal Revenue Code of 1954 to increase to $1,200 the personal income tax exemptions of taxpayer (including the exemption for a spouse, the exemptions for old age and blindness).",Macroeconomics,0,1,-0.283,True
topic_3031,To authorize the transfer to the fund for the payment of Government losses in shipment of certain amounts representing unclaimed payments on United States Savings Bonds.,Macroeconomics,0,1,-0.532,True
topic_3032,"A bill to authorize the Secretary of the Navy to grant to the county of Pittsburg, Okla., a perpetual easement for the construction, maintenance, and operation of a public highway over a portion of the United States naval ammunition depot, McAlester, Okla",Defense,1,0,-0.0382127128841437,False
topic_3033,To amend the Internal Revenue Code of 1954 with respect to the incometax treatment of certain governmental obligations and of the interest on such obligations.,Macroeconomics,0,1,-0.473,True
topic_3034,"To repeal chapter 43 of title 38, United States Code",Defense,0,1,0.076,False
topic_3035,To amend title 18 of the United States Code to provide penalties for assaults against the elderly that result in medical expenses paid by the United States.,Law and Crime,0,1,-0.57,False
topic_3036,"A bill to amend the Internal Revenue Code of 1986 to raise the 15 percent income tax bracket into middle class income levels, and for other purposes.",Macroeconomics,1,0,0.414,True
topic_3037,"A bill to improve judicial machinery by amending provisions of law pertaining to jurisdiction of the district courts, and for other purposes",Law and Crime,1,1,-0.426,False
topic_3038,To provide for the recruitment and training of Foreign Service officers,International Affairs,0,0,0.158,False
topic_3039,To foster local collaborations which will ensure that resources are effectively and efficiently used within the criminal and juvenile justice systems.,Law and Crime,0,1,-0.388,False
topic_3040,A bill to amend the Internal Revenue Code of 1954 to reduce the required charitable distributions of private foundations.,Macroeconomics,1,0,0.527,True
topic_3041,"An original bill to authorize appropriations for fiscal year 2001 for military activities of the Department of Defense, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",Defense,1,0,0.241,False
topic_3042,"To amend the Internal Revenue Code of 1986 to reduce the marriage penalty by providing for adjustments to the standard deduction, 15-percent rate bracket, and earned income credit and to allow the nonrefundable personal credits against regular and minimum tax liability.",Macroeconomics,0,0,0.509,True
topic_3043,"To provide authorizations for appropriations for the regulatory agencies of the Federal Government for fiscal years 1964, 1975, and 197.",Macroeconomics,0,0,0.236,True
topic_3044,"To prohibit law enforcement Federal financial assistance to States that do not have in effect a law that permits imposition of the death penalty, and requires imposition of the death penalty or life imprisonment without parole, for any conviction of premeditated murder and for any conviction of murdering a law enforcement officer under certain circumstances.",Law and Crime,0,1,-0.189,False
topic_3045,"A bill to authorize exportation of consumer communications devices to Cuba and the provision of telecommunications services to Cuba, and for other purposes.",International Affairs,0,1,-0.458,False
topic_3046,A bill to amend the Federal Reserve Act to facilitate the implementation of monetary policy by establishing reserve requirements on certain accounts.,Macroeconomics,0,1,-0.289288,True
topic_3047,A bill to reverse Internal Revenue Ruling 81-216.,Macroeconomics,0,0,0.374,True
topic_3048,A bill to amend section 203 of the Economic Stabilization Act of 1970 to permit the pass-through of certain cost increases.,Macroeconomics,1,0,0.527,True
topic_3049,To amend section 138 of the Legislative Reorganization Act of 1946 so as to provide for the reduction of the public debt by at least 10 per centum of the estimated overall Federal receipts for each fiscal year,Macroeconomics,0,1,0.09,True
topic_3050,"A bill to amend the Internal Revenue Code of 1954 to provide that the interest on certain obligations issued by an issuer who is in arrears with respect to another obligation issued by the issuer, or guaranteed by a guarantor who is in arrears with respect to another obligation guaranteed by the guarantor, is not exempt from tax.",Macroeconomics,0,1,-0.283,True
topic_3051,A bill entitled: The Overseas American Children's Citizenship Equity Act of 1985.,International Affairs,0,1,-0.425,False
topic_3052,To amend the Internal Revenue Code of 1954 to provide for additional depreciation deductions and to eliminate certain inequities in the valuation of inventories,Macroeconomics,0,0,0.336,True
topic_3053,To amend section 811 (c) of the Internal Revenue Code with respect to the inclusion in the gross estate for the purposes of the estate tax of certain transfers taking effect at death,Macroeconomics,0,0,0.423,True
topic_3054,To amend the Balanced Budget and Emergency Deficit Control Act of 1985 to require that OMB and CBO estimates for paygo purposes score increased revenues caused by economic growth resulting from legislation implementing any trade agreement.,Macroeconomics,0,0,0.383,True
topic_3055,"To amend the Internal Revenue Code of 1986 to allow a credit against income tax for amounts contributed to charitable organizations which provide elementary or secondary school scholarships and for contributions of, and for, instructional materials and materials for extracurricular activities.",Macroeconomics,0,1,1.023,True
topic_3056,To provide for the establishment of a United States Medical Academy,Defense,0,1,-0.299,False
topic_3057,A bill to amend section 122 of the Internal Revenue Code providing for carryback in case of reorganization of corporations,Macroeconomics,1,1,-0.629,True
topic_3058,"A bill to amend section 1114 of title 18 of the United States Code to make the killing, assaulting, or intimidating of any officer or employee of the Federal Communications Commission performing investigative, inspection, or law-enforcement functions a Federal criminal offense.",Law and Crime,0,1,-0.458,False
topic_3059,To amend the Inter-American Development Bank Act to authorize the United States to participate in an increase in the resources of the Fund for Special Operations of the Inter-American Development Bank,International Affairs,0,1,-0.287,False
topic_3060,A bill to amend the tax treatment of moving expenses.,Macroeconomics,0,1,-0.402,True
topic_3061,A bill to make technical amendments to the State Justice Institute Act of 1984.,Law and Crime,1,1,-0.073,False
topic_3062,To require the Bureau of Prisons to study the feasibility and cost-effectiveness of using prefabricated modular units for prison facilities.,Law and Crime,0,1,-0.274,False
topic_3063,A bill to restore and protect interest earnings of the Social Security Trust Funds and other Federal trust funds.,Macroeconomics,0,0,0.331,True
topic_3064,"A bill to amend title 18, United States Code, to provide penalties for the sale and use of unauthorized mobile infrared transmitters.",Law and Crime,1,0,0.134,False
topic_3065,"A bill to amend the Congressional Budget Act of 1974 to establish procedures for setting targets and ceilings, in the congressional budget process, for loans and loan guarantees under Federal credit programs.",Macroeconomics,0,1,-0.472,True
topic_3066,"A bill to provide for the approval. of a payment in lieu of taxes to be made for the fiscal year ended June 30, 1959, by the Hawaii Housing Authority to the city and county of Honolulu",Macroeconomics,1,0,0.078,True
topic_3067,"To repeal the annual adjustment of retired pay and retainer pay amounts for retired members of the Armed Forces under age 62, and for other purposes.",Defense,0,0,0.671,False
topic_3068,To amend the Internal Revenue Code of 1954 to provide that annuitants may elect to have their annuities taxed in the manner provided by the Internal Revenue Code of 1939,Macroeconomics,0,1,-0.477,True
topic_3069,"To amend the Tariff Act of 1930 to prohibit imports of articles produced or manufactured with bonded child labor, and for other purposes.",International Affairs,0,0,-0.504,False
topic_3070,"A bill to amend the International Security and Development Cooperation Act of 1980 to extend the authority of the African Development Foundation, and for other purposes.",International Affairs,1,0,0.084,False
topic_3071,A bill to amend the Internal Revenue Code of 1986 to simplify the limitation on using last year's taxes to calculate an individual's estimated tax payments.,Macroeconomics,1,1,-0.377,True
topic_3072,A bill to reevaluate and redirect the stimulus.,Macroeconomics,1,0,0.045,True
topic_3073,"A bill to amend titles IV, V, and XIX of the Social Security Act to establish innovative child welfare and family support services in order to strengthen families and avoid placement in foster care, to promote the development of comprehensive substance abuse programs for pregnant women and caretaker relatives with children, to provide improved delivery of health care services to low-income children, and for other purposes.",Law and Crime,1,1,-0.16,False
topic_3074,A bill to create an Office of Defense Review.,Defense,0,1,-0.452,False
topic_3075,"A bill to amend the Congressional Budget Act of 1974 to require that the public debt be paid within a period of twenty years and that the level of total budget outlays for any fiscal year not exceed the level of Federal revenues for such year, and for other purposes.",Macroeconomics,0,0,-0.047,True
topic_3076,"To amen?d title 5, United States Code, to provide additional preference to veterans with service-connected disabilities for purposes of retention in reductions in force",Defense,0,1,-0.29,False
topic_3077,To amend title X of the Public Health Service Act to permit family planning projects to offer adoption services.,Law and Crime,0,0,0.662,False
topic_3078,"A bill making supplemental appropriations for the fiscal year ending September 30, 1985, for assistance for the victims of the September 1985 earthquake in Mexico, and for other purposes.",International Affairs,0,0,0.199,False
topic_3079,"A bill to amend title XIX and part B of title XVIII of the Social Security Act to provide for budget reconciliation for fiscal years 1983, 1984, and 1985.",Macroeconomics,0,1,-0.434,True
topic_3080,"A bill to amend the Internal Revenue Code of 1986 to clarify that qualified personal service corporations may continue to use the cash method of accounting, and for other purposes.",Macroeconomics,1,0,0.44,True
topic_3081,To amend the Victims of Crime Act of 1954.,Law and Crime,0,1,-0.343,False
topic_3082,A bill to amend the Internal Revenue Code of 1986 to reduce the marriage penalty by providing a nonrefundable dual-earner credit and adjustment to the earned income credit.,Macroeconomics,1,1,-0.267,True
topic_3083,A bill to amend the Internal Revenue Code of 1954 to allow individuals a deduction for certain transportation and meal expenses.,Macroeconomics,0,0,0.617,True
topic_3084,"To provide a simple alternative to the Internal Revenue Code of 1954 to tax the broadest tax base-national income-at the lowest rate that will overbalance the budget, and thereby stabilize prices, raise net personal incomes, and promote economic growth an",Macroeconomics,0,0,0.785,True
topic_3085,"To amend the Budget and Accounting Act, 1921, to provide for the retirement of the public debt by setting, aside the first 5 percent of the budget receipts of the United States for each fiscal year for the sole purpose of retirement of obligations counted",Macroeconomics,0,1,0.251,True
topic_3086,"To authorize appropriations for fiscal years 2000 and 2001 for the United States Customs Service for drug interdiction and other operations, for the Office of the United States Trade Representative, for the United States International Trade Commission, and for other purposes.",Law and Crime,0,0,0.808,False
topic_3087,To prohibit certain assistance to the Palestinian Authority.,International Affairs,0,0,0.67,False
topic_3088,"To amend the Internal Revenue Code of 1986 to provide for the immediate and permanent repeal of the estate tax on family-owned businesses and farms, and for other purposes.",Macroeconomics,0,1,-0.407,True
topic_3089,A bill to amend the Economic Stabilization Act of 1970 to exempt stabilization of the price of oil country goods from its provision.,Macroeconomics,0,1,-0.091,True
topic_3090,"A bill to amend the Internal Revenue Code of 1986 to reduce the maximum capital gains rates, to index capital assets for inflation, and to repeal the Federal estate and gift taxes and the tax on generation-skipping transfers.",Macroeconomics,1,0,0.594,True
topic_3091,To amend the Internal Revenue Code of 1954 to provide that section 265 of such code shall not apply with respect to certain interest paid by certain dealers in connection with the purchase of taxexempt obligations,Macroeconomics,0,1,-0.35,True
topic_3092,"A bill to extend through March 31, 1985, the terms of United States bankruptcy judges, and for other purposes.",Law and Crime,0,1,-0.516,False
