id,ground_truth,original_id_and_wave
issue_survey_1226,Debt/deficit,id_827.0_wave_11
issue_survey_1227,Debt/deficit,id_468.0_wave_4
issue_survey_1228,Debt/deficit,id_2058.0_wave_1
issue_survey_1229,Debt/deficit,id_773.0_wave_5
issue_survey_1230,Debt/deficit,id_2620.0_wave_6
issue_survey_1231,Debt/deficit,id_17922.0_wave_1
issue_survey_1232,Debt/deficit,id_23373.0_wave_1
issue_survey_1233,Debt/deficit,id_30420.0_wave_3
issue_survey_1234,Debt/deficit,id_1395.0_wave_6
issue_survey_1235,Debt/deficit,id_468.0_wave_11
issue_survey_1236,Debt/deficit,id_12500.0_wave_3
issue_survey_1237,Debt/deficit,id_21513.0_wave_4
issue_survey_1238,Debt/deficit,id_12455.0_wave_1
issue_survey_1239,Debt/deficit,id_4289.0_wave_1
issue_survey_1240,Debt/deficit,id_601.0_wave_1
issue_survey_1241,Debt/deficit,id_10508.0_wave_5
issue_survey_1242,Debt/deficit,id_11858.0_wave_14
issue_survey_1243,Debt/deficit,id_9492.0_wave_2
issue_survey_1244,Debt/deficit,id_16009.0_wave_4
issue_survey_1245,Debt/deficit,id_673.0_wave_4
issue_survey_1246,Debt/deficit,id_36968.0_wave_7
issue_survey_1247,Debt/deficit,id_32294.0_wave_2
issue_survey_1248,Debt/deficit,id_30656.0_wave_4
issue_survey_1249,Debt/deficit,id_58777.0_wave_11
issue_survey_1250,Debt/deficit,id_62351.0_wave_10
issue_survey_1251,Debt/deficit,id_49938.0_wave_18
issue_survey_1252,Debt/deficit,id_33514.0_wave_5
issue_survey_1253,Debt/deficit,id_82691.0_wave_17
issue_survey_1254,Debt/deficit,id_37784.0_wave_5
issue_survey_1255,Debt/deficit,id_97912.0_wave_17
issue_survey_1256,Debt/deficit,id_31037.0_wave_6
issue_survey_1257,Debt/deficit,id_32263.0_wave_4
issue_survey_1258,Debt/deficit,id_57803.0_wave_23
issue_survey_1259,Debt/deficit,id_31249.0_wave_4
issue_survey_1260,Debt/deficit,id_33508.0_wave_2
issue_survey_1261,Debt/deficit,id_55235.0_wave_13
issue_survey_1262,Debt/deficit,id_76227.0_wave_25
issue_survey_1263,Debt/deficit,id_54568.0_wave_17
issue_survey_1264,Debt/deficit,id_41841.0_wave_5
issue_survey_1265,Debt/deficit,id_66106.0_wave_12
issue_survey_1266,Debt/deficit,id_31555.0_wave_4
issue_survey_1267,Debt/deficit,id_30871.0_wave_2
issue_survey_1268,Debt/deficit,id_43618.0_wave_12
issue_survey_1269,Debt/deficit,id_33353.0_wave_6
issue_survey_1270,Debt/deficit,id_31513.0_wave_3
issue_survey_1271,Debt/deficit,id_44285.0_wave_17
issue_survey_1272,Debt/deficit,id_40938.0_wave_4
issue_survey_1273,Debt/deficit,id_102580.0_wave_22
issue_survey_1274,Debt/deficit,id_43072.0_wave_7
issue_survey_1275,Debt/deficit,id_15843.0_wave_1
issue_survey_1276,Debt/deficit,id_29426.0_wave_5
issue_survey_1277,Debt/deficit,id_1434.0_wave_12
issue_survey_1278,Debt/deficit,id_19724.0_wave_7
issue_survey_1279,Debt/deficit,id_14039.0_wave_4
issue_survey_1280,Debt/deficit,id_11259.0_wave_1
issue_survey_1281,Debt/deficit,id_22914.0_wave_4
issue_survey_1282,Debt/deficit,id_2536.0_wave_2
issue_survey_1283,Debt/deficit,id_14252.0_wave_4
issue_survey_1284,Debt/deficit,id_16828.0_wave_10
issue_survey_1285,Debt/deficit,id_10505.0_wave_5
issue_survey_1286,Debt/deficit,id_2182.0_wave_10
issue_survey_1287,Debt/deficit,id_15670.0_wave_3
issue_survey_1288,Debt/deficit,id_3486.0_wave_5
issue_survey_1289,Debt/deficit,id_20917.0_wave_9
issue_survey_1290,Debt/deficit,id_20489.0_wave_4
issue_survey_1291,Debt/deficit,id_12038.0_wave_1
issue_survey_1292,Debt/deficit,id_13840.0_wave_2
issue_survey_1293,Debt/deficit,id_13510.0_wave_5
issue_survey_1294,Defence,id_3408.0_wave_4
issue_survey_1295,Defence,id_22881.0_wave_11
issue_survey_1296,Defence,id_25667.0_wave_4
issue_survey_1297,Defence,id_17701.0_wave_1
issue_survey_1298,Defence,id_18697.0_wave_22
issue_survey_1299,Defence,id_18697.0_wave_8
issue_survey_1300,Defence,id_92854.0_wave_21
issue_survey_1301,Defence,id_35129.0_wave_13
issue_survey_1302,Defence,id_55225.0_wave_9
issue_survey_1303,Defence,id_53403.0_wave_10
issue_survey_1304,Defence,id_109952.0_wave_25
issue_survey_1305,Defence,id_82324.0_wave_18
issue_survey_1306,Defence,id_29923.0_wave_2
issue_survey_1307,Defence,id_21981.0_wave_5
issue_survey_1308,Defence,id_20809.0_wave_15
issue_survey_1309,Defence,id_22100.0_wave_1
issue_survey_1310,Defence,id_704.0_wave_18
issue_survey_1311,Defence,id_13338.0_wave_4
issue_survey_1312,Defence,id_7337.0_wave_2
issue_survey_1313,Defence,id_8676.0_wave_11
issue_survey_1314,Defence,id_4018.0_wave_12
issue_survey_1315,Defence,id_8992.0_wave_4
issue_survey_1316,Defence,id_12547.0_wave_23
issue_survey_1317,Defence,id_3559.0_wave_4
issue_survey_1318,Defence,id_14206.0_wave_10
issue_survey_1319,Defence,id_22351.0_wave_4
issue_survey_1320,Defence,id_39436.0_wave_4
issue_survey_1321,Defence,id_53151.0_wave_23
issue_survey_1322,Defence,id_31156.0_wave_12
issue_survey_1323,Defence,id_65716.0_wave_22
issue_survey_1324,Defence,id_36099.0_wave_5
issue_survey_1325,Defence,id_72357.0_wave_16
issue_survey_1326,Defence,id_35600.0_wave_5
issue_survey_1327,Defence,id_63500.0_wave_11
issue_survey_1328,Defence,id_43458.0_wave_10
issue_survey_1329,Defence,id_59148.0_wave_19
issue_survey_1330,Defence,id_79347.0_wave_23
issue_survey_1331,Defence,id_87706.0_wave_16
issue_survey_1332,Defence,id_32509.0_wave_4
issue_survey_1333,Defence,id_66484.0_wave_11
issue_survey_1334,Defence,id_15843.0_wave_2
issue_survey_1335,Defence,id_5704.0_wave_4
issue_survey_1336,Defence,id_15251.0_wave_6
issue_survey_1337,Defence,id_21082.0_wave_18
issue_survey_1338,Devolution,id_12422.0_wave_3
issue_survey_1339,Devolution,id_6247.0_wave_3
issue_survey_1340,Devolution,id_863.0_wave_3
issue_survey_1341,Devolution,id_20411.0_wave_1
issue_survey_1342,Devolution,id_86389.0_wave_22
issue_survey_1343,Devolution,id_38287.0_wave_6
issue_survey_1344,Devolution,id_38287.0_wave_5
issue_survey_1345,Devolution,id_37720.0_wave_3
issue_survey_1346,Devolution,id_25023.0_wave_3
issue_survey_1347,Devolution,id_12471.0_wave_3
issue_survey_1348,Devolution,id_7344.0_wave_6
issue_survey_1349,Devolution,id_7996.0_wave_3
issue_survey_1350,Devolution,id_8734.0_wave_6
issue_survey_1351,Devolution,id_22790.0_wave_3
issue_survey_1352,Devolution,id_30335.0_wave_6
issue_survey_1353,Devolution,id_29557.0_wave_3
issue_survey_1354,Devolution,id_1952.0_wave_7
issue_survey_1355,Devolution,id_28859.0_wave_3
issue_survey_1356,Devolution,id_27098.0_wave_3
issue_survey_1357,Devolution,id_25701.0_wave_1
issue_survey_1358,Devolution,id_28901.0_wave_3
issue_survey_1359,Devolution,id_6385.0_wave_3
issue_survey_1360,Devolution,id_6831.0_wave_3
issue_survey_1361,Devolution,id_28065.0_wave_6
issue_survey_1362,Devolution,id_26075.0_wave_3
issue_survey_1363,Devolution,id_8443.0_wave_1
issue_survey_1364,Devolution,id_17039.0_wave_3
issue_survey_1365,Devolution,id_21734.0_wave_3
issue_survey_1366,Devolution,id_35363.0_wave_5
issue_survey_1367,Devolution,id_33079.0_wave_8
issue_survey_1368,Devolution,id_33061.0_wave_5
issue_survey_1369,Devolution,id_41317.0_wave_6
issue_survey_1370,Devolution,id_31201.0_wave_3
issue_survey_1371,Devolution,id_18929.0_wave_5
issue_survey_1372,Devolution,id_12228.0_wave_5
issue_survey_1373,Devolution,id_8621.0_wave_3
issue_survey_1374,Devolution,id_19829.0_wave_3
issue_survey_1375,Devolution,id_48.0_wave_5
issue_survey_1376,Devolution,id_20402.0_wave_3
issue_survey_1377,Devolution,id_12228.0_wave_4
issue_survey_1378,Devolution,id_16132.0_wave_6
issue_survey_1379,Devolution,id_24487.0_wave_3
issue_survey_1380,Devolution,id_19976.0_wave_5
issue_survey_1381,Devolution,id_18414.0_wave_3
issue_survey_1382,Devolution,id_27332.0_wave_3
issue_survey_1383,Devolution,id_30243.0_wave_3
issue_survey_1384,Devolution,id_10815.0_wave_3
issue_survey_1385,Devolution,id_29363.0_wave_3
issue_survey_1386,Devolution,id_8487.0_wave_11
issue_survey_1387,Domestic emergency,id_27318.0_wave_1
issue_survey_1388,Domestic emergency,id_17570.0_wave_13
issue_survey_1389,Domestic emergency,id_24795.0_wave_1
issue_survey_1390,Domestic emergency,id_10035.0_wave_1
issue_survey_1391,Domestic emergency,id_25742.0_wave_1
issue_survey_1392,Domestic emergency,id_14987.0_wave_1
issue_survey_1393,Domestic emergency,id_16622.0_wave_1
issue_survey_1394,Domestic emergency,id_27373.0_wave_1
issue_survey_1395,Domestic emergency,id_7637.0_wave_1
issue_survey_1396,Domestic emergency,id_22306.0_wave_1
issue_survey_1397,Domestic emergency,id_4886.0_wave_1
issue_survey_1398,Domestic emergency,id_26140.0_wave_1
issue_survey_1399,Domestic emergency,id_8340.0_wave_1
issue_survey_1400,Domestic emergency,id_23115.0_wave_1
issue_survey_1401,Domestic emergency,id_18244.0_wave_1
issue_survey_1402,Domestic emergency,id_35589.0_wave_13
issue_survey_1403,Domestic emergency,id_49201.0_wave_13
issue_survey_1404,Domestic emergency,id_52734.0_wave_24
issue_survey_1405,Domestic emergency,id_40146.0_wave_13
issue_survey_1406,Domestic emergency,id_48261.0_wave_23
issue_survey_1407,Domestic emergency,id_40352.0_wave_13
issue_survey_1408,Domestic emergency,id_11860.0_wave_1
issue_survey_1409,Domestic emergency,id_21258.0_wave_18
issue_survey_1410,Domestic emergency,id_14898.0_wave_1
issue_survey_1411,Domestic emergency,id_24735.0_wave_1
issue_survey_1412,Domestic emergency,id_2591.0_wave_1
issue_survey_1413,Domestic emergency,id_8352.0_wave_1
issue_survey_1414,Domestic emergency,id_23719.0_wave_1
issue_survey_1415,Domestic emergency,id_2852.0_wave_1
issue_survey_1416,Domestic emergency,id_61317.0_wave_12
issue_survey_1417,Domestic emergency,id_87573.0_wave_23
issue_survey_1418,Domestic emergency,id_78937.0_wave_23
issue_survey_1419,Domestic emergency,id_96901.0_wave_24
issue_survey_1420,Domestic emergency,id_29885.0_wave_1
issue_survey_1421,Domestic emergency,id_19231.0_wave_7
issue_survey_1422,Domestic emergency,id_16248.0_wave_1
issue_survey_1423,Domestic emergency,id_28086.0_wave_13
issue_survey_1424,Economy-general,id_15139.0_wave_5
issue_survey_1425,Economy-general,id_1811.0_wave_4
issue_survey_1426,Economy-general,id_27007.0_wave_9
issue_survey_1427,Economy-general,id_21610.0_wave_18
issue_survey_1428,Economy-general,id_21071.0_wave_8
issue_survey_1429,Economy-general,id_27135.0_wave_22
issue_survey_1430,Economy-general,id_22521.0_wave_1
issue_survey_1431,Economy-general,id_18564.0_wave_2
issue_survey_1432,Economy-general,id_16279.0_wave_23
issue_survey_1433,Economy-general,id_12534.0_wave_9
issue_survey_1434,Economy-general,id_21996.0_wave_2
issue_survey_1435,Economy-general,id_25781.0_wave_2
issue_survey_1436,Economy-general,id_1343.0_wave_7
issue_survey_1437,Economy-general,id_27079.0_wave_3
issue_survey_1438,Economy-general,id_12801.0_wave_7
issue_survey_1439,Economy-general,id_14852.0_wave_1
issue_survey_1440,Economy-general,id_5378.0_wave_1
issue_survey_1441,Economy-general,id_22887.0_wave_7
issue_survey_1442,Economy-general,id_14268.0_wave_10
issue_survey_1443,Economy-general,id_45.0_wave_9
issue_survey_1444,Economy-general,id_20929.0_wave_1
issue_survey_1445,Economy-general,id_22159.0_wave_1
issue_survey_1446,Economy-general,id_14630.0_wave_25
issue_survey_1447,Economy-general,id_2704.0_wave_10
issue_survey_1448,Economy-general,id_17165.0_wave_1
issue_survey_1449,Economy-general,id_19252.0_wave_15
issue_survey_1450,Economy-general,id_2868.0_wave_25
issue_survey_1451,Economy-general,id_24664.0_wave_1
issue_survey_1452,Economy-general,id_18140.0_wave_20
issue_survey_1453,Economy-general,id_23189.0_wave_7
issue_survey_1454,Economy-general,id_20878.0_wave_3
issue_survey_1455,Economy-general,id_22235.0_wave_6
issue_survey_1456,Economy-general,id_2459.0_wave_2
issue_survey_1457,Economy-general,id_5981.0_wave_11
issue_survey_1458,Economy-general,id_20122.0_wave_5
issue_survey_1459,Economy-general,id_9144.0_wave_1
issue_survey_1460,Economy-general,id_24390.0_wave_12
issue_survey_1461,Economy-general,id_10206.0_wave_1
issue_survey_1462,Economy-general,id_2334.0_wave_6
issue_survey_1463,Economy-general,id_22633.0_wave_8
issue_survey_1464,Economy-general,id_75.0_wave_9
issue_survey_1465,Economy-general,id_13970.0_wave_7
issue_survey_1466,Economy-general,id_28002.0_wave_2
issue_survey_1467,Economy-general,id_16409.0_wave_1
issue_survey_1468,Economy-general,id_8969.0_wave_1
issue_survey_1469,Economy-general,id_10584.0_wave_16
issue_survey_1470,Economy-general,id_12380.0_wave_1
issue_survey_1471,Economy-general,id_10852.0_wave_1
issue_survey_1472,Economy-general,id_1811.0_wave_7
issue_survey_1473,Economy-general,id_24221.0_wave_3
issue_survey_1474,Economy-general,id_23435.0_wave_15
issue_survey_1475,Economy-general,id_5337.0_wave_6
issue_survey_1476,Economy-general,id_14638.0_wave_20
issue_survey_1477,Economy-general,id_6812.0_wave_1
issue_survey_1478,Economy-general,id_5009.0_wave_4
issue_survey_1479,Economy-general,id_22871.0_wave_2
issue_survey_1480,Economy-general,id_18852.0_wave_1
issue_survey_1481,Economy-general,id_26812.0_wave_23
issue_survey_1482,Economy-general,id_19535.0_wave_1
issue_survey_1483,Economy-general,id_3725.0_wave_1
issue_survey_1484,Economy-general,id_9939.0_wave_1
issue_survey_1485,Economy-general,id_2422.0_wave_2
issue_survey_1486,Economy-general,id_17908.0_wave_1
issue_survey_1487,Economy-general,id_7526.0_wave_1
issue_survey_1488,Economy-general,id_26339.0_wave_2
issue_survey_1489,Economy-general,id_78516.0_wave_23
issue_survey_1490,Economy-general,id_34135.0_wave_2
issue_survey_1491,Economy-general,id_55804.0_wave_11
issue_survey_1492,Economy-general,id_68275.0_wave_21
issue_survey_1493,Economy-general,id_46530.0_wave_9
issue_survey_1494,Economy-general,id_59291.0_wave_24
issue_survey_1495,Economy-general,id_30800.0_wave_24
issue_survey_1496,Economy-general,id_53574.0_wave_24
issue_survey_1497,Economy-general,id_51902.0_wave_25
issue_survey_1498,Economy-general,id_70556.0_wave_25
issue_survey_1499,Economy-general,id_38608.0_wave_18
issue_survey_1500,Economy-general,id_35010.0_wave_4
issue_survey_1501,Economy-general,id_68103.0_wave_14
issue_survey_1502,Economy-general,id_58699.0_wave_23
issue_survey_1503,Economy-general,id_53238.0_wave_13
issue_survey_1504,Economy-general,id_101281.0_wave_20
issue_survey_1505,Economy-general,id_42643.0_wave_4
issue_survey_1506,Economy-general,id_64244.0_wave_13
issue_survey_1507,Economy-general,id_54276.0_wave_23
issue_survey_1508,Economy-general,id_66523.0_wave_22
issue_survey_1509,Economy-general,id_44988.0_wave_9
issue_survey_1510,Economy-general,id_101729.0_wave_20
issue_survey_1511,Economy-general,id_72506.0_wave_14
issue_survey_1512,Economy-general,id_102293.0_wave_23
issue_survey_1513,Economy-general,id_63711.0_wave_10
issue_survey_1514,Economy-general,id_59271.0_wave_20
issue_survey_1515,Economy-general,id_56476.0_wave_24
issue_survey_1516,Economy-general,id_82250.0_wave_24
issue_survey_1517,Economy-general,id_90520.0_wave_23
issue_survey_1518,Economy-general,id_44070.0_wave_23
issue_survey_1519,Economy-general,id_72765.0_wave_23
issue_survey_1520,Economy-general,id_37904.0_wave_6
issue_survey_1521,Economy-general,id_42514.0_wave_25
issue_survey_1522,Economy-general,id_38159.0_wave_7
issue_survey_1523,Economy-general,id_61584.0_wave_10
issue_survey_1524,Economy-general,id_109809.0_wave_25
issue_survey_1525,Economy-general,id_107303.0_wave_23
issue_survey_1526,Economy-general,id_40387.0_wave_22
issue_survey_1527,Economy-general,id_76044.0_wave_25
issue_survey_1528,Economy-general,id_43144.0_wave_24
issue_survey_1529,Economy-general,id_42398.0_wave_5
issue_survey_1530,Economy-general,id_67947.0_wave_12
issue_survey_1531,Economy-general,id_90985.0_wave_20
issue_survey_1532,Economy-general,id_39026.0_wave_9
issue_survey_1533,Economy-general,id_111235.0_wave_25
issue_survey_1534,Economy-general,id_57206.0_wave_25
issue_survey_1535,Economy-general,id_111737.0_wave_25
issue_survey_1536,Economy-general,id_45892.0_wave_9
issue_survey_1537,Economy-general,id_41536.0_wave_4
issue_survey_1538,Economy-general,id_82623.0_wave_20
issue_survey_1539,Economy-general,id_67351.0_wave_11
issue_survey_1540,Economy-general,id_35303.0_wave_6
issue_survey_1541,Economy-general,id_40296.0_wave_8
issue_survey_1542,Economy-general,id_36301.0_wave_5
issue_survey_1543,Economy-general,id_34329.0_wave_2
issue_survey_1544,Economy-general,id_53645.0_wave_9
issue_survey_1545,Economy-general,id_31520.0_wave_5
issue_survey_1546,Economy-general,id_87126.0_wave_24
issue_survey_1547,Economy-general,id_101169.0_wave_21
issue_survey_1548,Economy-general,id_34098.0_wave_4
issue_survey_1549,Economy-general,id_110265.0_wave_25
issue_survey_1550,Economy-general,id_37847.0_wave_25
issue_survey_1551,Economy-general,id_76428.0_wave_16
issue_survey_1552,Economy-general,id_56343.0_wave_9
issue_survey_1553,Economy-general,id_31057.0_wave_3
issue_survey_1554,Economy-general,id_39929.0_wave_8
issue_survey_1555,Economy-general,id_31398.0_wave_5
issue_survey_1556,Economy-general,id_43988.0_wave_20
issue_survey_1557,Economy-general,id_74387.0_wave_16
issue_survey_1558,Economy-general,id_81794.0_wave_21
issue_survey_1559,Economy-general,id_56702.0_wave_25
issue_survey_1560,Economy-general,id_33304.0_wave_6
issue_survey_1561,Economy-general,id_98868.0_wave_24
issue_survey_1562,Economy-general,id_40387.0_wave_6
issue_survey_1563,Economy-general,id_88540.0_wave_20
issue_survey_1564,Economy-general,id_37713.0_wave_12
issue_survey_1565,Economy-general,id_57100.0_wave_21
issue_survey_1566,Economy-general,id_58604.0_wave_20
issue_survey_1567,Economy-general,id_61604.0_wave_25
issue_survey_1568,Economy-general,id_79452.0_wave_25
issue_survey_1569,Economy-general,id_67635.0_wave_12
issue_survey_1570,Economy-general,id_96499.0_wave_22
issue_survey_1571,Economy-general,id_41803.0_wave_5
issue_survey_1572,Economy-general,id_86536.0_wave_24
issue_survey_1573,Economy-general,id_72110.0_wave_15
issue_survey_1574,Economy-general,id_55780.0_wave_14
issue_survey_1575,Economy-general,id_31234.0_wave_23
issue_survey_1576,Economy-general,id_50680.0_wave_9
issue_survey_1577,Economy-general,id_85459.0_wave_18
issue_survey_1578,Economy-general,id_100944.0_wave_22
issue_survey_1579,Economy-general,id_53356.0_wave_21
issue_survey_1580,Economy-general,id_48710.0_wave_7
issue_survey_1581,Economy-general,id_52275.0_wave_14
issue_survey_1582,Economy-general,id_17816.0_wave_8
issue_survey_1583,Economy-general,id_20334.0_wave_1
issue_survey_1584,Economy-general,id_19864.0_wave_6
issue_survey_1585,Economy-general,id_12471.0_wave_6
issue_survey_1586,Economy-general,id_14787.0_wave_1
issue_survey_1587,Economy-general,id_20219.0_wave_7
issue_survey_1588,Economy-general,id_22373.0_wave_8
issue_survey_1589,Economy-general,id_17289.0_wave_5
issue_survey_1590,Economy-general,id_23113.0_wave_1
issue_survey_1591,Economy-general,id_7084.0_wave_10
issue_survey_1592,Economy-general,id_28389.0_wave_6
issue_survey_1593,Economy-general,id_16447.0_wave_24
issue_survey_1594,Economy-general,id_19370.0_wave_2
issue_survey_1595,Economy-general,id_7785.0_wave_1
issue_survey_1596,Economy-general,id_5434.0_wave_3
issue_survey_1597,Economy-general,id_20698.0_wave_2
issue_survey_1598,Economy-general,id_27748.0_wave_2
issue_survey_1599,Economy-general,id_20428.0_wave_2
issue_survey_1600,Economy-general,id_23105.0_wave_3
issue_survey_1601,Economy-general,id_10430.0_wave_6
issue_survey_1602,Economy-general,id_26183.0_wave_4
issue_survey_1603,Economy-general,id_17440.0_wave_2
issue_survey_1604,Economy-general,id_11045.0_wave_21
issue_survey_1605,Economy-general,id_14953.0_wave_20
issue_survey_1606,Economy-general,id_22898.0_wave_1
issue_survey_1607,Economy-general,id_865.0_wave_6
issue_survey_1608,Economy-general,id_24332.0_wave_4
issue_survey_1609,Economy-general,id_6693.0_wave_3
issue_survey_1610,Economy-general,id_10924.0_wave_17
issue_survey_1611,Economy-general,id_29955.0_wave_9
issue_survey_1612,Economy-general,id_17889.0_wave_3
issue_survey_1613,Economy-general,id_505.0_wave_2
issue_survey_1614,Economy-general,id_22931.0_wave_1
issue_survey_1615,Economy-general,id_3078.0_wave_24
issue_survey_1616,Economy-general,id_10349.0_wave_5
issue_survey_1617,Economy-general,id_18756.0_wave_1
issue_survey_1618,Economy-general,id_11224.0_wave_2
issue_survey_1619,Economy-general,id_18445.0_wave_2
issue_survey_1620,Economy-general,id_1593.0_wave_3
issue_survey_1621,Economy-general,id_7566.0_wave_24
issue_survey_1622,Economy-general,id_7865.0_wave_4
issue_survey_1623,Economy-general,id_7592.0_wave_8
issue_survey_1624,Economy-general,id_23449.0_wave_19
issue_survey_1625,Economy-general,id_10501.0_wave_24
issue_survey_1626,Economy-general,id_2841.0_wave_22
issue_survey_1627,Economy-general,id_673.0_wave_6
issue_survey_1628,Economy-general,id_15415.0_wave_3
issue_survey_1629,Economy-general,id_25923.0_wave_5
issue_survey_1630,Economy-general,id_13859.0_wave_2
issue_survey_1631,Economy-general,id_697.0_wave_6
issue_survey_1632,Economy-general,id_234.0_wave_1
issue_survey_1633,Economy-general,id_26865.0_wave_5
issue_survey_1634,Economy-general,id_7440.0_wave_6
issue_survey_1635,Economy-general,id_1085.0_wave_6
issue_survey_1636,Economy-general,id_873.0_wave_2
issue_survey_1637,Economy-general,id_7592.0_wave_5
issue_survey_1638,Economy-general,id_5864.0_wave_25
issue_survey_1639,Economy-general,id_439.0_wave_5
issue_survey_1640,Economy-general,id_24284.0_wave_10
issue_survey_1641,Economy-general,id_1299.0_wave_23
issue_survey_1642,Economy-general,id_6408.0_wave_5
issue_survey_1643,Economy-general,id_20318.0_wave_4
issue_survey_1644,Economy-general,id_9717.0_wave_2
issue_survey_1645,Economy-general,id_6257.0_wave_1
issue_survey_1646,Economy-general,id_932.0_wave_4
issue_survey_1647,Economy-general,id_1047.0_wave_6
issue_survey_1648,Economy-general,id_6681.0_wave_1
issue_survey_1649,Economy-general,id_10235.0_wave_24
issue_survey_1650,Economy-general,id_3324.0_wave_4
issue_survey_1651,Economy-general,id_781.0_wave_5
issue_survey_1652,Economy-general,id_1520.0_wave_3
issue_survey_1653,Economy-general,id_2823.0_wave_6
issue_survey_1654,Economy-general,id_672.0_wave_2
issue_survey_1655,Economy-general,id_7562.0_wave_4
issue_survey_1656,Economy-general,id_6378.0_wave_18
issue_survey_1657,Economy-general,id_285.0_wave_20
issue_survey_1658,Economy-general,id_13779.0_wave_2
issue_survey_1659,Economy-general,id_20266.0_wave_9
issue_survey_1660,Economy-general,id_7665.0_wave_4
issue_survey_1661,Economy-general,id_13943.0_wave_3
issue_survey_1662,Economy-general,id_7162.0_wave_5
issue_survey_1663,Economy-general,id_7547.0_wave_17
issue_survey_1664,Economy-general,id_8536.0_wave_4
issue_survey_1665,Economy-general,id_5787.0_wave_1
issue_survey_1666,Economy-general,id_25004.0_wave_2
issue_survey_1667,Economy-general,id_18652.0_wave_23
issue_survey_1668,Economy-general,id_17486.0_wave_5
issue_survey_1669,Economy-general,id_4272.0_wave_7
issue_survey_1670,Economy-general,id_195.0_wave_23
issue_survey_1671,Economy-general,id_1941.0_wave_9
issue_survey_1672,Economy-general,id_15917.0_wave_1
issue_survey_1673,Economy-general,id_12350.0_wave_1
issue_survey_1674,Economy-general,id_15064.0_wave_1
issue_survey_1675,Economy-general,id_1065.0_wave_11
issue_survey_1676,Economy-general,id_15458.0_wave_18
issue_survey_1677,Economy-general,id_6900.0_wave_12
issue_survey_1678,Economy-general,id_644.0_wave_12
issue_survey_1679,Economy-general,id_632.0_wave_2
issue_survey_1680,Economy-general,id_8303.0_wave_6
issue_survey_1681,Economy-general,id_2292.0_wave_21
issue_survey_1682,Economy-general,id_824.0_wave_6
issue_survey_1683,Economy-general,id_10689.0_wave_1
issue_survey_1684,Economy-general,id_20095.0_wave_3
issue_survey_1685,Economy-general,id_5341.0_wave_4
issue_survey_1686,Economy-general,id_17503.0_wave_1
issue_survey_1687,Economy-general,id_15218.0_wave_24
issue_survey_1688,Economy-general,id_14564.0_wave_3
issue_survey_1689,Economy-general,id_999.0_wave_2
issue_survey_1690,Economy-general,id_3680.0_wave_8
issue_survey_1691,Economy-general,id_2125.0_wave_5
issue_survey_1692,Economy-general,id_785.0_wave_16
issue_survey_1693,Economy-general,id_4918.0_wave_5
issue_survey_1694,Economy-general,id_10834.0_wave_4
issue_survey_1695,Economy-general,id_16947.0_wave_7
issue_survey_1696,Economy-general,id_11242.0_wave_8
issue_survey_1697,Economy-general,id_99120.0_wave_21
issue_survey_1698,Economy-general,id_38761.0_wave_5
issue_survey_1699,Economy-general,id_111656.0_wave_25
issue_survey_1700,Economy-general,id_103131.0_wave_21
issue_survey_1701,Economy-general,id_36857.0_wave_5
issue_survey_1702,Economy-general,id_76203.0_wave_19
issue_survey_1703,Economy-general,id_86741.0_wave_18
issue_survey_1704,Economy-general,id_82084.0_wave_24
issue_survey_1705,Economy-general,id_72511.0_wave_17
issue_survey_1706,Economy-general,id_46047.0_wave_7
issue_survey_1707,Economy-general,id_70492.0_wave_15
issue_survey_1708,Economy-general,id_71014.0_wave_15
issue_survey_1709,Economy-general,id_49183.0_wave_9
issue_survey_1710,Economy-general,id_74231.0_wave_25
issue_survey_1711,Economy-general,id_46190.0_wave_13
issue_survey_1712,Economy-general,id_84683.0_wave_21
issue_survey_1713,Economy-general,id_49740.0_wave_7
issue_survey_1714,Economy-general,id_62147.0_wave_14
issue_survey_1715,Economy-general,id_86665.0_wave_19
issue_survey_1716,Economy-general,id_96688.0_wave_22
issue_survey_1717,Economy-general,id_43048.0_wave_12
issue_survey_1718,Economy-general,id_101462.0_wave_20
issue_survey_1719,Economy-general,id_52673.0_wave_22
issue_survey_1720,Economy-general,id_52932.0_wave_14
issue_survey_1721,Economy-general,id_30592.0_wave_4
issue_survey_1722,Economy-general,id_37735.0_wave_5
issue_survey_1723,Economy-general,id_44882.0_wave_7
issue_survey_1724,Economy-general,id_59148.0_wave_14
issue_survey_1725,Economy-general,id_30689.0_wave_11
issue_survey_1726,Economy-general,id_33278.0_wave_2
issue_survey_1727,Economy-general,id_58884.0_wave_10
issue_survey_1728,Economy-general,id_33706.0_wave_3
issue_survey_1729,Economy-general,id_52364.0_wave_8
issue_survey_1730,Economy-general,id_76522.0_wave_24
issue_survey_1731,Economy-general,id_89761.0_wave_20
issue_survey_1732,Economy-general,id_34811.0_wave_21
issue_survey_1733,Economy-general,id_51295.0_wave_20
issue_survey_1734,Economy-general,id_31734.0_wave_6
issue_survey_1735,Economy-general,id_82545.0_wave_20
issue_survey_1736,Economy-general,id_59021.0_wave_16
issue_survey_1737,Economy-general,id_85806.0_wave_20
issue_survey_1738,Economy-general,id_63568.0_wave_10
issue_survey_1739,Economy-general,id_109159.0_wave_23
issue_survey_1740,Economy-general,id_39004.0_wave_6
issue_survey_1741,Economy-general,id_48890.0_wave_12
